,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka
0,0.8767484273501687,-0.03585167598528313,-0.8881783133840809,1.0955051760826928,-1.2019290372865519,0.9294373415542326,0.00888391903471287,-1.078649383992888,0.14212040611791762,-1.0860101387951395
1,0.8799410507194271,-0.013182737876060968,-0.8638695264107357,1.118813192075733,-1.2120500252776691,0.7928990963210539,0.3299360616362999,-1.0471308007039153,-0.5321017402941084,-2.046953229875448
2,0.9005992019322778,0.010457726152127913,-0.8631215637346327,1.1922334424538163,-1.1766265673087584,0.7506068761687207,0.5162191524813061,-1.0667173488906339,-1.0230158171043535,-2.9116388636149475
3,0.9022894143042379,0.03183129636939477,-0.8152519524640451,1.4031709871908382,-0.9742068074864204,0.8218838506495924,0.5692942230572564,-1.1121941619218658,-1.0744927407596474,-2.5869738803806817
4,0.8867019002072692,0.010457726152127913,-0.7531710503475018,1.3891861775950163,-0.7852816983189026,0.9766515011208459,0.3689618488244994,-1.1583463731664325,-1.0744927407596474,-1.4873547914364882
5,0.9261401888863471,0.06745391339817376,-0.7602766957704795,1.2330224704416382,-0.518762347886153,1.0616005295302735,0.16758878693338985,-1.0914819500462551,-1.1322473380314422,-0.3551060559360891
6,0.8915847359484883,0.1484144066453971,-0.636114891537393,1.057046949694173,-0.2117590454889388,1.2108993584301044,0.13636815718283057,-0.9962508019660027,-1.309277734016722,-0.3077930684295896
7,0.9024772156789005,0.21836427281099796,-0.5153189193467697,0.4184073114848386,0.7514216449990294,1.371318124525161,-0.024938429861726973,-0.9699102716459328,-1.2653340187012276,-0.58025061717392
8,1.0144068349776165,0.37057000011577745,-0.49101013237342434,0.2109659691467696,1.512182575664655,1.6365559707391464,0.5255853414064728,-0.7855265594054438,-1.4837970605554047,-0.9081785650638083
9,0.9700857105573197,0.3174599165455994,-0.2576457774293098,-0.006963980388168425,1.044930296741419,1.5415807694487782,0.5359922179899936,-0.7936313379654654,-1.4097205118807123,-0.6047228520910766
10,0.977597765543811,0.27795119584095446,-0.19332098728445773,-0.3798922362768302,0.32634014937211414,1.4631943269250571,-0.601479392588728,-0.8213226647122054,-1.2389677895119295,-0.47420426586624936
11,0.9092380651667422,0.2277556900276756,-0.2224915316524721,0.08044107958573699,0.28416936607579335,0.29596550953114004,-4.609167564902226,-0.6918713404896398,-1.348199310439018,0.850559384315775
12,1.0266139243306647,0.21091590743225283,-0.22922319573739847,0.5640824114413476,0.2554932334342973,-1.1694963775576777,-1.5766037284645378,-0.5086132919380426,-1.0644484629732507,0.7004630101572227
13,0.9847342177809773,0.21868811478398656,-0.22361347566662626,0.8321245953613255,0.20826195614241783,-1.2415025282480723,-0.4047894251602025,-0.5101892211024912,-0.6488664695609963,0.9500798063122101
14,1.0929078095864482,0.37445610379164435,-0.2359548598223247,0.6386680626190819,-0.3315240700504912,-1.2630132264290002,-3.2786483936992115,-0.4644872753334812,-0.10647546909545715,1.1654354735831782
15,1.2070910453811121,0.29090487476050947,-0.21463792355339129,0.5267895858524821,-0.6047907458106507,-1.3009303893241952,-0.7502977277330611,-0.4140575420711253,0.29152903819060083,0.4753184489193918
16,1.3669100152187088,0.2604637292995535,-0.28382447109291237,0.4277305178820566,-0.716121613712937,-1.1696786716100585,-0.03222324347019165,-0.3701566582043421,0.5803020245495703,0.13760160706264085
17,1.4157383726309003,0.2837803513547538,-0.2894341911636843,0.24243179073737675,-0.5862356011602673,-1.2205387122242863,0.4761526776347541,-0.37510957843546633,1.052383080510317,0.3235905924330259
18,1.0048289648698407,0.36247395079105516,-0.45249005455412344,0.05596766279304586,-0.6570825170980841,-1.2883520997099238,0.193085634563014,-0.362277012382099,1.1955140389664993,0.36111468597266283
19,0.5424619804513172,0.30288702776109866,-0.41621386476313116,-0.29015637470361944,-0.731303095699613,-1.2070489523481114,0.4631440819053543,-0.34043913681759663,1.4754982822623706,0.9533427709678278
20,0.2462992126089082,0.11376331553558482,-0.32645834363077947,-0.7120314641776702,-0.5626199625143299,-1.1647567321957781,0.353871877778396,-0.3021665713952728,1.5533414351069625,1.1507521326328845
21,-0.33062661035360347,0.16622571515978568,-0.4760508788513657,-1.251612034416579,-0.6385273724477054,-1.1237405704101102,0.6452644221169518,-0.280553828568549,1.2984678862770906,1.0251279933914885
22,-0.8778798161194755,0.3955058320359226,-0.5482292770952986,-1.695629739084019,-0.7532319030136991,-1.0409790706292517,0.613523448537217,-0.20626002510168515,1.0021616915783218,0.8326130787098633
23,-1.2775211414007988,0.17529329040347474,-0.7580328077421709,-1.8273200294447058,0.06825495559863068,-0.9935826170102576,0.5089343388728415,-0.3014911731819378,0.7234329830057528,0.8032463968092755
24,-1.4052260761711464,0.3608547409261112,-0.8246014859153318,-1.7049529454812369,0.8408237055872297,-1.004702554205483,0.6645171437964638,-0.36452833975988275,0.56649114259327,0.37090357993952544
25,-1.072254238894931,0.10793416002178544,-0.46931921476643934,-1.7655537870631457,1.0567381160643923,-0.8718101900199192,0.48916127336415394,-0.09819631096806528,0.32040633682649633,-0.04186144899649935
26,-1.0521594918060675,-0.03196557230941719,-0.31486492215118395,-1.7014567430822805,0.7969660909590528,-0.7819392221962115,0.5365125618191691,-0.09099206335915727,0.03414441991412786,-0.4529949956047106
27,-1.085212533746628,0.31324997089674395,-0.19668681932692078,-1.654840711096197,0.07162861826233807,-0.8193095029342644,0.35491256543674854,-0.1391704692437295,-0.17050773998374893,-1.061537903877983
28,-1.0050213467658362,0.1911615470799308,-0.1312400851679143,-1.418264348766826,-1.050114217419796,-0.6871463149582234,0.41110969898775496,0.03485713705895437,-0.6953212543230917,-0.9391767292922051
29,-1.0209844636121297,0.2649975169213985,0.016482543362414486,-1.2259732168242337,-1.6084553882630837,-0.5746708846393032,0.3981011032583551,0.13008828513920687,-1.066959532419848,-0.4122079374094513
30,-1.0679348072776988,0.32976591151917717,-0.060931593614238916,-0.917142004916437,-1.6101422195949349,-0.36266290172049553,0.41527244962116355,0.34599058066866833,-0.7832086849540806,-0.43668017232660783
31,-0.9561929893536445,0.22678416410870889,0.3979435081749096,-0.6840618449860226,-1.429651267086683,0.13572903748846413,0.34710740799910833,0.8912620715678923,-0.6338000528813974,0.18002014758571375
32,-0.9678366745827057,0.3592355310611664,0.49667458142049653,-0.22489392992310647,-0.6790113244121749,0.3482839025644142,0.17487360054185452,1.1958666657820336,-0.3199163720564321,0.618888893766704
33,-1.0099041825070554,0.29770555619327643,0.45815450360119553,0.15386132996381702,0.39043973998252096,0.4472695730071592,0.293511993593981,1.356386307818015,0.2325189061955075,0.7445130330081045
34,-1.013660210000301,0.3718653680077328,0.44730904479770306,0.5862250266347367,1.5374850456424485,0.6395897982688462,0.25864895703918866,1.6884570960411178,0.5551913300835709,0.45084621400223523
35,-1.028684319973283,0.34563416819563325,0.4970485627585479,0.7470503369867222,1.4582039730453655,0.713054301378287,0.0973423699946311,1.82803939346371,0.7937429275105452,0.4851073428862544
36,-0.915627892426593,0.22516495424376406,0.9577935712379536,0.8123127817672384,1.3536204304704893,0.7781332780782134,0.11087130955320644,1.9012075332416818,1.0988378652724125,0.7020944924850315
37,-0.868677548761024,0.23649942329837606,1.4551887508464032,0.6549836738142094,1.426154177740162,0.8111285015591285,0.42203691940045124,1.8618093041304662,1.4227658238837746,0.49815920150873483
38,-0.7841669301629999,0.25560609970472087,2.0468272276438215,0.6969381026016855,1.535798214310597,0.8138629123448395,0.28466614849798827,1.8746418701838334,1.2633129140246944,0.9810779705406067
39,-0.7422872236133122,-3.563786129726288,2.9814065914344345,0.6771262890075985,1.5476060336335657,0.9055568206923548,-0.007246739669743033,1.8631601005571365,1.3876108516313783,0.9207131244116222
40,-1.4435375566022508,-5.077747353449364,3.956749921072656,0.6456604674169913,1.5729085036113593,0.8406601380448092,-0.386057047309866,1.7699551471168897,1.391377455801278,1.0120761347690035
