frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka
1,159.77,163.76,15.13,169.6,143.9,63.01,178.8,17.15,169.86,156.09
2,159.31,167.03,15.29,169.67,144.43,64.62,168.61,16.94,170.84,157.99
3,157.94,174.83,13.99,168.46,142.27,66.64,164.73,15.05,172.58,161.27
4,158.46,178.06,12.77,166.4,145.04,67.99,156.13,13.69,174.81,162.72
5,161.63,173.22,12.25,165.13,151.51,66.34,150.9,13.34,177.39,166.39
6,162.96,173.01,11.79,164.33,157.19,67.51,149.87,13.39,178.35,164.56
7,161.37,176.7,10.39,165.52,167.39,67.16,147.77,13.44,178.68,161.49
8,162.23,175.17,10.23,165.64,175.75,68.04,146.71,11.83,177.15,158.13
9,163.09,174.12,10.24,164.85,177.09,67.65,162.87,12.04,176.63,155.91
10,164.27,172.24,10.96,164.32,173.83,64.58,161.47,10.99,176.18,153.07
11,163.34,173.7,11.5,164.96,171.94,65.99,163.66,13.49,176.44,152.14
12,158.75,177.22,10.71,164.02,168.65,58.01,160.77,14.5,177.51,154.09
13,157.7,175.34,9.75,163.64,166.94,58.66,165.62,15.2,178.8,156.97
14,151.59,177.57,8.84,164.29,170.09,62.76,170.63,16.6,179.54,160.4
15,149.58,178.52,10.1,163.09,174.73,71.7,171.06,18.34,179.77,165.08
16,150.3,178.48,10.45,162.41,179.77,81.54,152.68,18.66,179.06,163.61
17,150.7,177.1,11.88,160.56,178.94,86.68,140.24,19.68,176.77,159.74
18,150.74,174.46,13.77,157.13,169.92,89.15,140.03,19.18,175.12,154.7
19,147.84,173.42,12.86,155.59,159.28,83.1,134.4,18.14,177.12,152.11
20,144.29,171.77,10.72,154.88,150.44,88.31,145.68,17.29,177.8,145.54
21,140.89,168.98,10.04,156.24,148.89,85.51,146.22,16.92,179.7,139.57
22,133.34,178.59,11.36,158.76,150.84,77.55,140.53,16.52,176.94,135.05
23,118.9,169.69,9.37,159.06,151.22,68.44,143.49,13.22,175.03,133.57
24,112.38,139.35,12.46,156.64,151.76,57.73,119.62,9.97,175.09,138.24
25,94.11,151.47,13.07,156.35,151.14,60.49,164.22,0.76,175.44,144.17
26,62.36,153.7,18.42,154.67,157.47,55.99,165.12,10.51,175.4,149.39
27,59.48,173.07,17.19,156.07,167.04,47.01,162.64,15.98,178.16,153.3
28,48.32,177.76,22.06,153.96,167.2,50.22,168.82,29.07,178.06,155.02
29,49.75,167.07,33.42,150.64,158.7,49.16,162.11,43.19,176.18,161.08
30,65.46,176.9,52.62,159.9,151.34,58.98,168.98,56.58,149.96,139.23
31,74.4,178.17,67.28,156.41,147.82,73.41,177.59,74.46,162.24,151.73
32,91.01,179.92,82.7,157.42,139.32,77.0,168.45,85.76,162.74,154.21
33,113.24,178.3,101.44,160.53,137.28,95.63,164.78,105.53,163.47,154.56
34,134.41,175.55,127.22,166.95,135.56,112.91,174.28,120.86,167.02,160.39
35,143.0,107.05,133.44,166.17,130.21,120.7,167.95,131.0,166.47,162.26
36,172.37,152.93,25.23,171.14,133.01,130.89,165.68,142.75,166.06,164.95
37,166.46,151.99,24.74,179.17,143.78,136.42,176.36,147.98,167.3,166.89
38,167.26,168.19,8.78,175.16,151.77,137.53,177.04,152.37,164.9,167.9
39,141.07,156.08,156.84,174.6,157.54,136.25,179.34,152.6,162.62,167.6
40,163.27,159.29,24.44,173.83,163.54,140.48,176.26,153.34,162.46,169.69
41,157.81,129.26,160.8,157.6,167.78,144.99,176.17,161.62,178.37,166.54
42,160.04,148.31,177.67,179.01,161.93,156.15,171.06,170.66,156.73,168.97
43,155.77,153.67,174.02,176.42,159.47,161.53,171.92,174.59,154.67,162.82
44,157.57,157.01,173.55,174.49,156.02,163.79,178.08,175.13,153.68,157.03
45,159.71,159.61,172.56,174.0,152.07,163.09,176.13,172.97,156.07,152.01
46,160.92,162.25,173.94,171.93,151.34,164.21,178.8,171.77,160.94,148.16
47,153.46,162.4,163.67,172.65,152.51,163.65,179.15,169.35,165.63,143.52
48,148.24,166.54,161.0,173.64,154.67,158.65,179.71,165.53,169.44,140.11
49,167.54,171.51,174.7,173.06,152.73,154.62,179.94,162.05,172.13,141.81
50,164.71,176.76,169.96,175.92,153.89,152.36,179.36,157.85,177.27,145.53
