frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,169.14,178.45,13.8,170.78,178.95,0.09,173.54,15.68,167.6,173.27,1
2,169.04,176.96,13.3,170.56,178.34,9.17,169.71,16.24,167.55,173.32,
3,169.24,174.9,12.66,170.72,177.85,10.2,172.45,15.66,168.57,179.09,
4,168.5,176.41,10.73,170.91,177.71,14.28,168.64,15.2,170.03,171.92,
5,170,175.3,9.2,171.15,177.53,27.16,167.72,16.73,171.97,166.19,
6,170.13,171.19,7.28,171.42,179.84,36.54,160.03,17.06,176.09,161.45,
7,163.96,175.01,4.8,170.41,178.08,41.01,169.72,16.84,179.88,159.2,
8,160.67,176.47,3.41,168.71,179.75,42.44,178.73,17.73,176.2,158.49,
9,157.23,174.13,2.26,165.94,172.67,63.72,119.21,17.15,173.34,158.25,
10,153.67,169.92,0.03,164.25,165.58,61.32,174.29,15.21,173.46,161.28,
11,150.26,170.75,2.05,162.32,158.17,54.74,176.62,14.28,171.28,162.13,
12,144.84,162.53,3.59,160.63,151.4,50.85,175.65,13.11,170.27,162.3,
13,139.36,149.01,4.95,159.06,147.63,47.3,178.12,11.37,169.61,160.18,
14,137.93,170.05,5.85,158.08,144.92,46.78,177.9,10.81,169.79,156.14,
15,132.33,113.65,6.01,155.76,139.37,47.06,174.89,10.29,169.83,154.22,
16,143.57,99.56,7.4,154.83,138.22,43.52,159.53,9.38,167.19,151.11,
17,144.01,127.18,6.4,153.11,139.3,41.52,152.99,10.08,164.56,147.99,
18,172.98,162.29,11.5,156.09,149.7,41.11,151.29,8.04,164.43,147.48,
19,168.72,133.95,12.33,158.74,156.95,40.67,158.43,6.93,164.53,148.49,
20,161.65,136.13,14.21,161.76,159.04,45.89,157.22,2.07,165.78,153.21,
21,130.28,119.69,15.59,163.69,160.08,46.26,157.11,3.76,169.62,162.09,
22,148.52,174.4,14.5,162.62,154.13,43.9,172.37,6.29,172.1,168.74,
23,152.67,164.03,14.32,164.54,152.08,38.83,166.32,15.97,172.72,169.78,
24,178.42,174.96,13.9,164.36,150.52,34.47,174.08,20.9,171.61,162.4,
25,28.52,62.19,16.12,165.74,153.1,40.62,176.48,32.85,172.56,151.09,
26,94.62,172.17,17.81,168.3,157.95,50.38,179.54,44.4,170.42,124.84,
27,27.74,146.92,21.53,170.73,158.86,79.9,165.12,83.17,174.47,112.87,
28,10.32,156.67,26.69,177.37,165.77,105.46,163.97,110.15,177.78,103.4,
29,13.41,161.13,31.58,175.55,174.06,129.13,162.21,136.06,179.61,146.57,
30,19.62,154.73,38.22,170.86,178.55,141.82,169.38,147.41,176.99,111.08,
31,68.06,140.76,3.59,169.03,179.68,146.29,177.31,147.88,172.96,122.68,
32,170.7,142.98,173.82,167.25,178.78,128.02,179.65,128.96,170.78,128.66,
