frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,157.4,167.09,11.13,166.43,172.34,79.02,165.02,8.2,174.72,157.89,4
2,153.52,174.39,9.7,168.84,172.66,78.99,167.89,7.97,173.13,157.72,
3,147.37,178.1,8.47,170.14,172.51,77.62,174.51,8,172.19,156.43,
4,141.58,178.65,7.93,170.7,172.05,71.21,178.61,7.35,170.58,155.53,
5,137.28,172.53,8.02,170.08,171.16,66.52,176.11,6.3,169.42,155.87,
6,128.41,164.25,6.66,168.65,169.45,59.82,173.48,4.18,170.19,154.32,
7,115.49,175.96,3.9,167.34,167.25,54.26,172.58,3.38,170.51,153.67,
8,103.55,169.68,2.48,165.06,165.45,50.83,176.88,2.58,171.36,153.53,
9,93.61,160.52,3.75,163.42,167.41,49.47,179.86,0.15,174.58,153.25,
10,87.52,159.68,11.47,164.56,173.95,47.84,175.33,2.38,177.74,154.13,
11,59.26,167.75,8.34,163.87,177.9,44.53,171.08,6.65,179.98,156.52,
12,46.88,170.14,10.81,164.94,179.55,41.52,177.43,10.51,179.2,159.7,
13,48.43,167,16.25,166.9,175.42,43.47,172.81,14.31,177.96,162.33,
14,38.2,179.88,8.79,166.05,167.64,39.8,178.07,16.53,176.5,164.86,
15,36.52,178.11,11.08,167.03,162.07,39.52,176.66,20.56,175.04,166.54,
16,32.17,179.59,11,168.47,159.13,40.58,178.02,25.79,173.12,166.89,
17,38.94,176.95,21.4,168.4,153.95,43.32,177.63,32.7,171.02,163.57,
18,49.25,178.58,32.02,167.84,153.4,44.6,174.86,36.91,171.4,159.32,
19,62.14,171.61,43.48,163.87,144.85,49.04,174.76,42.61,172.13,157.2,
20,170,174.27,13.45,167.54,143.08,56.16,178.55,54.61,171.93,157.6,
21,114.93,170.72,12.05,171.29,135.95,68.86,178.2,69.16,171.64,157.6,
22,85.37,172.52,6.32,174.22,135.11,72.09,175.78,76.61,170.21,156.88,
23,63.15,171.09,3.59,176.81,136.34,83.99,174.75,87.76,169.54,155.94,
24,64.85,124.66,25.59,178.34,137.51,96.32,175.05,100.83,168.44,156.31,
25,7.29,179.92,4.07,177.7,140.76,108.35,178.28,112.26,168.92,157.6,
26,16.68,145.99,18.78,174.17,143.38,111.56,178.02,113.74,169.33,158.41,
27,24.31,170.53,39.96,171.98,149.84,120.33,179.5,120.37,167.23,157.86,
28,27.19,39.43,62,171.73,154.22,133.69,176.59,133.28,163.43,156.13,
29,31.98,173.48,63.69,173.7,153.63,140.08,176.27,139.96,161.11,155.02,
30,48.21,171.66,73.82,175.83,151.9,147.64,178.36,144.45,159.72,151.86,
31,56.34,166.3,79.27,176.05,151.36,153.98,179.55,150.5,156.2,144.83,
32,59.69,173.2,79.24,176.55,149.47,152.72,176.74,150.81,155.62,137.05,
33,63.41,175.32,83.15,173.44,151.58,153.03,179.75,151.27,157.48,133.14,
34,64.21,167.57,80.16,172.57,156.36,152.14,178.31,151.6,159.91,131.78,
35,80.32,168.83,94.83,173.52,157.85,155.18,178.97,152.64,161.3,131.66,
36,109.38,161.1,117.97,172.66,160.66,150.9,178.77,148.96,163.76,132.75,
37,154.57,173.43,160.83,170.29,162.09,146.07,178.7,143.67,168.42,138.95,
38,152.58,166.43,131.68,169.02,163.37,136.79,178.28,132.9,172.8,145.69,
39,160.03,169.09,150.69,167.89,166.55,130.65,178.34,127.44,175.64,152.74,
40,152.97,171.67,140.89,167,168.79,121.89,177.97,117.37,179.42,159.52,
41,149.99,175.45,142.88,171.61,166.01,116.19,178.21,110.98,176.44,163.96,
42,160.19,178.62,159.11,173.69,165.38,114.73,176.98,112.37,175.46,163.97,
43,162.87,176.43,156.73,172.67,163.63,102.28,179.07,99.43,175.06,164.43,
44,172.76,173.33,153.97,176.92,154.69,85.79,177.13,83.41,176.44,164.23,
45,156.14,179.82,154.66,178.28,149.96,74.03,179.78,74.47,176.7,165.87,
46,107.22,175.88,114.63,172.4,143.81,68.51,179.84,68.57,176.07,166.28,
47,173.64,178.26,8.87,164.04,134.39,68.02,179.52,69.59,176.45,166.19,
48,136.73,132.71,48.91,158.35,137.2,60.08,179.95,61.17,177.21,163.63,
49,170.92,173.27,54.75,151.79,141.11,53.3,178.82,52.95,179.45,157.82,
50,178.75,170.91,36.29,146.81,144.68,35.87,178.27,23.04,178.5,156.29,
51,177.79,178.42,27.03,144.74,149.34,52.56,173.13,24.38,178.52,157.48,
52,178.56,174.83,21.67,141.1,154.14,29.81,62,22.44,177.02,159.41,
53,179.97,176.06,16.29,142.9,157.1,28.48,172.25,19.4,175.83,160.53,
54,177.41,173.83,10.43,148.1,160.62,28.13,177.28,12.36,171.74,161.52,
55,175.16,178.8,7.28,151.86,161.5,28.87,172.37,3.91,168.53,160.92,
56,171.77,177.32,4.53,155.33,161.2,30.89,175.2,0.03,167.17,159.92,
57,167.35,175.79,2.43,157.13,159.56,35.75,172.57,2.5,167.32,155.72,
58,170.76,177.73,5.49,156.02,157.24,36.62,176.87,1.52,170.65,151.36,
59,170.61,177.11,6.4,158.47,159.27,40.03,175.64,1.62,173.5,154.59,
60,169.89,177.83,6.3,160.9,161.39,44.35,172.17,2.09,175.12,158.33,
61,171.88,174.69,6.1,167.64,166.68,48.68,171.35,5,174.97,164.11,
62,171.66,173.86,6.86,170.16,169.48,58.09,160.23,5.79,177.96,168.78,
63,172.38,171.48,7.09,173.05,172.64,63.77,142.84,7.88,179.48,172.02,
64,171.82,171.47,6.53,174.62,171.87,68.81,136.34,10.32,179.59,174.88,
65,170.26,174.68,6.2,173.98,168.59,83.52,155.56,12.08,179.71,175.77,
66,168.76,174.28,5.78,170.21,162.27,86.68,164.11,12.29,178.92,173.15,
67,164.32,174.68,3.92,165.22,154.1,86,168.96,11.3,179.22,172.39,
68,165.92,172.88,4.85,161.71,147.42,89.41,178.6,12.21,179.87,170.64,
69,163.99,173.75,3.75,160.38,146.06,79.5,171.04,12.22,179.56,169.4,
70,158.67,175.94,2.21,157.73,148.09,74.41,166.21,12.32,179.32,169.71,
71,159.43,174.68,2.5,156.95,152.19,76.21,166.85,10.76,179.27,168.97,
72,158.88,174.94,1.9,158.07,159.94,77.5,162.17,9.77,177.95,169.38,
73,157.4,177.57,1.22,161.28,169.39,76.43,161.92,9.18,176.45,170.59,
74,161.29,175.15,2.44,164.24,176.72,78.5,163.32,8.36,174.18,170.99,
75,163.9,174.9,3.95,166.03,179.86,79.31,167.63,8.87,173.71,170.35,
76,164.09,175.19,4.79,165.47,178.03,79.98,168.15,8.45,173.45,169.42,
