frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka
1,167.06,179.41,16.02,161.89,171.47,84.19,164.72,21.05,174.74,178.61
2,170.64,177.81,16.09,165.44,172.56,34.3,118.37,18.27,172.05,178.01
3,172.73,176.05,15.93,167.14,172.68,28.94,133.54,17.28,170.26,175.27
4,169.09,178.25,12.8,168.29,172.62,33.25,137.49,16.6,170.18,168.37
5,166.7,173.85,8.51,169.3,174.11,57.62,152.8,18.32,170.08,163.24
6,165.8,176.47,6.55,170.16,178.1,65.48,157.7,19.77,171.29,160.84
7,163.1,178.77,5.01,169.88,178.03,62.55,145.41,19.31,176.08,157.36
8,162.64,177.66,3.21,168.27,177.14,58.86,136.51,19.18,178.98,157.17
9,160.15,176.81,1.96,165.62,179.87,61.32,143.92,20.05,179.78,158.25
10,159.33,175.9,0.3,164.3,173.64,56.19,155.07,20.43,179.81,162.14
11,157.95,178.04,1.15,162.78,167.02,52.55,160.71,20.16,179.43,163.76
12,148.09,177.71,2.61,159.57,159.07,52.54,171.86,17.48,178.13,165.12
13,139.4,175.96,3.01,157.85,152.33,48.18,179.05,14.41,177.72,167.13
14,75.36,174.47,3.75,158.41,148.96,47.94,179.85,12.86,179.19,171.34
15,98.97,148.27,3.8,157.84,147.33,50.34,176.73,10.9,179.53,175.92
16,150.81,143.61,3.68,157.85,147.61,48.87,169.81,7.89,179.79,176.31
17,145.02,177.8,4.38,155.71,146.04,49.15,165.81,6.36,178.19,171.17
18,119.46,164.94,17.05,153.29,143.03,47.06,169.36,4.91,176.92,166.43
19,158.37,161.94,17.81,154.87,144.6,44.77,164.57,1.78,175.25,158.87
20,152.76,152.82,22.15,153.2,144.46,39.55,156.8,2.37,175.91,155.17
21,114.53,151.25,23.17,145.91,140.04,32.31,147.65,5.14,176.84,155.54
22,124.8,127.54,23.05,140.76,137.56,32.5,159.25,6.82,175.69,154.01
23,110.98,154.03,24.16,140.99,137.19,31.4,162.16,7.99,173.88,150.78
24,125.64,161.55,24.38,143.9,142.66,35.47,171.15,11.37,173.42,150.8
25,117.42,154.81,24.22,146.89,144.81,41.41,175.83,17.24,176.27,152.72
26,130.66,174.14,21.02,151.26,150.39,37.21,166.77,15.48,179.98,155.77
27,131.03,168.9,20.4,153.79,153.49,39.51,170.15,17.23,176.4,157.03
28,123.09,125.31,21.62,164.01,159.76,37.75,168.94,18.16,174.06,155.83
29,96.4,154.98,16.49,165.82,160.07,35.52,168.27,22.48,175.21,155.83
30,84.5,158.77,16.82,162.34,151.9,33.77,169.54,27.05,176.05,158.49
31,74.06,146.64,17.36,161.41,145.98,34.66,171.85,30.05,176.48,161.22
32,78.71,164.54,17.19,160.34,144.03,35.12,173.8,31.89,177.81,158.15
33,79.72,157.54,19.33,160.01,141.71,35.23,170.01,36.36,178.23,157.39
34,20.83,7.98,19.85,165.59,147.11,45.04,169.02,52.87,177.4,159.05
35,2.57,77.68,28.43,173.76,154.42,53.62,165.41,68.65,178.01,159.2
36,1.86,167.07,30.89,177.94,159.95,68.84,162.46,86.04,177.6,158.9
37,14.42,161.22,37.44,177.76,166.06,103.75,177.47,118.26,175.41,156.18
38,15.15,157.06,35.27,172.43,172.63,125.36,162.63,133.75,173.7,154.5
39,27.41,164.61,36.8,165.79,179.92,136.19,160.78,141.64,171.54,159.05
40,114.57,163.73,106.08,166.45,179.2,148.4,169.69,152.52,171.0,156.95
41,160.86,169.3,167.67,166.03,176.73,149.97,167.94,148.16,169.41,161.73
42,106.28,149.13,87.72,165.29,177.77,76.24,176.78,67.37,170.13,162.48
43,20.62,16.78,2.7,166.03,178.15,61.89,179.82,46.95,169.23,167.0
44,80.1,176.38,82.35,168.6,179.75,62.89,179.28,48.45,170.84,167.93
45,127.78,176.73,140.33,168.27,176.9,40.05,178.71,25.51,172.36,170.95
46,144.73,148.64,142.19,169.34,177.97,32.76,172.24,13.06,173.1,171.02
47,148.67,171.09,145.72,173.54,177.18,36.1,163.56,5.39,174.5,171.6
48,163.24,145.47,138.15,176.29,177.36,142.35,169.16,96.04,178.62,171.06
49,134.5,115.58,128.73,179.61,178.35,35.43,176.36,11.28,178.41,159.13
50,161.25,170.09,86.21,174.46,171.12,32.79,176.69,6.68,177.78,155.77
51,168.55,140.27,60.07,171.48,164.56,31.75,176.16,2.32,175.63,150.13
52,172.8,144.93,46.35,166.12,156.22,38.87,159.82,4.39,171.94,142.28
53,141.23,114.76,22.83,165.45,154.6,47.45,176.52,10.45,172.65,142.46
54,169.04,171.82,14.55,165.39,153.99,54.29,160.85,15.23,172.8,144.56
55,177.09,174.59,13.85,166.09,156.53,66.22,177.52,18.61,175.44,146.87
56,173.07,176.28,9.78,168.81,161.36,67.18,170.25,21.55,174.07,145.98
57,177.45,179.17,3.67,172.97,172.72,54.09,168.8,23.15,175.54,153.1
58,176.55,178.77,2.88,174.08,177.82,69.7,168.07,24.87,179.76,163.85
59,176.08,177.01,3.08,173.55,174.93,87.77,147.3,26.47,178.55,170.89
60,174.54,175.25,3.41,173.92,172.4,86.73,174.76,30.81,179.52,171.79
61,171.53,176.72,3.1,174.04,170.44,84.36,169.47,31.32,179.55,170.54
62,171.07,176.99,3.71,174.74,169.82,81.66,168.15,30.9,177.78,169.56
63,171.55,177.16,4.47,175.19,168.65,76.85,171.25,30.62,177.76,166.45
64,174.96,177.23,6.37,177.0,169.74,75.85,172.58,30.96,179.75,166.14
65,176.73,177.94,8.42,176.24,168.68,79.83,163.48,29.91,179.52,167.86
66,172.77,179.91,7.55,176.14,169.56,99.89,154.18,29.22,178.72,167.84
67,170.05,179.41,8.58,174.22,168.58,114.93,169.62,27.49,177.8,170.43
68,169.52,178.55,9.37,173.17,165.7,119.33,165.95,25.64,175.99,174.05
69,168.89,179.11,9.59,171.85,164.06,118.54,156.28,23.38,175.11,176.69
70,169.21,178.79,10.05,171.2,163.51,119.29,158.44,23.82,174.51,178.11
71,171.14,178.39,10.55,171.18,165.24,118.5,157.15,24.12,174.73,178.29
72,171.37,177.24,9.93,171.69,165.89,115.83,154.82,25.31,173.8,178.33
73,171.45,175.39,9.58,170.52,165.07,115.94,157.58,24.94,173.86,178.34
74,170.26,176.3,9.03,170.31,164.82,114.52,156.26,25.78,174.09,177.79
75,168.93,177.56,8.13,170.03,164.09,117.77,157.83,24.99,174.33,177.58
76,169.48,176.07,8.7,169.71,164.45,118.59,155.17,24.21,175.61,176.44
77,169.91,177.84,9.03,170.62,165.89,121.86,158.95,24.77,174.97,176.78
78,170.25,179.08,9.74,170.38,165.66,125.46,161.61,24.36,175.25,176.39
