frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,165.47,174.04,2.83,160.18,164.36,52.03,159.1,19.14,179.98,156.1,4
2,161.33,176.86,0.96,162.09,169.92,52.11,173.29,16.38,177.19,154.11,
3,119.04,167.75,2.19,163.47,178.87,46.71,173.43,10.18,170.84,152.85,
4,125.25,175.49,0.95,164.97,176.31,42.34,166.27,5.15,168.14,156.15,
5,130.53,121.65,1.9,164.07,178.18,37.57,176.21,1.9,167.01,160.13,
6,153.13,131.19,3.31,163.35,170.34,35.44,178.79,1.4,163.29,162.18,
7,162.19,135.89,16.58,167.92,165.07,34.52,173.5,5.92,162.32,166.98,
8,107.3,106.51,20.57,166.08,159.27,31.21,169.51,8.46,160.88,165.79,
9,111.11,162.09,21.59,165.13,159.05,30.39,165.75,9.64,162.45,165.73,
10,107.57,168.12,23.63,164.45,152.28,26.03,163.37,10.82,162.27,164.18,
11,115.92,176.77,23.03,166.96,150.65,27.03,166.57,11.92,162.54,158.21,
12,107.61,164.83,23.68,169.3,148.78,24.69,166.09,12.69,162.62,155.79,
13,108.06,74.32,21.93,175.25,150.09,27.69,170.25,13.67,163.15,157.67,
14,108.69,171.97,21.72,177.63,155.04,29.22,169.04,19.69,161.82,158.09,
15,96.79,165.9,21.34,171.18,159.11,28.78,173.86,19.39,157.56,154.25,
16,84.65,124.16,20.65,163.99,163.75,34.57,166.73,18,154.58,152.05,
17,95.78,154.14,20.47,160.23,165.61,37.7,168.67,17.4,153.03,151.23,
18,102.31,167.38,18.28,158.4,164.34,32,172.34,12.68,149.61,150.98,
19,107.21,169.66,18.21,161.29,164.68,33.81,172.23,14.47,147.49,154.59,
20,105.01,164.04,19.62,167.2,164.05,33.53,172.43,16.6,146.99,159.87,
21,108.62,140.62,23.2,169.85,164.05,28.9,171.9,22.78,149.78,168.28,
22,32.9,142.38,25.95,174.63,162.18,33.19,169.36,34.18,145.93,162.37,
23,10.27,152.18,33.28,175.01,163.7,58.27,166.19,64.71,145.99,149.46,
24,11.06,162.63,36.94,173.82,169.44,65.11,176.47,78.51,149.38,136.52,
25,25.97,163.35,48.27,168.86,177.62,76.65,178.45,94.27,154.09,125.22,
26,39.02,167.16,53.46,171.29,176.59,90.38,174.8,109.98,163.46,120.06,
27,56.79,168.67,67.13,172.3,174.68,96.46,175.08,113.17,174.57,127.64,
28,90.45,159.53,102.49,173.63,168.26,98.56,144.49,107.85,178.12,136.78,
29,53.64,139.58,67.98,171.85,170.94,105.25,165.46,98.6,174.07,139.51,
30,58.13,177.3,91.39,168.01,178.5,74.19,174.97,71.23,171.79,144.25,
31,23.36,156.35,1.42,164.21,174.98,46.52,179.36,38.66,170.42,149.98,
32,138.79,172.82,175.14,165.6,172.69,41.87,178.34,31.33,171.69,152.22,
33,103.51,159.42,170.47,167.59,173.85,46.11,177.35,30.81,168.34,156.76,
34,154.17,172.55,161.41,169.14,175.8,141.52,178.34,139.07,166.71,163.42,
35,168.75,172.44,152.42,172.12,179.91,134.24,79.73,33.69,165.02,168.1,
36,179.58,171.48,146.73,175.72,177.79,51.16,157.75,28.41,164.02,169.19,
37,162.81,127.23,136.43,177.04,177.44,65.37,168.47,34.5,159.28,175.33,
38,30,172.95,10.35,179.49,176.21,19.91,176.19,2.39,162.35,174.02,
39,166.39,158.33,71.22,175.85,174.14,22.08,176.71,2.58,162.99,170.45,
40,128.53,175.85,76.16,171.88,172.87,24,170.4,14.11,162.25,171.26,
41,140.13,171.92,58.66,164.65,165.24,34.65,155.7,19.1,164.54,169.28,
42,142.86,179.12,41.53,161.11,159.94,50.8,160.71,25.86,164.69,166.77,
43,152.49,174.56,26.24,156.79,152.45,78.3,155.84,21.07,163.95,161.56,
44,159,178.87,15.1,151.53,137,102.34,151.95,19.46,163.79,156.52,
45,163.54,174.27,7.43,146.66,124.81,96.04,141.2,16.47,162.39,162.22,
46,169.24,175.64,5.45,137.66,117.8,87.78,168.95,11.69,160.74,161.95,
47,178.9,174.56,0.46,136.74,119.92,75.06,163.62,11.29,162.66,169.34,
48,174.41,175.83,1.77,134.72,121.75,65.93,168.91,7.36,159.98,175.4,
49,169.9,168,2.38,134.31,129.34,65.93,169.36,5.59,160.72,169.2,
50,164.55,168.16,3.2,130.23,130.49,73.77,153.51,5.53,159.06,173.86,
51,163.28,175.09,3.24,131.28,139.2,84.03,141.41,2.56,158.65,176.54,
52,167.13,179.74,0.5,133.87,147.17,103.29,150.61,2.26,163.09,169.68,
53,163.08,166.14,2.82,135.54,149.62,122.03,161.35,1.34,167.98,158.97,
54,159.28,167.91,6.47,136.83,149.02,131.08,164.66,1.12,169.82,150.93,
55,154.97,178.94,10.03,136.19,145.64,139.37,173.23,2.69,174.99,144.35,
56,155.03,177.15,9.77,139.24,128.85,144.64,168.15,5.55,175.96,114.61,
57,148.58,177.44,8.59,141.55,142.01,145.19,165.65,7.85,171.49,106.32,
58,145.39,171.88,6.04,146.73,144.16,144.89,165.38,10.95,168.55,106.22,
59,146.57,175.42,6.38,154.47,149.57,141.66,168.27,17.05,160.54,104.58,
60,141.75,167.65,7.36,160.78,154.73,139.17,166.68,23.9,162.16,118.33,
61,146.37,173.3,5.44,166.02,152.41,134.6,166.53,28,166.04,143.74,
62,146.37,166.64,7.92,170.26,164.03,128.65,164.43,31.22,166.49,146.75,
63,145.23,169.56,3.24,176.64,165.53,123.88,163.96,34.67,165.4,154.17,
64,149.7,175.19,1.97,179.2,166.84,122.35,167.02,36.73,166.94,163.09,
65,155.52,176.63,3.86,176.83,155.9,124.59,170.53,36.16,169.29,169.11,
66,158.83,177.57,4.62,163.64,179.53,123.77,167.24,34.78,175.3,159.76,
67,164.84,179.07,7.01,162.87,176.26,125.51,168.53,33.18,175.7,150.79,
68,164.52,179.16,5.43,162.95,177.31,123.43,169.83,32.53,173.01,153.93,
69,167,177.23,6.02,174.05,174.47,121.04,164.58,33.9,171.52,143.74,
70,166.23,177.26,5.88,164.22,171.13,118.26,164.69,34.76,175.08,140.64,
71,164.72,176.82,7.06,179.85,155.79,128.69,170.13,25.49,160.48,153.03,
72,162.59,179.33,6.41,177.31,135.96,127.19,168.61,24.14,158.37,147.83,
73,162.94,179.73,7.35,174.24,129.92,123.59,161.47,21.51,157.42,143.64,
74,163.33,178.78,7.11,172.65,132.17,117.74,157.66,18.8,158.43,144.4,
75,161.02,179.98,4.87,170.76,135.8,111.16,165.48,18.78,164.53,147.75,
76,158.58,179.22,3.73,167.12,136.71,91.1,153.92,17.16,165.01,148.17,
77,154.91,175.92,2.26,164.99,135.26,81.09,147.59,14.86,168.55,153.27,
78,152.42,179.06,1.39,167,152.27,80.66,153.8,17.7,172.71,158.35,
79,149.16,174.52,0.32,166.95,161.26,79.13,160.77,19.44,174.29,161.01,
80,152.53,172.36,0.67,169.33,170.13,77.06,169.09,21.83,174.79,161.1,
