frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka
1,158.26,173.68,8.1,168.95,160.79,164.6,173.15,11.03,155.6,164.82
2,157.52,174.32,9.09,166.57,160.35,161.5,172.66,11.37,154.19,165.9
3,157.0,175.35,10.9,162.64,160.68,159.33,173.09,11.24,152.78,164.02
4,155.02,175.8,10.9,160.0,163.81,156.27,171.58,10.59,152.29,152.87
5,155.56,177.51,11.19,158.22,162.56,155.61,171.21,8.98,153.03,152.35
6,153.91,179.17,10.27,160.91,162.75,155.31,175.6,9.42,154.48,153.06
7,155.03,179.37,10.29,159.7,168.28,155.13,178.93,8.68,155.12,142.45
8,157.96,178.74,9.77,155.72,164.27,155.16,178.65,8.28,162.17,146.75
9,159.17,178.31,9.59,152.79,160.25,153.8,177.7,9.22,168.3,149.78
10,157.52,179.05,7.99,149.58,156.29,153.59,175.45,7.65,170.44,146.54
11,155.34,179.67,6.98,143.46,149.6,152.42,173.68,7.26,173.65,144.52
12,150.35,178.06,4.92,138.41,143.61,151.22,172.23,7.72,178.93,149.54
13,148.73,178.98,5.2,131.27,134.33,149.06,172.74,7.61,178.68,151.38
14,149.73,179.85,6.48,121.28,122.97,147.09,178.35,6.17,176.8,151.1
15,152.35,179.38,8.52,114.53,116.73,142.65,179.41,5.36,178.35,147.18
16,154.38,179.46,13.18,112.4,114.23,131.44,174.05,5.55,178.91,146.06
17,153.18,179.69,14.12,111.79,112.66,130.51,174.92,3.21,177.36,147.52
18,155.06,179.99,13.05,118.65,116.9,131.99,170.84,3.25,172.72,154.63
19,158.85,176.36,14.0,123.45,118.71,108.52,162.69,3.94,166.32,166.18
20,161.63,173.94,16.11,131.93,124.61,85.63,171.76,3.91,166.96,165.73
21,162.82,176.54,15.45,143.19,131.68,83.53,159.52,4.6,166.96,165.33
22,162.63,177.19,15.39,150.2,135.09,59.26,151.13,5.24,168.56,165.46
23,164.32,178.9,16.01,155.77,136.78,47.38,154.75,4.79,173.07,163.43
24,162.56,179.34,14.89,157.83,135.71,38.72,161.52,5.77,175.75,161.01
25,161.74,176.67,14.75,158.34,132.64,33.13,162.42,7.45,176.51,165.54
26,164.2,174.46,18.65,156.01,126.2,24.63,165.32,11.81,178.21,179.57
