frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka
6,145.97,140.93,23.87,179.01,165.77,123.51,171.91,2.48,162.28,173.9
7,172.27,138.75,25.38,177.83,164.59,118.89,178.69,5.67,162.43,175.64
8,57.24,167.41,29.62,175.2,161.35,113.49,173.58,9.98,161.54,174.5
9,54.49,174.77,31.36,174.45,157.9,128.3,147.95,15.37,160.27,171.88
10,54.69,170.1,35.58,173.23,157.25,114.31,169.87,17.96,159.14,170.29
11,47.14,179.65,40.66,172.75,159.3,114.87,178.83,20.58,159.88,170.99
12,45.67,171.03,42.38,173.04,161.54,107.69,179.1,20.91,159.93,174.68
13,41.59,164.57,42.32,175.56,163.23,76.61,164.17,21.08,159.24,178.94
14,53.3,163.31,54.59,176.88,167.37,52.72,144.02,25.17,158.72,176.55
15,57.49,164.93,59.99,178.31,170.35,47.79,162.49,31.49,161.3,175.19
16,49.84,161.41,57.85,178.98,174.17,48.78,158.27,36.45,164.76,175.34
17,44.36,167.57,54.91,179.4,178.98,59.43,165.16,49.28,167.36,178.04
18,41.45,172.86,49.6,179.58,179.21,64.12,171.74,56.07,170.3,179.54
19,35.29,172.84,43.54,178.46,178.02,68.23,166.66,61.81,174.32,179.69
20,37.7,174.68,40.95,178.16,178.73,79.46,165.98,76.84,176.81,178.77
21,35.34,173.44,39.61,174.28,176.29,97.05,164.99,94.83,178.72,178.57
22,31.62,178.54,31.17,171.5,172.93,119.72,173.29,113.6,176.54,174.11
23,29.42,177.7,23.2,166.29,169.09,137.23,174.86,129.73,176.88,170.13
24,29.96,175.25,20.61,161.65,161.47,144.85,171.91,138.67,179.65,166.97
25,31.55,177.77,32.26,156.11,157.23,160.26,179.44,149.59,178.37,167.44
26,45.06,177.03,45.35,153.76,162.36,166.07,178.64,152.05,176.73,168.03
27,94.32,178.11,99.07,150.8,166.27,171.45,175.78,158.72,173.26,166.7
28,172.93,170.19,175.42,152.52,171.44,173.13,173.46,160.46,169.02,169.67
29,174.52,175.16,168.16,155.3,174.59,176.81,167.33,164.11,166.76,168.0
30,175.59,176.61,162.65,159.71,177.82,178.9,177.95,166.1,163.15,167.84
31,26.95,175.26,173.75,160.53,171.88,176.96,176.98,166.78,160.51,159.21
32,122.11,165.39,4.7,161.63,165.57,178.02,175.33,169.77,162.47,135.01
33,173.25,157.94,18.9,164.95,160.69,178.55,174.27,170.49,164.22,115.82
34,179.86,165.25,5.0,164.12,156.17,178.37,176.2,167.68,171.92,94.22
35,164.23,178.04,4.21,167.56,158.21,179.78,176.79,165.5,172.85,99.42
36,179.91,169.32,3.76,173.36,164.37,177.36,175.66,161.65,172.88,123.7
37,174.73,178.2,0.79,177.73,170.73,174.88,179.4,157.91,173.65,168.4
38,170.42,162.8,14.44,179.52,175.27,152.72,177.27,136.25,175.85,177.05
39,64.1,147.49,59.44,174.66,177.27,140.6,171.82,136.48,170.11,175.18
40,102.8,162.85,102.14,174.48,175.68,176.42,94.69,114.61,173.44,175.51
41,151.8,149.91,134.96,175.91,177.8,73.53,123.58,80.34,179.78,177.99
42,167.6,172.62,140.19,178.96,179.49,77.18,150.83,82.17,174.96,174.7
43,175.62,179.2,145.51,178.64,179.06,77.73,155.7,86.68,168.65,172.61
44,164.42,173.55,147.83,175.32,177.79,83.73,157.35,95.91,165.83,169.15
45,151.81,136.39,159.67,175.12,179.85,74.57,168.27,90.31,164.01,165.71
46,148.64,162.4,152.19,173.19,178.65,73.09,169.23,85.64,165.86,154.98
47,177.48,173.26,0.3,173.0,174.75,82.04,174.68,94.06,166.15,142.75
48,33.15,169.41,58.58,171.55,172.26,71.87,174.43,85.48,167.56,133.61
49,77.89,157.26,5.68,169.81,171.83,63.5,167.93,81.16,167.32,134.46
50,74.8,164.51,4.27,168.85,172.57,55.15,169.66,76.51,165.76,141.59
51,89.86,166.92,2.05,171.9,178.13,56.58,172.13,69.24,163.54,155.98
