frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,type
1,154.03,178.34,12.75,174.19,125.87,85.86,142.23,12.65,164.46,156.1,4
2,154.51,177.95,12.63,173.6,124.9,85.56,142.67,12.77,164.48,156.31
3,156.12,174.67,13.66,172.36,131.23,82.26,142.24,12.91,166.63,155.27
4,155.2,175.53,13.27,166.86,129.91,76.56,170.68,10.32,166.33,153.09
5,154.17,175.5,13.15,164.34,128.97,66.03,175.87,9.87,169.08,154.15
6,155.58,170.97,12.95,161.96,134.0,64.49,167.87,11.02,173.78,157.33
7,155.86,173.32,13.05,161.03,145.61,56.23,161.18,11.54,176.03,159.66
8,157.63,174.36,14.01,159.38,153.82,52.65,149.78,12.09,177.05,159.48
9,159.04,175.97,14.52,160.28,162.59,51.4,140.45,13.33,178.88,159.96
10,158.89,176.95,13.32,161.82,170.66,51.25,135.43,14.32,178.04,161.19
11,158.04,174.87,11.79,163.24,176.24,47.61,133.93,15.81,174.19,162.86
12,160.71,178.5,12.11,163.51,176.38,48.49,141.06,15.21,171.66,162.16
13,164.86,177.55,12.43,164.15,175.17,44.63,128.9,14.96,170.87,159.41
14,163.33,177.8,11.95,165.12,172.43,48.02,150.82,15.41,169.06,157.65
15,162.17,177.93,11.61,166.05,168.51,48.51,159.8,16.32,168.07,153.64
16,159.61,177.43,11.63,165.54,165.71,44.42,111.61,17.73,168.88,155.26
17,157.31,178.01,11.87,165.16,163.95,48.47,115.54,17.43,168.57,160.03
18,156.34,179.48,11.43,165.63,165.52,49.88,123.16,17.94,168.68,166.96
19,153.73,177.09,11.94,165.77,167.7,48.72,125.92,17.84,169.44,172.08
20,153.04,178.35,13.74,166.38,170.59,68.25,122.33,18.4,171.57,168.97
21,154.44,176.46,13.6,166.32,169.34,74.45,115.14,18.2,166.84,176.89
22,159.65,165.44,15.75,166.15,175.66,89.32,134.0,19.12,170.75,174.68
23,158.57,168.07,15.87,163.08,176.75,91.08,137.32,18.47,172.77,167.8
24,156.8,168.72,16.1,160.99,171.1,89.52,135.45,17.9,174.49,160.56
25,157.81,168.71,14.76,161.4,163.82,89.31,131.56,17.97,172.42,156.28
26,156.12,170.58,13.35,162.62,158.24,85.33,135.53,18.2,171.12,152.97
27,151.44,163.23,10.89,164.81,159.32,102.62,141.06,17.75,169.84,147.13
28,150.64,160.59,9.68,165.53,161.1,84.77,124.82,17.06,166.88,142.16
29,143.13,165.51,7.82,163.23,158.26,63.97,110.41,17.01,166.82,138.98
30,135.41,173.56,7.86,160.35,157.2,54.91,110.07,15.35,169.73,138.19
31,135.28,162.73,10.33,160.4,158.44,60.71,144.29,13.41,170.22,141.98
32,126.8,143.03,9.52,161.87,167.46,69.14,147.96,9.82,171.06,145.93
33,110.6,164.41,9.25,163.23,173.58,57.14,161.29,2.23,174.37,149.64
34,89.01,164.96,11.78,161.3,179.13,51.06,170.27,3.64,177.54,152.32
35,85.32,139.91,31.99,161.05,178.89,44.75,161.62,10.44,179.24,154.96
36,45.53,170.01,11.51,165.61,178.5,43.51,163.81,20.89,176.93,155.14
37,49.0,165.14,21.36,166.58,173.0,47.01,167.03,31.65,174.09,158.51
38,57.77,51.43,33.79,165.71,169.42,52.85,170.91,45.84,172.37,160.52
39,74.52,145.74,59.69,167.44,169.49,65.34,164.76,64.55,172.77,164.34
40,88.47,173.77,80.79,171.28,165.33,76.52,167.72,82.41,169.06,166.32
41,100.91,171.13,99.07,171.58,163.14,82.89,165.28,94.96,166.46,164.99
42,108.31,174.97,111.76,170.34,160.26,94.02,166.3,106.32,168.82,163.92
43,113.46,165.45,117.05,167.75,150.21,105.81,174.74,119.01,167.57,161.7
44,127.9,169.18,132.35,168.07,142.4,118.23,177.75,131.55,166.22,159.77
45,130.44,170.93,137.98,174.31,143.22,125.05,177.19,137.68,167.74,163.72
46,134.97,178.44,146.56,173.82,147.63,131.02,179.71,141.84,171.04,169.3
47,79.09,156.58,65.49,173.34,140.55,142.03,179.77,149.33,170.94,167.76
48,170.71,167.97,173.75,165.89,144.6,150.38,179.08,155.29,170.35,167.74
49,176.03,162.43,179.57,165.97,151.36,151.93,177.3,159.1,164.59,164.46
50,168.16,169.06,179.36,165.79,158.58,160.56,178.78,163.81,160.45,165.35
51,172.43,141.21,178.77,165.99,162.82,163.6,179.39,165.35,155.08,166.63
52,166.26,149.48,171.72,172.05,161.3,164.75,177.75,167.11,157.28,175.31
53,163.02,159.68,164.79,174.17,160.29,165.42,179.53,167.87,156.99,179.15
54,140.29,148.83,133.0,176.97,154.14,165.98,176.58,169.18,154.48,173.91
55,135.88,155.82,131.49,176.05,152.88,167.05,178.55,170.67,157.16,170.86
56,164.65,149.37,165.45,174.83,152.73,164.22,179.48,168.49,158.87,162.77
57,168.54,142.84,5.69,170.34,151.53,164.57,175.73,168.46,159.31,156.2
58,123.83,165.47,3.48,172.54,157.72,166.81,173.77,167.3,167.17,152.67
59,157.9,158.3,158.84,175.61,160.61,159.15,172.71,161.48,175.64,155.76
60,165.17,168.14,164.04,179.94,163.06,157.95,175.78,156.77,178.61,160.22
61,157.76,178.15,151.9,174.57,161.0,136.96,179.45,135.69,172.0,175.43
62,178.17,174.12,2.53,169.3,175.54,45.97,178.9,45.16,170.51,152.73
63,11.61,66.45,3.76,170.61,174.95,38.53,178.65,26.12,168.11,146.64
64,17.95,14.94,17.34,175.25,174.82,43.95,174.82,39.93,160.57,159.18
65,129.94,165.34,143.74,177.86,170.16,67.27,179.03,56.57,160.51,159.02
66,156.03,177.8,144.28,177.6,166.4,88.84,178.9,69.51,155.44,161.07
67,163.59,152.26,137.71,171.94,165.78,95.32,175.15,72.24,154.69,162.75
68,164.54,154.98,128.62,166.6,167.33,64.65,176.45,38.11,154.84,166.45
69,179.37,160.16,108.55,160.42,169.57,58.0,171.62,33.28,155.77,171.86
70,172.1,164.17,73.29,154.81,173.93,41.9,177.29,12.27,155.62,174.49
71,159.76,151.45,54.09,153.74,178.78,32.24,170.68,0.78,155.71,175.35
