frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,157.32,174.58,8.19,175.75,163.2,103.77,170.06,13.5,172.67,168.75,1
2,155.57,177.69,8.51,175.21,162.83,101.21,173.37,14.22,171.43,166.73,
3,155.4,172.07,8.3,173.62,160.73,96.82,178.22,13.32,169.15,163.78,
4,156.15,169.69,8.01,172.29,158.17,93.09,169.87,11.52,168.27,162.21,
5,156.64,167.82,7.42,172.74,157.6,89.16,175.25,9.4,168.55,162.73,
6,156.97,168.56,6.1,175.2,159.67,86.97,174.61,8.57,169.27,163.51,
7,157.95,168.36,5.88,176.28,161.6,83.84,172.33,7.72,169.74,164.44,
8,157.45,172.98,5.49,176.91,164.35,80.2,165,7.29,169.77,164.94,
9,156.28,175.99,5.53,176.9,166.78,80.24,166.46,6.86,170.54,167.05,
10,155.07,175.07,5.68,176.73,169.11,78.77,161.23,6.15,171.11,168.81,
11,153.19,164.48,5.65,176.82,170.78,80.4,160.12,6.08,171.3,170.09,
12,153.07,162.62,5.55,177.27,172.12,80.33,161.95,5.63,171.26,170.56,
13,152.64,164.47,5.62,177.48,172.27,79.59,162.19,4.61,171.55,170.65,
14,150.77,158.96,5.76,177.62,172.47,79.05,160.34,4.47,171.64,170.29,
15,149.26,164.33,5.81,177.56,172.61,79.45,160.68,4.04,171.61,170.12,
16,150.19,162.24,6.84,177.03,172.62,75.89,158.43,3.57,171.68,169.98,
17,149.3,155.81,7.71,175.81,171.86,73.38,154.79,2.98,171.62,169.74,
18,146.73,154.16,8.5,175.14,170.58,70.38,153.77,1.98,172.07,169.87,
19,146.43,133.87,9.86,172.84,168.32,66.19,150.92,1.12,172.06,169.72,
20,143.44,140.73,11.04,170.11,166.13,62.96,154.81,0.98,172.36,168.79,
21,142.18,143.21,11.05,169.83,165.27,63.41,159.13,0.61,171.48,166.82,
22,137.86,129.23,11.19,169.31,163.66,62.24,160.03,0.91,170.7,165.02,
23,124.98,149.85,11.02,168.78,160.93,60.55,166.5,0.07,169.47,162.66,
24,121.56,127.44,11.69,168.03,158.81,53.33,174.67,2.2,167.5,160.07,
25,116.82,123.54,12.56,167.24,155.83,49.12,179.47,5.74,165.77,157.98,
26,117.25,118.05,13.83,166.36,153.89,45.89,179.07,10.87,164.55,156.32,
27,111.36,144.05,11.77,166.51,153.48,46.11,173.79,13.46,163.66,154.71,
28,114.77,139.84,13.67,165.43,152.99,46.39,170.89,16.33,163.19,155.51,
29,112.7,165.9,13.35,167.12,156.67,45.85,178.84,22.09,162.94,158.01,
30,134.3,167.22,9.28,169.38,160.49,45.94,176.57,25.31,165.12,162.08,
31,153.62,168.83,9.94,171.21,166.18,58.02,177.5,37.97,165.83,162.33,
32,151.67,178.79,13.21,172.54,170.88,61.11,177.56,47.05,165.88,162.26,
33,147.36,156.18,10.49,173.62,173.74,66.42,174,57.72,166.22,161.21,
34,132.58,159.17,12.54,174.7,173.87,70.3,174.24,65.04,166.89,161.57,
35,133.13,153.98,14.86,176.49,173.12,76.78,174.74,73.12,168.4,163.38,
36,77.64,155.29,12.42,177.29,170.11,86.62,176.69,83.2,168.66,163.75,
37,64.54,73.48,8.94,179,167.63,90.75,175.89,89.2,167.68,161.96,
38,105.51,124.79,9.04,176.26,169.51,99.73,179.5,96.35,168.15,161.16,
39,112.47,149.82,4.44,173.09,168.82,111.26,178.59,105.74,168.79,161.51,
40,97.8,130.31,8.27,169.85,170.94,120.18,178.33,115.11,169.18,162.55,
41,113.04,141.55,3.91,168.71,169.38,127.85,179.97,120.74,170.01,163.59,
42,109.06,150.33,1.15,167.08,169.39,132.96,179.33,124.74,170.24,163.41,
43,98.77,174.49,0.31,167.68,167.92,140.45,177.24,130.33,167.96,161.7,
44,81.6,153.15,3.84,168.39,166.66,144.81,179.37,136.21,165.25,160.68,
45,71,123.91,19.04,169.92,164.67,143.99,176.95,137.38,162.15,159.54,
46,2.18,143.67,20.72,172.37,161.42,148.34,178.84,143.71,158.32,154.99,
47,4.56,178.44,19.92,175.09,158.03,151.42,179.79,146.4,155.8,148.37,
48,10.65,168.39,33.14,176.02,157.75,151.78,178.09,147.44,155.07,143.44,
49,26.69,144.41,21.76,175.92,156.25,153.54,178.26,147.69,156.66,140.14,
50,104.16,168.77,119.37,175.52,155.62,152.42,179.3,148.65,159.09,139.19,
51,20.72,168.01,35.81,174.53,155.85,153.74,178.61,150.25,162.04,140.59,
52,145.13,166.11,152.79,171.28,160.24,160.48,177.71,155.74,166.06,145.55,
53,44.85,155.2,68.53,169.59,163.22,161.68,172.86,154.31,171.68,152.64,
54,159.69,174.12,1.9,167.34,165.64,157.78,172.93,149.44,175.42,157.44,
55,173.92,166.02,17.31,166.7,168.48,154.56,173.4,146.91,177.2,159.85,
56,92.52,135.27,35.44,169.61,167.75,154.18,176.8,147.77,179.13,163.24,
57,128.8,93.26,120.54,170.96,167.36,154.81,176.88,146.43,179.89,163.84,
58,172.07,174.84,158.84,172.93,169.55,158.27,177.75,150.55,178.24,161.78,
59,168.91,165.79,154.35,175.26,171.33,156.92,173.03,147.35,177.79,160.61,
60,160.16,170.29,151.37,179.48,168.35,156.1,174.52,146.17,177.16,159.7,
61,162.85,170.8,151.71,179.39,165.78,154.41,175.84,146.16,174.24,157.84,
62,171.2,164.45,155.83,179.14,164.04,143.93,178.37,137.54,171.88,159.2,
63,168.48,162.63,157.49,177.3,159.97,137.62,177.65,130.78,172.11,160.9,
64,176.98,175.6,22.77,176.91,157.82,132.07,177.52,124.8,171.84,164.45,
65,165.83,179.76,48.65,175.14,156.3,121.98,176.7,113.79,174.54,168.12,
66,165.76,169.11,42.3,176.2,159.62,112.19,179.24,112.22,173.39,166.73,
67,179.4,167.12,26.71,175.41,161.61,111.46,173,106.02,171.51,164.59,
68,175.25,170.63,20.38,174.11,161.46,101.5,171.72,85.71,171.43,164.01,
69,175.53,174.55,17.68,173.71,159.29,106.34,169.77,85.69,171.27,163.48,
70,170.2,175.48,12.31,174.1,158.75,45.42,172.41,19.95,170.02,161.39,
71,169.25,178.38,10.42,173.84,158.22,35.72,172.47,6.88,170.45,162.44,
72,168.18,177.8,8.71,175.51,160.97,36.45,173.3,2.74,170.86,163.7,
73,166.1,176.38,6.45,177,164.62,37.6,173.8,1.03,171.9,164.83,
74,163.04,176.99,4.31,176.43,166.74,37.66,171.34,1.75,172.55,166.16,
75,160.45,174.36,3.67,174.37,167.62,36.92,174.28,4.94,173.52,167.78,
76,157.59,175.46,2.11,172.89,166.23,41.77,170.88,4.9,172.51,167.62,
77,155.43,177.05,1.05,172.7,168.11,46.03,172.1,3.78,172.42,167.74,
78,153.87,176.14,0.9,172.47,169.63,49.03,177.96,3.64,172.13,167.07,
