frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka
1,169.28,178.08,12.41,168.6,177.45,107.2,176.88,14.46,172.45,176.23
2,168.83,179.69,11.62,169.96,177.54,95.29,167.46,16.28,171.78,179.14
3,170.08,177.1,11.83,170.9,179.47,87.35,161.49,19.61,171.25,175.53
4,171.02,174.42,11.64,172.02,178.3,65.82,147.3,21.36,169.82,168.68
5,170.72,173.14,10.63,172.35,177.68,49.96,156.25,20.99,167.44,164.63
6,169.58,173.5,9.0,171.88,177.49,38.73,156.8,20.57,167.51,159.59
7,167.52,177.14,7.02,170.86,177.61,51.04,167.23,21.46,168.6,156.4
8,164.74,178.87,5.14,168.93,178.42,46.67,159.44,20.09,171.7,154.92
9,166.18,176.28,3.26,167.75,179.94,48.39,155.89,17.68,174.74,156.53
10,159.91,179.16,2.05,166.42,179.46,50.86,172.74,15.57,176.52,159.87
11,155.58,175.94,1.0,164.79,179.58,52.19,165.52,14.08,178.28,161.36
12,146.92,176.17,0.55,162.51,174.5,47.15,167.74,10.82,179.57,161.85
13,117.99,154.27,2.94,159.58,165.42,39.52,173.65,8.6,177.81,162.89
14,179.4,177.07,7.43,159.35,158.62,35.03,173.53,6.31,177.53,166.19
15,176.5,177.64,10.34,159.43,153.91,38.87,177.63,3.6,176.6,168.14
16,168.45,171.77,15.5,160.7,148.53,41.92,172.31,1.93,175.7,169.31
17,163.06,166.44,17.19,164.73,149.88,38.4,172.08,0.68,173.11,167.98
18,60.47,117.98,22.12,166.26,147.64,38.14,171.52,0.19,172.21,166.92
19,173.43,138.11,21.62,168.34,149.24,37.3,167.23,0.24,170.12,163.32
20,153.91,121.05,19.06,165.48,146.49,37.87,159.64,2.75,168.85,160.38
21,94.16,12.24,18.99,161.97,149.06,37.73,160.32,2.53,169.94,161.01
22,61.44,28.96,19.34,165.73,151.1,37.46,159.41,4.16,167.72,155.62
23,126.48,96.57,18.05,166.53,151.46,35.7,158.55,4.54,163.87,147.33
24,158.55,138.9,17.49,171.75,157.02,39.12,164.38,4.76,163.56,145.49
25,161.1,148.68,18.93,173.94,161.04,39.69,165.39,5.78,163.7,144.89
26,178.27,177.92,18.65,176.05,161.75,42.5,166.38,7.8,166.2,149.16
27,169.9,34.09,14.41,175.49,162.56,43.73,167.22,9.41,170.26,158.89
28,178.54,154.73,14.28,173.36,163.36,44.59,172.43,14.1,171.01,168.17
