frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,141.36,166.11,20.49,167.49,161.39,133.06,173.71,2.2,161.71,166.97,1
2,140.37,166.07,20.52,168.48,162.59,121.03,166.96,2.65,163.35,167.9,
3,141.14,166.59,19.77,170.07,165.98,121.98,168.77,0.43,162.83,168.02,
4,142.03,168.58,19.46,170.37,169.99,104,161.11,0.27,163.48,167.59,
5,142.89,169.37,19.81,170.16,173.26,83.74,145.21,0.73,163.71,166.96,
6,143.29,170.17,20.12,170.09,175.29,98.02,160.56,0.5,163.7,168.64,
7,143.48,170.49,20.67,169.84,176.51,131.15,174.8,4.89,164,173.05,
8,143.51,171.25,21.15,169.99,176.69,133.25,168.97,6.6,162.91,176.76,
9,143.82,171.74,21.92,169.04,177.22,150.42,146.09,10.41,162.25,178.08,
10,143.8,173.65,23.46,166.14,179.6,162.08,170.04,14.84,161.05,175.25,
11,145.97,178.93,25.78,162.85,175.79,164.31,171.59,14.49,159.55,171.84,
12,153.3,178.25,27.73,158.94,169.32,144.46,179.41,15.7,159.17,171.29,
13,148.99,173.67,31.22,157.54,165.51,164.07,160.48,17.46,159.61,170.47,
14,149.57,172.52,29.1,161.06,165.38,26.18,18.84,20.65,159.54,178.31,
15,153.97,173.45,29.62,164.21,165.04,2.6,175.12,18.98,159.19,177.79,
16,164.56,174.15,25.64,166.57,164.99,20.24,178.42,15.08,161.23,177.76,
17,176.93,169.92,27.04,165.94,161.4,20.15,167.64,17.78,164.24,179.98,
18,50.15,159.13,29.31,166.37,159.17,14.12,177.08,25.51,165.13,175.24,
19,130,136.02,29.44,163.01,155.44,16.12,172.93,24.68,167.06,172.2,
20,138.72,163.32,28.33,160.17,153.27,41.16,174.38,27.76,170.05,169.44,
21,94.42,144.7,26.02,157.27,150.83,22.28,172.02,29.39,172.71,173.86,
22,26.6,179.55,39.05,153.95,151.48,16.01,169.62,30.97,174.01,179.91,
23,33.47,174.06,36.29,150.53,154.55,12.48,179.53,30.85,173.7,177.58,
24,35.83,160,18.96,148.78,157.7,16.81,172.36,33.62,171.21,176.35,
25,29.48,174.09,18.1,147.12,160.88,18.84,175.93,36.86,167.29,175.67,
26,46.95,178.88,17.85,148.32,165.55,17.06,176.45,35.39,163.77,175.9,
27,59.33,159.93,18.75,149.09,169.32,19.26,179.55,34.38,161.13,174.04,
28,54.81,157.08,15.32,152.46,173.14,22.04,179.86,35.2,158.8,172.22,
29,53.33,170.21,15.28,153.44,175.79,24.91,179.73,37.5,157.68,169.56,
30,58.52,173.65,19,155.27,175.94,25.89,170.04,42.7,155.34,166.05,
31,56.86,179.01,17.81,156.41,170.26,31.38,168.32,45.3,156.08,157.49,
32,50.92,172.71,20.34,155.48,161.87,35.52,161.57,46.43,155.4,153.53,
33,47.67,174.93,23.13,155.37,154.04,32.11,169,43.14,155.64,146.48,
34,47.56,179.13,26.64,156.55,151.62,33.94,173.87,44.17,156.95,142.51,
35,44.79,176.56,32.32,155.78,147.53,35.74,171.56,47.04,159.31,142.32,
36,43.09,166.17,36.51,156.25,147.69,40.76,168.36,50.3,160.9,143.88,
37,50.69,171.1,47.1,158.42,148.79,62.97,166.35,74.38,161.17,146.74,
38,73.9,177.84,73.24,161.85,152.76,84.96,169.1,98.87,159.9,160.14,
39,69.25,179.22,74.81,166.2,160.93,101.05,172.28,112.91,160.35,169.08,
40,65.16,176.59,72.26,168.93,166.85,113.07,157.51,124.43,162.01,173.82,
41,69.46,170.94,82.13,172.23,173.09,121.23,163.42,133.35,163.83,176.39,
42,66.65,172.28,84.59,173.64,175.32,128.06,172.95,137.98,165.35,177.56,
43,69.03,173.4,96.37,175.61,177.5,129.77,175.75,136.99,166.35,178.92,
44,69.9,173.37,107.01,175.02,179.01,129.19,172.52,135.85,168.48,178.02,
45,66.49,159.26,120.64,174.19,179.76,121.29,170.17,129.98,169.4,178.56,
46,78.74,166.69,131.09,173.11,179.23,120.82,170.99,129.5,170.34,177.76,
47,164.4,161.89,137.29,172.54,179.85,113.48,171.04,121.46,170.84,179.75,
48,176.96,166.16,148.16,171,178.9,112.19,166.25,120.95,172.07,179.05,
49,165.53,168.88,149.55,171.34,177.62,93.61,169.48,100.31,172.87,179.07,
50,159.29,179.69,147.76,170.12,179.03,79.22,166.94,84.83,172.79,178.52,
51,153.66,172.09,146.49,170.35,178.17,65.63,168.58,71.69,171.01,175.85,
52,138.38,174.71,127.12,170.43,179.75,55,170.16,59.41,168.74,173.79,
53,41.67,157.91,119.55,169.96,178.97,42.99,172.13,45.83,167.98,175.14,
54,89.59,162.39,65.02,169.45,178.81,37.9,173.43,39.14,167.85,177.08,
55,105.24,154.28,33.29,169.4,178.89,32.51,177.45,30.63,166.37,175.99,
