frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka
1,156.27,175.09,13.17,160.1,151.3,62.76,179.07,1.11,169.59,160.01
2,158.26,176.34,12.42,160.31,152.18,167.02,178.73,0.07,169.84,158.07
3,160.07,176.06,11.85,160.83,152.66,161.17,175.54,0.29,170.19,155.73
4,161.63,175.99,11.32,161.68,152.92,169.59,176.93,0.85,170.67,153.73
5,163.09,175.69,10.61,160.61,149.43,73.31,152.66,1.14,170.8,155.5
6,165.33,174.54,9.36,158.21,143.67,154.91,175.91,0.2,173.82,157.43
7,166.8,178.63,8.48,156.21,141.28,168.73,178.92,1.4,175.8,157.83
8,167.52,176.48,7.9,155.76,142.05,168.59,178.57,1.97,175.43,157.26
9,167.91,172.91,5.37,153.99,142.9,159.75,176.43,5.73,174.42,155.38
10,169.19,174.46,1.83,153.05,149.9,56.45,177.11,7.2,174.6,154.87
11,160.93,167.42,2.45,153.78,155.28,70.15,170.96,6.1,175.97,155.96
12,163.41,170.35,2.13,155.53,162.1,152.27,178.91,2.69,178.79,156.96
13,155.34,168.53,6.52,157.02,165.87,163.14,165.33,5.97,178.93,158.11
14,155.5,172.51,12.68,158.03,167.4,158.85,162.59,8.47,178.9,156.04
15,155.75,176.31,28.37,155.07,163.18,160.2,178.58,10.51,178.69,154.77
16,159.61,174.13,47.77,152.67,158.88,178.98,159.64,5.55,178.84,150.77
17,152.53,178.31,65.94,149.9,153.69,174.12,90.45,24.56,176.3,147.84
18,146.54,175.79,76.2,147.73,151.02,158.33,64.28,40.99,173.22,143.59
19,132.18,171.02,75.51,145.86,148.42,147.62,131.28,73.37,171.48,141.12
20,119.95,173.42,77.03,144.53,146.57,127.22,143.53,73.94,169.38,139.19
21,111.22,175.92,78.66,144.2,146.96,137.79,135.86,83.96,171.2,138.24
22,106.83,173.81,70.3,145.39,147.48,116.67,144.29,74.82,171.74,139.13
23,89.76,172.54,63.29,144.97,147.65,94.05,155.84,72.86,171.8,139.82
24,81.0,179.06,54.1,144.7,148.58,79.26,97.79,46.71,170.87,138.56
25,69.99,175.71,47.8,144.19,149.36,152.61,126.74,24.15,169.39,138.28
26,78.73,157.0,41.28,145.5,150.39,123.89,100.69,30.44,169.51,139.95
27,86.22,171.58,33.08,146.36,151.09,106.23,137.26,25.63,170.88,140.04
28,90.3,171.2,23.37,145.98,151.17,144.29,147.72,12.64,170.59,140.45
29,104.35,159.88,13.79,146.46,151.81,149.86,167.21,8.37,170.81,137.59
30,121.0,179.43,7.26,149.32,154.4,149.82,171.4,6.88,170.01,138.33
31,129.55,169.47,0.82,152.92,158.49,148.62,175.08,10.95,170.7,139.24
32,143.18,178.42,3.4,156.36,164.71,136.23,171.44,12.33,171.47,141.91
33,146.52,175.56,7.68,158.88,170.93,142.94,176.51,12.85,171.24,143.99
34,150.69,179.72,11.44,163.9,177.43,151.05,179.15,10.8,174.7,149.8
35,148.32,178.11,15.71,163.38,177.37,157.51,178.12,9.74,175.04,151.46
36,147.08,177.53,18.93,163.37,174.09,155.13,178.94,8.51,174.76,155.31
37,143.8,177.4,21.52,159.88,166.94,155.9,176.75,2.53,170.66,156.42
38,143.17,172.53,22.03,159.58,163.22,159.2,69.53,0.44,169.45,158.18
39,143.27,172.26,22.17,161.94,161.72,143.56,171.44,1.57,171.06,161.91
40,143.02,173.65,22.1,162.9,159.96,153.77,170.83,0.11,170.69,163.95
41,143.81,175.5,20.55,163.96,160.13,153.57,173.58,4.15,170.94,165.53
42,142.91,175.54,20.15,164.74,161.48,158.18,177.61,6.6,169.84,164.96
43,141.05,174.7,20.04,166.19,164.1,161.8,179.85,3.47,170.87,163.89
44,141.27,174.68,19.85,166.83,165.42,162.5,177.15,3.94,171.91,162.37
45,140.4,174.86,19.42,165.43,164.01,154.01,175.48,6.84,173.04,163.66
46,139.71,176.88,19.01,162.63,161.34,147.68,172.27,7.02,171.11,159.95
47,140.55,177.64,18.09,160.28,157.79,146.41,174.6,4.39,170.75,160.25
48,141.63,174.79,16.76,156.96,153.82,150.13,163.66,0.5,168.63,157.84
49,142.56,173.25,15.6,153.58,150.94,155.51,155.17,1.49,167.31,155.6
50,145.39,174.08,13.03,149.81,148.78,167.9,158.5,1.04,164.88,152.18
51,146.76,175.71,9.99,144.97,146.59,161.18,175.43,1.77,162.39,148.14
52,146.78,176.26,9.37,142.9,144.77,152.81,178.25,3.56,159.6,144.42
53,146.35,175.9,9.43,142.46,144.41,161.49,177.96,0.84,160.25,144.18
54,149.25,177.32,8.9,143.79,145.02,160.36,179.7,0.95,161.18,146.0
55,154.59,173.98,5.84,144.83,145.19,165.27,178.7,1.2,162.21,148.09
56,158.94,174.64,3.43,144.01,144.67,150.73,177.23,12.53,163.91,151.05
