frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,118.73,164.4,4.75,161.68,155.99,113.12,165.22,17.49,179.82,167.93,3
2,158.57,179.27,6.42,161.75,156.37,122.45,167.1,19.2,179.21,165.52,
3,160.85,179.19,6.82,162.64,155.82,134.02,170.68,23.52,176.3,156.67,
4,164.15,172.79,9.09,166.59,155.72,141.85,168.23,30.09,175.92,149.97,
5,165.14,174.69,11.63,166.99,156.93,144.36,157.78,33.7,172,140.26,
6,165.04,178.3,12.55,169.02,157.94,143.58,153.47,38.42,171.63,142.14,
7,166.33,178.1,13.67,171.53,162.64,148.93,160.86,36.92,171.41,146.91,
8,171.87,177.51,15.95,173.88,167.69,147.13,164.84,40.59,172.78,152.82,
9,175.19,178.31,17.12,177.36,167.44,149.91,169.78,40.63,174.92,167.88,
10,173.46,179.85,14.58,179.85,162.6,157.21,178.07,39.74,177.48,173.95,
11,175.59,177.47,14.16,179.64,148.57,156.75,174.02,40.15,179.61,178.67,
12,176.18,178.11,12.9,179.75,137.03,159.99,165.72,37.51,178.2,177.67,
13,178.99,176.22,14.62,176.76,94.17,160.31,162.73,36.61,176.05,177.78,
14,178.95,172.54,14.2,178.78,60.97,154.37,162.32,38.88,173.83,176.56,
15,179.76,170.78,13.65,175.38,53.83,149.51,167.82,39.7,172.31,176.42,
16,178.44,171.89,14.01,170.38,54.04,142.83,177.74,37.44,171.99,175.52,
17,178.33,175.23,15.74,165.11,99.76,120.4,158.48,33.49,171.57,175.17,
18,177.06,179.42,16.85,162.54,131.23,76.28,163.93,32.19,170.33,176.89,
19,178.43,176.4,18.81,159.77,149.44,50.28,137.88,34.24,168.67,177.57,
20,178.48,171.14,21.14,157.23,157.15,43.11,135.59,37.63,166.51,178.43,
21,177.58,174.55,24.33,153.73,162.49,31.22,112.8,39.2,166.98,176.55,
22,176.2,174.26,27.32,152.95,168.36,32.69,111.86,42.4,166.26,174.07,
23,174.61,175.73,32.05,151.91,172.86,46.28,139.71,48.51,167.13,171.39,
24,168.05,179.66,39.6,151.69,174.07,151.95,120.62,50.87,166.48,168.73,
25,158.08,178.08,49.77,152.47,174.12,179.81,131.03,57.85,164.58,165.8,
26,152.52,177.04,63.28,150.09,170.52,165.35,148.79,63.73,165.42,150.74,
27,159.75,173.3,76.66,144.19,161.58,148.86,162.49,74.09,166.3,133.48,
28,175.66,171.63,86.96,141.64,157.92,142.73,172.57,81.62,168.6,111.68,
29,162.07,149.97,98.41,138.82,155.99,158.75,175.47,71.08,172.18,95.33,
30,164.66,160.48,108.01,134.64,152.85,158.61,177.65,64.27,177.13,93.61,
31,169.88,166.76,112.44,133.09,151.99,152.67,170.07,64.04,179.5,101.95,
32,177.64,171.24,110.51,135.35,154.12,150.88,163.12,59.03,179.8,114.17,
33,170.43,142.56,98.87,137.46,155.39,151.26,159.58,53.4,178.88,127.66,
34,177.9,157.6,78.68,142.23,159.15,151.94,164.92,47.51,179.84,135.26,
35,172.13,173.87,60.25,144.02,160.21,150.7,167.46,43.1,177.58,151.24,
