frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,131.81,164.25,1.2,179.39,157.55,128.73,152.55,10.43,171.37,170.34,2
2,132.18,167.97,0.36,178.8,161.08,141.97,176.91,4.07,169.62,170.25,
3,132.11,169.7,0.99,175.61,168.85,144.77,175.63,1.47,167.22,168.07,
4,130.85,170.72,1.88,173.31,173.74,145.52,174.61,0.73,162.5,163.53,
5,130.38,171.76,3.66,172.28,177.24,142.48,172.75,2.29,156.11,155.42,
6,127.46,170.26,4.69,171.86,178.97,136.68,166.69,3.68,150.77,148.61,
7,126.01,169.54,6.36,173.8,177.71,90.98,151.75,5.1,148.61,142.66,
8,123.43,167.57,5.53,172.44,179.17,78.6,140.29,13.33,141.76,133.39,
9,124.25,168.52,5.43,172.65,178.33,60.43,151.04,11.52,142.78,132,
10,124.2,166.21,4.73,173.89,175.47,122.48,168.76,8.35,144.77,133.49,
11,125.05,166.04,4.51,177.73,168.63,153.24,179.74,3.84,149.27,138.32,
12,123.85,163.84,2.87,174.53,154.14,154.03,177.04,3.09,156.03,146.85,
13,126.07,166.93,1.46,175.81,152.24,157.28,172.55,1.46,162.68,156.83,
14,127.13,170.86,1.67,171.33,143.32,164.09,174.01,0.75,164.75,159.05,
15,128.41,174.05,2.59,165.24,136.87,168.14,162.75,1.66,166.06,161.01,
16,128.87,175.09,4.25,155.92,126.93,170.32,138.48,3.03,163.4,156.48,
17,128.6,173.91,4.32,150.35,123.71,170.62,173.01,4.56,163.52,157.3,
18,127.09,170.73,4,148.28,127.65,169.96,176.51,4.9,165.08,158.43,
19,122.56,164.1,4.22,145.78,133.58,170.38,178.18,5.39,165.26,156.82,
20,119.48,157,4.1,147.13,142.98,164.86,173.16,1.84,168.34,156.39,
21,117.95,157.61,5,148.37,152.54,167.03,170.87,2.73,170.05,156.96,
22,117.24,160.76,5.43,150.58,163.22,169.58,144.44,4.95,172.19,158.86,
23,118.65,162.4,7.24,153.17,171.55,165.43,100.43,7.47,175.06,161.66,
24,119.11,161.31,8.22,158.06,178.09,164.07,176.09,6.94,178.51,163.31,
25,121.77,164.67,9.89,156.82,174.3,159.58,174.08,6.47,179.88,164.19,
26,127.9,164.86,14.47,153.21,168.78,11.77,173.08,12.48,179.05,164.84,
27,138.46,168.34,20.22,149.71,164.29,155.75,168.07,158.39,177.18,166.16,
28,147.79,170.53,24.04,149.71,160.76,144.04,165.9,150.03,175.85,166.07,
29,156.34,164.6,32.46,146.51,157.63,135.62,164.06,143.45,175.25,166.28,
30,164.26,151.64,45.42,144.11,155.98,139.46,160.61,145.4,173.35,167.33,
31,173.2,160.1,62.25,144.29,155.58,129.93,162.24,133.09,172.22,169.38,
32,173.81,153.81,79.42,144.09,154.8,115.11,158.63,119.63,172.85,170.2,
33,143.13,159.63,79.74,143.36,154,110.1,158.43,113.95,173.6,169.91,
34,108.06,148.81,79.13,142.64,153.08,107.56,158.88,113.59,173.16,170.54,
35,95.11,138.09,80.86,142.84,152.72,103.83,159,110.66,172.71,171.37,
36,78.97,153.99,79.02,144.13,153.92,103.1,158.94,112.58,172.4,171.67,
37,73.13,145.56,79.95,145.17,154.14,100.73,157.62,110.67,172.39,171.21,
38,67.92,159.81,78.1,145.66,154.44,102.61,160.08,109.87,171.29,173.03,
39,64.4,175.9,75.8,146.12,155.04,103.54,160.94,109.82,170.57,173.81,
40,60.92,178.35,73.8,145.91,154.84,101,161.39,107.18,170.56,173.86,
41,59.23,177.53,72.07,146.3,154.77,101.23,162.1,107,170.65,173.76,
42,58.8,175.96,71.6,146.16,154.9,101.45,162.24,106.05,171.11,172.83,
43,57.47,174.71,69.02,146.27,155.22,100.1,162.91,104.56,171.3,172.48,
44,51.82,175.55,61.48,146.14,154.98,101.2,159.41,103.38,171.82,171.9,
45,51.33,159.34,52.94,147.95,157.78,103.73,159.69,102.79,171.76,171.7,
46,58.21,142.57,49.72,150.47,160.39,102.12,155.06,101.77,171.86,170.77,
47,86.16,149.61,41.78,151.31,162.36,91.33,159.17,92.11,174.17,169.55,
48,127.24,150.62,33.16,152.68,163.82,75.54,145.28,80.68,175.17,169.2,
49,150.01,167.57,27.15,154.2,165.42,62.25,147.31,71.08,176.05,170.41,
50,162.29,178.37,23.17,155.07,166.34,58.06,141.56,68.02,175.26,172.63,
51,165.87,179.06,18.74,156.07,167.73,23.13,125.78,48.26,175.69,172.2,
52,165.63,179.34,13.5,157.25,170.19,9.19,31.97,38.25,175.18,173.62,
53,167.16,179.75,8.97,159.85,173.36,64.7,108.85,35.78,175.18,174.49,
54,170.29,177.99,5.67,161.54,177.02,78.02,156.8,30.71,174.7,176.47,
55,167.5,178.95,0.85,160.23,177.06,74.68,155.38,25.72,175.56,178.29,
56,165.82,179.15,1.71,160.9,178.34,69.39,165.58,21.5,177.18,178.96,
57,172.84,176.03,4.35,162.16,179.22,78.36,163.54,18.46,178.76,179.23,
58,175.21,177.72,6.97,163.35,179.52,44.83,162.29,16.68,178.73,179.73,
59,175.4,174.02,8.54,164.88,179.57,85.42,122.21,11.47,177.57,179.32,
60,177.9,169.87,8.39,167.81,177.92,169.57,167.93,4.49,178.13,179.78,
61,177.94,169.72,8.52,169.23,175.04,172.7,168.74,3.59,179.93,178.38,
62,175.74,169.86,8.86,169.5,169.48,171.68,170.7,3.82,178.46,177.3,
63,174.34,173.48,9.08,169.22,165.45,171.1,174.02,4.79,178.64,177.38,
64,172.54,173.78,8.4,171.9,164.94,175.55,179.46,2.56,178.13,175.69,
