frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,154.08,177.82,1.04,126.26,135.91,150.55,173.97,1.71,176.38,166.94,3
2,154.23,178.71,0.6,126.48,133.7,145.67,169.51,0.44,176.62,167.16,
3,155.35,177.33,0.53,128.88,129.77,143.81,177.07,6.12,176.67,166.61,
4,158.1,179.44,0.56,136.58,132.55,150.12,179.61,3.76,178.49,160.4,
5,160.8,177.21,0.4,145.91,135.42,142.88,168.48,8.45,173.95,153.19,
6,162,175.51,0.94,155.6,141.27,127.63,175.2,13.29,170.6,149.41,
7,162.49,175.1,2.77,161.75,143.15,119.34,168.23,18.92,169.25,151.58,
8,163.99,178.69,5.52,166.91,145.85,123.34,175.18,19.87,166.33,153.55,
9,165.76,179.89,8.93,171.64,150.27,122.78,138.93,18.91,162.47,154.95,
10,166.13,176.86,11.67,175.64,156.48,127.16,157.47,20.2,158.08,152.4,
11,167.71,177.81,16,178.64,161.51,126.96,169.75,17.62,149.29,149.98,
12,170.87,173.71,21.56,178.48,164.55,111.81,118.49,19.72,140.47,143.84,
13,172.54,177.9,26.12,177.66,165.62,123.17,95.35,18.65,134.84,141.95,
14,168.72,179.11,22.82,179.44,165.24,136.51,150.93,21.09,137.27,145.33,
15,170.86,177.31,23.74,176.47,167.97,68.84,101.93,24.53,144.09,149.77,
16,173.99,179.29,24.89,177.88,159.3,99.45,141.7,30.85,147.51,148.81,
17,175.16,176.48,25.27,178.68,149.44,100.01,151.98,32.93,155.19,151.42,
18,176.77,177.19,25.1,176.35,142.95,106.33,155.53,30.33,159.13,155.39,
19,178.81,179.88,26.53,172.01,128.35,119.5,161.37,34.74,162.55,155.71,
20,176.3,179.41,27.3,168.46,126.52,128.32,120.17,34.19,167.92,155.9,
21,176.95,175.59,30.32,165.65,139.85,121.63,112.05,32.22,169.88,154.04,
22,171.97,168.73,34.32,150.81,125.28,121.57,108.73,30.29,172.21,158.14,
23,177.38,174.08,41.3,140.32,118.25,91.92,118.76,37.77,177.01,158.93,
24,178.91,171,49.68,133.02,121.11,136.61,54.27,53.9,179.92,159.71,
25,177.72,176.12,56.66,132.64,135.21,72.96,164.89,51.15,177.54,161.92,
26,125.83,173.75,71.52,131.46,142.21,73.43,159.34,59.67,175.5,164.44,
27,169.29,169.1,85.77,135.07,157.25,160.39,121.42,60.92,174.97,163.38,
28,175.97,168.32,81.9,141.05,166.06,42.61,151.18,57.34,172.5,163.03,
29,178.16,159.88,84.19,145.54,166.07,45.9,158.42,60.97,170.19,161.55,
30,176.82,173.04,89.86,141.84,157.83,37.39,102.41,66.5,169.79,158.46,
31,171.89,162.58,89.97,131.24,141.41,2.7,44.4,69.14,169.27,155.75,
32,176.01,168.71,94.83,126.52,133.21,104.88,72.94,60.04,170.53,157.54,
33,174.87,167.51,96.19,123.52,129.17,66.62,167.6,55.94,172.38,158.37,
34,178.29,162.53,93.22,124.32,128.68,153.41,134.23,44.67,175.8,159.18,
35,177.34,160.84,91.63,128.55,133.14,169.07,161.87,40.5,177.61,159.91,
36,167.02,158.53,83.26,131.93,136.31,145.64,178.26,40.63,179.42,159.73,
37,168.61,166.37,64.48,136.31,139.33,142.94,167.1,33.64,179.35,160.43,
38,177.5,169.5,49.19,141.47,145.03,142.93,156.25,28.64,179.24,160.42,
39,179.24,170.1,38.95,144.04,148.19,154.94,161.45,24.36,178.73,160.04,
40,178.77,176.48,30.21,145.67,150.27,135.86,157.44,24.38,179.41,161.73,
41,174.6,178.6,19.68,147.47,151.89,138.14,157.82,24.18,179.4,163.72,
42,168.63,178.7,10.79,148.89,153.71,131.58,162.73,23.18,179.97,164.57,
43,170.44,177.29,7.95,149.85,153.73,119.06,166.15,23.05,179.59,165.24,
44,169.48,175.55,4.86,152.68,156.21,116.7,165.19,22.64,178.57,167.06,
45,167.61,173.42,1.87,156.22,160.93,51.04,165.81,20.47,178.54,166.24,
46,166.77,175.66,1.8,157.76,169.47,74.28,160.2,16.86,176.05,161.96,
47,165.3,174.8,2.87,155.49,170.73,128.03,171.18,12.69,171.61,158.64,
48,165.14,177.71,2.73,155.12,164.51,147.91,179.8,11.82,170.21,158.54,
49,164.03,173.95,3.32,155.74,157.5,125.62,176.57,14.89,167.54,156.35,
50,161.8,173.57,4.05,155.98,152.66,89.97,152.86,21.32,168.44,158.04,
51,161.82,175.43,6.64,157.8,149.37,95.98,149.76,23.28,169.4,162.35,
52,163.45,175.89,7.92,163.3,153.9,113,166.16,23.14,171.44,167.39,
53,164.78,178.99,9.75,164.67,156.52,118.69,171.34,22,171.96,169.77,
54,164.75,175.64,10.46,169.32,159.51,110.96,163.66,21.45,171.72,169.58,
55,164.08,173.87,10.95,170.86,160.96,112.68,142.36,20.55,171.53,169.12,
56,162.61,171.42,10.47,172.35,164.64,122.46,164.44,20.14,168.92,163.17,
57,163.43,175.47,10.16,172.51,166.24,134.43,160.87,17.97,171.86,165.85,
58,165.24,179.21,10.35,170.05,163.71,139.89,145.73,11.45,174.47,165.54,
59,164.59,177.45,8.92,168.46,161.45,177.96,158.52,9.2,174.66,160.44,
60,165.55,175.86,7.13,166.99,162.67,157.79,162.39,4.33,174.73,156.26,
61,166.24,179.43,5.71,164.8,162.13,147.68,171.61,11.41,174.81,150.17,
62,166.49,179.83,4.65,163.37,162.46,147.7,163.02,9.87,179.68,152.53,
63,167.59,176.84,3.81,160.01,162.17,147.77,166.51,8.86,179.38,153.4,
