frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka
1,138.74,175.13,29.31,171.61,171.82,124.89,174.77,6.57,164.56,163.39
2,140.13,173.48,28.6,171.6,171.92,125.48,175.52,6.54,164.12,160.98
3,142.57,176.28,27.22,171.57,171.28,130.41,164.03,7.13,162.34,155.58
4,141.09,174.99,27.9,169.67,165.55,128.71,164.93,7.35,159.1,147.83
5,143.24,175.01,27.07,166.81,159.51,128.75,163.65,6.33,156.06,140.5
6,145.52,173.33,26.52,163.35,152.74,124.27,173.41,5.5,154.55,137.05
7,147.32,174.66,26.69,164.37,154.06,127.45,173.88,5.4,154.7,135.79
8,149.21,171.78,27.29,165.57,155.98,120.78,178.62,4.94,156.64,136.97
9,151.19,169.43,30.03,167.58,158.95,164.74,177.78,6.31,158.81,138.35
10,152.28,175.34,33.09,171.7,165.82,93.42,171.2,2.1,162.04,142.62
11,156.3,179.6,32.64,175.36,171.58,76.47,169.28,0.62,165.16,151.83
12,159.74,179.16,32.48,177.58,174.37,46.36,165.27,3.76,168.42,161.3
13,164.26,178.68,31.85,178.02,173.01,37.97,165.77,5.5,169.97,165.73
14,173.1,179.79,26.92,178.25,171.55,31.12,170.18,8.66,171.01,168.06
15,176.55,177.84,23.98,177.72,168.82,27.08,169.51,12.75,171.35,169.48
16,158.76,173.07,20.46,178.03,167.94,24.79,172.19,14.89,171.3,169.47
17,121.85,171.54,17.88,179.23,168.11,23.61,167.38,18.5,172.15,170.93
18,91.21,143.49,17.03,179.45,166.13,24.2,165.62,22.3,173.26,172.45
19,76.12,159.23,11.96,178.57,164.11,24.51,163.91,26.77,174.07,173.64
20,61.76,161.64,7.59,176.57,162.52,28.36,162.91,32.12,174.43,173.4
21,61.86,162.82,4.42,173.59,162.54,35.39,172.7,41.45,175.15,173.87
22,64.9,151.84,4.52,170.93,162.54,43.92,174.67,50.53,176.33,174.66
23,131.07,153.73,3.19,170.04,160.27,54.22,174.29,64.46,175.91,175.97
24,68.88,146.51,0.95,169.27,160.68,55.05,175.08,68.59,175.82,177.79
25,49.3,157.54,0.9,168.59,163.19,57.18,168.09,71.38,176.18,179.25
26,46.55,149.46,1.42,168.51,164.68,59.1,178.71,70.14,175.61,179.7
27,38.25,176.79,2.04,169.0,168.37,55.75,173.71,67.41,174.8,178.13
28,34.14,175.05,3.02,169.74,169.68,56.21,166.31,70.79,173.67,177.09
29,28.19,177.16,6.45,169.66,172.81,56.46,166.96,73.1,172.75,175.54
30,30.97,179.72,11.3,170.19,175.96,57.84,167.78,72.01,173.31,173.86
31,33.99,175.45,20.28,170.83,178.79,59.16,172.24,70.06,173.45,174.25
32,37.25,171.53,27.39,170.91,178.25,56.59,175.22,65.78,173.58,176.84
33,37.75,178.1,37.79,172.02,179.33,55.62,178.01,61.87,174.91,179.61
34,40.13,178.85,47.37,174.21,177.73,50.28,178.12,50.3,176.04,178.1
35,43.41,179.22,56.57,176.7,176.97,43.54,170.63,41.0,174.99,174.9
36,58.56,140.6,88.65,178.14,176.94,42.55,178.89,37.71,172.91,170.94
37,68.82,142.71,78.24,179.83,176.95,46.3,165.26,37.22,172.69,169.81
