frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,120.05,155.92,12.41,177.89,173.69,95.54,165.51,14.68,159.82,167.13,3
2,120.64,155.72,11.97,179.03,174.24,118.12,157.08,11.14,160.88,165.58,
3,120.89,154.55,13.19,179.7,174.79,110.1,142.35,11.9,160.35,161.92,
4,123,151.08,15.66,179.89,175.35,110.18,134.93,12.78,159.11,158.47,
5,127.36,153.38,18.94,177.52,177.23,112.45,133.01,7.33,158.8,156.26,
6,131.89,157.29,22.55,175.96,177.57,116.82,127.2,6.46,164.6,164.72,
7,128.92,153.19,24.25,176.75,176.73,117.17,18.53,8.79,164.61,164.23,
8,128.19,153.86,25.12,177.2,174.71,3.19,90.67,16.15,162.15,159.3,
9,128.83,153.73,24.29,179.58,168.68,11.11,59.93,25.86,162.91,157.6,
10,131.58,156.59,23.09,176.33,159.88,13.21,85.24,30.24,163.97,155.64,
11,136.73,155.72,24.54,172.34,152.03,10.42,60.58,34.38,165.86,154.22,
12,143.07,160.7,23.55,168.83,142.6,19.45,85.98,29.43,165.87,151.59,
13,142.58,161.45,25.57,162.81,136.36,29.91,33.24,22.82,166.04,150.23,
14,141.83,164.51,28.39,154.11,126.26,104.95,152.81,30.07,168.55,153.98,
15,140.39,157.58,32.85,149.8,123.67,165.23,66.05,23.43,168.43,158.5,
16,133.11,164.41,37.15,141.6,123.74,60.89,15.24,1.31,171.26,159.56,
17,130.09,166.7,40.35,134.92,127.26,8.53,103.42,12.58,171.89,158.81,
18,139.32,179.69,47.25,134.27,132.45,99.98,148.35,115.82,174.02,158.02,
19,147.14,167.07,57.43,135.24,143.56,18.26,167.46,59.44,175.82,156.97,
20,153.38,162.2,63,141.64,157.38,21.71,97.27,59.41,178.72,158.55,
21,137.01,173.96,68.36,143.34,165.19,136.14,143.07,6.77,178.27,161.33,
22,141.03,171.74,70.29,145.69,166.86,170.67,152.58,25.95,175.51,161.2,
23,122.14,163.6,77.57,145.01,163.87,150.04,158.48,145.59,172.48,161.85,
24,119.61,145.93,78.04,142.94,160.3,143.27,164.84,139.44,169.23,162.26,
25,165.44,177.43,84.22,140.22,151.2,124.88,5.51,136.67,167.04,163.81,
26,167.39,178.27,97.24,136.23,146.54,130.68,164.67,129.85,165.94,164.32,
27,163.03,163.89,103.68,133.12,142.49,174.41,152.09,134.65,166.96,164.04,
28,161.74,144.52,108.69,133.21,141.7,141.57,120.61,103.65,166.36,165.65,
29,170.88,175.25,110.82,132.51,142.26,149.16,134.11,81.85,166.33,167.83,
30,178.26,164.58,110.14,131.2,141.21,160.82,154.22,69.95,167.32,167.84,
31,179.09,172.25,115.67,131.78,143.42,138.51,111.81,73.24,167.11,169.15,
32,177.82,174.19,117.25,130.24,142.31,133.88,119.05,72.62,167.77,169.08,
33,179.23,177.05,116.49,129.24,141.67,131.52,138.02,72.51,166.76,170.71,
34,168.36,164.99,102.64,130.46,143.19,125.74,142.32,68.05,167.9,168.68,
35,163.8,170.71,87.91,130.52,143.92,131.48,155.56,63.66,169.83,165.22,
36,162.61,168.9,86.42,130.3,144.18,132.67,154.98,62.46,170.59,164.4,
37,159.99,160.68,69.6,133.75,147.84,161.8,157.38,57.24,173.39,160.23,
38,158.46,160.84,55.02,137.13,151.34,168.39,174.24,55.08,175.67,157.8,
39,158.01,162.07,53.55,137.51,152.39,165.38,178.82,53.07,177.19,157.01,
40,168.3,179.05,40.73,136.48,150.68,166.39,179.63,47.92,178.91,155.36,
41,162.37,171.69,31.38,136.72,150.43,150.17,158.08,41.63,178.91,155.18,
42,163.61,170.91,29.04,138.66,150.69,150.38,171.17,39.31,178.44,154.79,
43,159.09,176.56,18.34,141.48,155.6,23.73,32.19,38.92,179.58,152.93,
44,155.36,174.66,13.51,145.12,162.37,27.39,170.43,37.18,179.31,154.78,
45,154.17,175.88,10.44,148.1,164.19,0.45,159.31,37.38,179.61,154.57,
46,152.93,175.69,6.14,152.83,175.39,54.55,146.2,29.38,179.9,159.18,
47,152.56,178.79,5.87,154.21,176.9,91.83,147.11,28.33,179.32,158.91,
48,148.49,177.39,3.06,155.21,179.09,83.85,134.72,25.75,177.95,159.67,
49,148.31,178.01,3.29,156.45,172.21,109.55,140.72,17.53,175.05,159.87,
50,144.73,175.36,1.86,156.75,171.68,24.5,136.79,20.04,176.41,162.5,
51,144.12,172.63,1.38,156.56,164.68,1.25,151.38,21.29,175.8,163.12,
52,142.5,177.35,3.23,157.89,155.19,24.66,141.9,18.05,170.76,159.89,
53,142.3,175.46,2.93,158.39,153.77,20.6,94.1,13.34,172.62,161.16,
54,138.69,173.16,2.72,158.31,148.93,51.26,168.36,11.38,171.08,161.6,
55,133.81,171.19,4.13,161.91,144.41,92.31,152.43,8.38,168.49,160.12,
56,135.09,167.61,6.04,160.65,142.66,105.32,151.67,5.96,167.16,159.39,
57,134.35,170.66,6.85,165.38,148.84,115.7,152.57,3.51,166.7,158.41,
