frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka
1,66.97,163.25,20.15,173.58,162.77,98.04,156.73,1.86,168.68,170.05
2,82.93,163.42,21.69,174.6,164.89,87.77,164.21,2.35,168.87,171.16
3,71.47,115.47,21.17,177.17,170.1,98.32,143.16,4.16,168.88,172.06
4,28.12,76.93,19.54,178.31,171.16,95.31,145.9,5.55,167.89,172.14
5,1.32,6.94,18.68,178.62,170.43,95.98,137.04,5.4,166.53,171.82
6,95.33,114.22,20.79,179.56,168.95,93.61,140.71,5.57,166.47,173.1
7,9.77,155.07,21.61,177.37,167.34,94.0,137.35,6.3,166.3,173.62
8,9.28,148.64,26.27,175.09,165.33,77.53,140.29,6.24,166.0,173.13
9,1.4,164.17,27.81,172.81,163.6,80.82,141.41,8.26,165.43,171.48
10,32.59,176.1,31.64,171.93,161.01,103.1,161.29,11.72,163.91,168.71
11,36.12,179.44,38.16,170.82,161.06,84.08,143.63,14.47,163.12,168.3
12,40.94,175.68,43.22,171.76,161.72,83.13,166.16,18.36,161.74,168.68
13,39.79,178.7,43.25,173.39,162.45,67.25,169.27,21.04,160.96,172.87
14,39.42,179.01,44.95,175.23,162.79,57.71,167.0,22.65,161.71,179.2
15,54.15,172.42,59.38,175.64,166.87,51.19,167.61,33.96,161.77,177.25
16,56.63,174.31,63.91,176.68,168.9,55.56,173.0,43.98,162.01,177.9
17,53.59,175.71,61.48,177.34,173.1,62.09,174.76,53.43,164.42,178.07
18,50.89,174.93,60.38,179.18,175.21,62.11,169.35,57.16,166.87,178.45
19,40.95,172.47,50.09,178.4,179.03,72.04,171.95,68.39,170.62,178.7
20,38.19,172.26,49.17,177.06,178.55,84.7,167.55,82.17,174.56,177.67
21,37.61,169.57,49.46,176.16,178.12,101.73,168.74,99.36,177.4,176.94
22,32.24,177.84,38.11,174.2,176.39,118.29,166.77,117.31,179.5,174.59
23,31.94,178.35,35.81,171.76,172.37,132.02,167.13,129.7,177.74,173.49
24,32.99,178.6,34.03,167.7,166.48,139.76,168.07,137.33,177.95,170.54
25,33.01,176.82,30.48,163.92,160.72,149.55,170.95,145.56,179.09,170.51
26,26.74,172.49,24.22,158.15,157.56,158.34,167.43,152.77,177.79,171.25
27,17.63,179.7,12.56,156.37,158.19,171.52,173.81,159.94,176.65,171.61
28,17.57,179.39,13.73,154.59,161.18,175.06,168.89,161.06,175.42,171.08
29,179.26,164.92,1.44,156.58,167.36,177.11,169.42,160.61,173.38,172.34
30,179.46,164.77,7.77,158.05,173.47,178.91,168.72,161.77,172.04,170.45
31,177.48,167.46,9.43,161.11,177.0,177.61,170.69,163.1,168.45,171.16
32,168.54,166.08,0.98,159.44,171.25,174.67,171.24,165.55,167.29,167.25
33,171.96,171.77,2.34,160.38,165.02,173.3,167.32,166.75,166.47,157.47
34,178.92,170.93,7.17,162.2,161.28,173.59,170.49,165.15,169.16,140.37
35,176.68,169.12,7.2,162.63,158.88,175.08,174.56,161.29,172.88,125.49
36,176.04,168.45,9.1,162.35,158.43,173.76,170.07,158.33,175.88,132.16
37,6.4,164.25,3.99,167.75,164.68,177.5,171.15,156.27,172.85,158.47
38,9.95,171.85,22.26,172.99,173.55,173.59,174.02,150.18,170.79,174.86
39,26.73,176.01,53.4,175.94,177.54,159.02,175.11,139.91,169.51,179.17
40,99.3,93.9,94.96,179.29,179.58,119.76,170.35,109.84,166.66,178.42
41,149.82,30.02,154.67,178.43,178.67,94.62,164.97,91.1,164.33,178.6
42,170.05,177.74,162.95,177.64,177.56,79.48,165.13,78.59,164.21,178.93
43,172.25,176.82,165.39,177.02,176.49,67.1,166.29,67.32,165.58,179.61
44,176.17,176.03,168.04,176.9,176.27,64.08,166.25,62.71,165.65,176.92
45,164.31,167.38,173.94,177.46,176.19,69.09,164.7,65.32,166.25,174.76
46,175.42,169.68,172.13,177.29,176.0,77.34,165.62,76.42,165.41,171.14
47,136.11,153.49,130.73,177.49,175.42,99.56,158.51,93.48,164.56,167.0
48,157.2,152.16,75.87,175.7,174.31,77.07,167.87,70.15,162.06,163.46
