frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,113.39,166.67,12.03,174.68,171.78,104.3,174.67,1.25,167.65,159.34,4
2,107.83,175.54,12.89,175.2,171.82,104.11,173.83,0.84,167.56,159.03,
3,98.3,177.27,13.4,175.89,172.3,100.33,168.56,0.86,167.02,158.57,
4,84.86,174.18,14.03,175.97,171.98,96.11,166.5,0.8,166.27,156.84,
5,68.35,155.83,14.99,176.3,171.11,91.83,168.43,0.52,166.44,155.61,
6,48.42,135.45,15.58,175.3,168.55,87.52,173.84,0.12,167.03,154.42,
7,32.64,153.75,17.22,174.71,165.6,82.41,179.29,0.84,168.02,154.39,
8,11.75,161.24,17.66,174.26,162.39,65.5,169.13,1.1,168.36,153.58,
9,2.84,167.84,18.5,174.1,160.05,61.11,171.82,1.45,168.55,150.9,
10,3.68,178.26,22.65,172.82,156.76,53.87,168.75,4.02,168.58,143.82,
11,14.54,176.87,30.92,170.85,155.53,50.45,169.03,8.48,166.87,141.04,
12,21.83,178.08,35.81,169.95,155.35,48.42,171.02,14.62,164.6,141.43,
13,29.92,178.2,40.52,170.13,158.09,39.19,179.58,21.69,162.68,141.48,
14,36.82,177.73,44.88,175.39,170.11,31.51,170.7,23.45,162.27,142.66,
15,46.13,177.84,51.87,178.21,177.15,27.58,169.22,28.39,162.27,145.53,
16,49.5,179.49,54.22,177.91,177.49,33.67,177.35,37.3,162.97,150.39,
17,49.62,179.04,53.49,176.02,173.56,41.36,177.97,48.54,164.47,157.26,
18,51.37,179.69,55.68,176.28,172,37.53,178.1,46.32,167.47,163.94,
19,51.19,177.96,56.94,177.93,173.49,48.13,176.14,58.14,169.81,169.88,
20,49.05,177.48,54.87,178.26,174.03,62.56,173.82,73.05,171.9,174.99,
21,47.49,176.71,53.52,178.31,174.32,82.64,171.81,95.05,173.64,179.37,
22,42.8,176.77,47.85,178.79,176.49,100.5,171.11,116.09,175.25,178.28,
23,40.55,178.76,42.01,179.38,178.91,110.25,169.77,126.02,176.3,175.69,
24,39.72,172.5,36.94,176.08,169.03,127.32,165.62,144.7,178.14,172.6,
25,37.46,172.56,32.8,172.32,158.91,133.43,168.81,148.72,179.74,170.39,
26,27.17,174.51,21.64,170.26,154.23,136.18,169.87,151.53,178.21,168.32,
27,25.03,176.97,19.75,169.02,150.56,139.69,168.93,154.57,176.45,167.43,
28,18.59,178.52,11.64,166.78,150.88,143.63,171.14,155.99,174.47,166.84,
29,15.03,179.1,12.98,165.87,155.1,148.1,173.58,158.84,173.46,166.37,
30,12.67,174.01,12.07,166.45,161.61,149.45,174.76,159.11,173.76,167.78,
31,13.85,51.76,9.83,164.69,164.89,151.08,176.26,158.41,173.54,168.83,
32,163.73,155.53,3.65,164.97,168.11,148.9,174.04,155.82,173.25,167.35,
33,174.64,171.73,1.64,168.06,173.09,150.38,171.61,157.1,175.05,165.64,
34,169.59,166.52,0.26,170.19,174.07,151.64,172.9,159.04,176.87,159.61,
35,50.06,178.28,33.79,172.14,174.6,148.73,171.08,156.69,177.61,153.15,
36,171.16,162,4.85,173.65,173.87,148.38,170.9,156.65,178.47,149.88,
37,179.31,166.69,3.36,173.68,171.36,143.56,169.74,153.08,179.66,150.08,
38,2.31,177.56,10.45,173.72,170.51,108.78,172.05,123.06,176.99,160.5,
39,4.86,175.7,18.76,175.35,172.49,73.42,173.57,87.05,170.22,175.62,
40,28.09,13.41,41.41,176.76,175.69,46.25,174.18,52.66,166.94,179.83,
41,82.73,5.01,97.7,178.3,179.08,35.65,173.37,34.26,162.4,175.46,
42,30.62,157.49,20.52,178.25,177.45,39.63,156.76,26.67,158.96,172.47,
43,14.45,15.65,169.78,176.5,174.23,40.7,149.25,24.77,155.92,170.78,
44,179.86,169.04,172.28,174.09,170.82,35.99,148.25,21.54,155.02,169.03,
45,178.13,179.39,176.48,172.76,167.18,32.82,176.61,16.64,156.74,168.91,
46,172.67,174.24,171.02,173.26,167.2,33.32,166.77,14.31,158.59,165.62,
47,164.14,171.85,149.25,173.91,168.93,33.33,168.18,13.88,159.9,162.67,
48,46.38,175.33,17.47,174.28,165.49,24.57,169.04,11.19,156.63,159.17,
49,70.17,152.16,28.85,168.4,159.92,32.3,170.72,8.25,154.92,152.52,
50,133.66,126.06,22.27,160.33,149.33,67.99,153.34,10.8,148.43,141.07,
51,141.65,179.63,23.11,157.45,145.44,127.92,168.82,13.54,146.37,135.23,
52,147.15,175.64,21.51,154.7,141.28,89.98,136.49,13.59,145.94,132.63,
53,153.22,165.12,19.65,150.92,135.56,79.77,129.64,12.98,143.93,131.25,
54,152.86,168.89,17.41,148.49,133.22,70.16,155.81,10.37,142.68,131.58,
