frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,124.52,163.26,2.44,176.83,173.33,51.15,104.48,27.04,164.71,167.65,2
2,122.38,160.99,4.01,175.59,176.2,53.52,125.06,23.48,154,147.55,
3,123.01,162.55,6.26,176.72,176.61,35.33,141.34,23.64,147.8,138.24,
4,121.18,160.31,6.32,176.59,153.17,135.47,91.14,22.09,157.99,141.24,
5,120.61,160.33,6.32,176.07,179.01,152.25,46.2,22.36,146.42,128.56,
6,122.05,161.48,4.83,166.71,166.76,155.79,55.34,18.75,170.32,149.85,
7,120.7,164.07,3.67,177.57,168.84,81.27,96.86,21.55,160.92,146.34,
8,121.34,166.21,2.6,177.71,163.04,137.24,175.23,15.59,164.04,154.37,
9,122.78,167.92,1.92,176.14,154.05,152.66,162.36,5.15,168.89,161.1,
10,123.9,169.63,1.93,170.16,143.95,161.78,162.99,3.25,169.35,163.28,
11,124.39,168.65,2.52,163.65,135.59,157.11,165.03,3.17,169.29,163.85,
12,125.61,171.2,3.36,158.65,130.31,164.69,174.3,1.6,167.78,160.04,
13,123.9,171.83,2.35,153.35,127,139.34,150.07,1.47,166.91,159.98,
14,123.56,170.7,3.61,149.37,129.13,171.33,177.06,2.87,165.81,157.14,
15,121.56,167.87,4.01,147.14,137.36,172.15,177.64,3.4,167.14,157.05,
16,118.95,166.76,3.59,145.88,146.33,166.61,171.38,2.51,169.1,157.61,
17,116.42,162.69,4.32,146.96,155.93,169.97,178.51,1.78,169.44,156.56,
18,114.38,157.91,4.44,149.7,165.82,165.89,170.15,0.53,171.95,157.72,
19,115.59,157.82,4.67,153.1,171.44,164.52,177.95,1.72,173.95,159.13,
20,121.71,152.95,5.14,156.84,171.89,168.9,175.1,2.26,178.26,162.1,
21,132.59,158.57,8.42,157.83,170.6,164.06,161,0.57,177.55,164.71,
22,145.02,167.42,13.23,155.45,165.09,7.73,139.9,5.41,173.56,167.75,
23,151.95,164.78,20.77,150.22,159.08,173.35,145.08,179,173.99,167.44,
24,164.67,176.57,29.82,147.69,156.35,166.66,169.76,173.28,175.03,165.78,
25,166.75,167.65,45.14,145.25,155.42,163.32,164.13,170.76,175.35,166.1,
26,165.99,169.79,59.71,146.38,155.92,148.16,159.65,154.53,175.03,167.98,
27,144.74,170.6,72.07,145.37,155.73,138.02,161.36,144.86,175.92,168.92,
28,121.11,163.38,76.48,146.58,156.32,125.25,167.57,132.82,175.8,169.55,
29,95.64,149.6,77.87,147.75,157.49,128.93,163.44,135.89,175.24,170.28,
30,80.06,156.42,77.73,147.52,157.44,125.28,155.06,138.53,174.43,170.59,
31,74.36,158.92,76.46,149.13,158.94,123.35,152.05,136.93,174.36,170.34,
32,69.98,156.77,74.56,149.82,158.55,133.15,151.3,144.74,175.32,169.21,
33,64.93,154.4,72.89,149.95,158.25,130.67,156.99,140.03,174.66,170.49,
34,62.3,147.46,72.55,150.24,158.46,123.72,155.65,133.97,174.77,170.32,
35,60.99,150.92,70.14,150.46,158.29,126.61,158.85,134.87,174.95,169.48,
36,61.78,156.97,67.85,151.04,158.85,124.05,158.68,132.91,174.82,169.06,
37,63.82,160.84,65.83,151.64,159.22,126.65,158.11,136.32,174.37,168.55,
38,61.16,152.3,61.73,151.82,159.4,127.27,158.17,137.71,174.68,167.57,
39,58.56,162.82,54.57,151.76,159.44,128.48,159.58,138.45,174.97,167.24,
40,63.22,159.72,43.7,153.43,159.93,126.13,158.12,132.06,174.93,165.63,
41,60.13,154.94,37.1,154.32,160.06,110.66,167.99,100.74,174.01,164.76,
42,64.53,151.93,30.95,153.44,159.6,94.13,162.8,75.99,176.78,162.72,
43,65.72,152.32,26.39,151.94,158.67,41.58,157.39,40.2,179.64,159.45,
44,80.93,161.51,20.15,151.19,158.95,96.68,26.04,22.77,178.24,157,
45,91.42,167.1,14.66,150.74,159.31,77.34,168.25,12.59,177.5,155.47,
46,99.89,167.22,12.46,153.89,162.94,102.8,103.05,6,177.55,156.04,
47,113.43,170,9.06,156.1,168.09,157.34,179.76,2.15,176.56,157.12,
48,118.79,172.71,6.48,158.53,172.65,155.55,177.72,4.22,176.31,159.38,
49,120.23,171.55,4.63,160.45,177.84,158.7,165.6,4.12,173.9,159.33,
50,122.45,170.95,2.91,160.91,178.65,152.77,171.08,5.65,171.87,159.14,
51,126.21,173.04,2.29,160.39,173.92,157.74,170.12,4.15,171.28,159.56,
52,127.35,174.86,1.44,157.76,163.74,143.65,171.02,5.54,169.18,158.59,
53,128.94,172.3,1.75,155.11,152.9,154.73,171.22,0.17,166.95,157.68,
54,130.14,171.83,1.77,155.48,147.61,163.82,172.8,2.32,165.01,157.21,
55,131.83,169.97,2.67,155.72,140.55,160.56,175.97,3.04,163.12,155.09,
56,134.49,174.96,2.33,161.98,144.26,158.16,178.39,1.02,164.16,157.95,
57,133.93,176.89,1.5,167.82,147.93,159.49,177.3,0.5,165.47,158.19,
58,133.32,178.33,1.86,170.23,147.01,161.1,167.4,0.88,168.06,162.16,
59,133.09,177.38,1.2,174.75,151.43,161.9,159.01,0.15,169.97,168.64,
60,130.92,167.84,1.46,176.81,154.7,163.98,152.73,0.54,170.72,171.5,
61,130,162.96,2.55,179.04,163.6,159.59,160.22,0.28,171.24,172.45,
62,129.75,161.73,3.32,176.34,170.06,158.47,161.26,1.05,167.73,166.23,
63,129.25,162.85,3.84,175.98,172.76,104.18,167.78,17.39,165.22,161.02,
64,125.81,158.8,6.1,176.56,174.21,120.42,170.1,11.06,156.47,149.92,
