frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,163.6,176.04,2.1,157.43,154.7,161.44,158.75,9.86,175.95,162.9,3
2,164.59,177.67,2.62,160.41,153.7,154.04,162.97,6.55,175.32,160.99,
3,166.62,178.85,3.76,165.29,151.21,144.7,171.52,12.04,174.88,160.15,
4,166.61,178.69,6.01,166.56,151.87,136.67,164.07,13.95,170.7,158.09,
5,167.78,178.56,9.53,170.18,155.34,128.05,157.68,17.76,167.31,157.97,
6,167.62,179.2,11.82,172.11,155.83,123.5,165.5,26.33,165.13,159.44,
7,166.98,179.71,13.95,176.06,161.3,116.51,175.57,26.46,160.09,160.05,
8,167.59,178.94,17.59,176.93,164.53,104.66,161.81,26.54,149.2,152.94,
9,166.83,178.15,20.75,176.09,165.31,109.49,177.66,23.74,139.91,146.75,
10,168.13,178.82,23.38,175.88,165.99,111.08,21.2,25.46,139.57,148.11,
11,172.25,179.52,26.24,177.61,167.68,105.59,64.09,25.24,142.1,149.79,
12,172.88,177.92,25.06,179.58,167.03,106.56,177.24,25.98,146.3,152.47,
13,173.01,179.79,25.9,176.34,163.28,116.6,155.15,28.77,149.01,152.87,
14,175.49,177.57,26.05,179.82,162.44,114.66,153.14,31.9,156.49,156.92,
15,174.81,177.42,24.48,177.4,148.64,111.99,151.91,33.94,164.21,162.01,
16,178.55,175.92,23.94,174.99,136.84,87.81,46.51,31.96,168.82,162.73,
17,179.39,179.69,24.67,170.73,127.29,83.11,105.52,32.05,171.38,161.96,
18,178.4,177.74,25.32,163.46,129.91,93.16,115.68,29.79,172.76,161.95,
19,179.94,177.78,27.14,154.63,122.75,64.79,51.86,37.15,175.31,164.99,
20,175.05,176.46,29.11,143.18,124.28,104.76,45.42,40.06,175.35,164.81,
21,176.11,179.44,32.4,130.04,118.37,94.39,41.33,36.26,177.86,165.51,
22,178.06,169.35,37.55,123.53,123.79,11.18,109.55,55.07,177.64,168.26,
23,178.88,178.14,40.74,120.41,128.8,9.89,177.71,57.85,173.52,170.96,
24,176.81,176.34,43.07,122.3,131.68,8.77,171.86,57.61,173.48,170.68,
25,178.83,170.54,43.72,130.44,159.66,136.6,167.17,64.24,165.7,175.4,
26,172.67,167.51,48.11,134.89,166.13,143.83,150.64,71.57,163.29,172.54,
27,169.99,166.87,49.77,136.94,167.7,133.71,150.15,70.47,164.1,171.19,
28,174.05,173.56,50.79,139.46,163.23,22.18,157.22,87.1,158.02,170.38,
29,174.39,172.23,57.93,135.04,150.86,9.37,83.2,83.22,156.66,169.56,
30,178.21,173.68,59.32,134.3,149.83,49.65,20.01,75.16,158.23,167.87,
31,170.12,177.53,76.79,121.46,131.47,126.38,111.98,64.21,160.08,164.61,
32,173.59,176.26,87.45,116.44,125.41,119.11,132.75,59.2,164.62,162.79,
33,167.6,177.74,85.39,117.67,125.08,128.33,154.95,56.85,164.32,163.42,
34,174.27,174.69,95.88,123.49,129.89,131.67,171.32,59.05,166.41,165.51,
35,172.58,166.03,90.4,130.66,135.95,125.89,177.98,57.35,167.52,166.95,
36,168.2,162.74,87.41,130.83,137.02,122.46,175.21,57.39,168.1,167.94,
37,163.26,173.91,69.75,140.36,146.61,129.31,173.73,42.4,170.46,167.08,
38,167.84,170.15,69.33,137.81,143.88,136.97,172.94,38.2,171.5,167.3,
39,171.4,158.05,62.63,140.49,147.47,134.47,168.2,34.59,172.42,168.09,
40,177.71,168.52,48.08,147.07,154.78,79.74,91.45,28.02,174.26,167.95,
41,175.45,162.12,44.67,147.84,156.08,175.67,179.07,28.87,174.42,167.89,
42,174.51,176.3,39.71,149.6,157.5,142.94,168.34,27.56,174.45,168.06,
43,179.43,177.09,21.29,152.8,160.34,127.65,164.49,23.66,175.41,168.88,
44,176.34,177.76,18.67,153.91,161.13,127.67,167.61,23.49,174.47,170.09,
45,173.38,177.31,13.65,154.17,162.59,109.28,170.63,22.75,176.07,167.97,
46,175.44,178.73,6.63,156.58,163.4,124,163.57,20.67,177.28,165.06,
47,175.68,179.93,6.81,156.72,164.14,119.58,167.48,20.46,177.22,165.33,
48,174.53,176.53,3.59,158.47,166.07,120.86,167.5,18.29,177.47,164.77,
49,172.92,178.02,0.81,158.19,169.13,132.71,163.4,16.11,179.54,163.38,
50,173.46,178.72,1.81,158.27,170.71,129.53,178.39,16.83,179.73,163.53,
51,175.21,175.21,2.45,159.34,173.3,148.03,176.64,14.62,178.28,162.05,
52,175.04,173.85,1.19,162.61,179.64,149.34,178.93,13.4,175.57,159.31,
53,174.4,176.41,0.8,163.32,178.51,151.98,178.09,12.87,176.4,161.35,
54,174.88,177.54,1.46,162.84,179.51,144.9,173.28,11.44,176.3,161.96,
55,174.91,179.33,1.58,162.91,176.63,135.47,174.21,12,176.03,163.28,
56,172.96,179.86,1.15,162.88,170.88,115.16,170.67,13.82,176.04,164.48,
57,173.55,178.95,1.54,164.28,166.78,117.55,148.29,14.45,176.45,166.05,
58,173.75,179.02,1.94,164.65,161.87,123.65,149.84,13.75,176.84,168.42,
59,173.09,178.93,2.81,165.09,155.7,123.09,145.11,13.69,177.3,169.6,
60,172.71,177.52,3.62,166.66,154.13,125.18,155.21,13.57,177.55,171.28,
61,171.96,178.58,4.03,169.64,154.45,126.65,157.73,14.83,177.95,170.01,
62,172.08,179.62,4.7,173.65,154.02,129.96,162.01,15.1,176.01,167.27,
63,169.22,177.47,4.34,176.81,149.64,131.95,163.85,14.89,175.3,166.61,
