frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,159,177.94,3.11,151.73,154.4,98.75,177.84,10.76,163.45,150.9,2
2,157.73,176.94,3.54,151.94,155.29,152.45,170.7,6.77,162.41,150.86,
3,157.85,176.57,3.18,151.22,155.08,158.43,172.76,5.87,162.06,149.91,
4,157.63,177.14,3.45,151.04,155.33,145.99,173.23,4.66,162.8,148.78,
5,158.72,178.88,2.79,150.35,155.28,138.05,165.78,5.28,163.37,148.2,
6,160.16,178.56,0.85,149.98,156.07,114.91,133.66,12.21,165.54,150.4,
7,159.2,177.25,0.32,147.08,153.05,99.05,170.47,11.67,166.24,150.89,
8,157.05,172.34,1.38,143.88,149.31,92.61,176.45,21.01,165.93,151.04,
9,159.5,173.2,3.3,142.17,146.85,110.5,177.98,41.15,165.39,151.37,
10,161.73,174.06,4.65,142.88,144.28,125.07,167.13,50.03,169.41,154.98,
11,163.12,173.3,5.95,144.85,144.27,101.4,159.96,48.05,173.35,158.47,
12,165.92,177.3,6.86,148.16,144.25,129.29,165.26,67.22,179.38,164.71,
13,166.16,176.14,7.57,152.79,146.7,130.98,172.14,73.96,179.87,164.85,
14,169.72,176.3,10.68,156.03,150.06,129.06,167.58,78.57,178.53,164.59,
15,170.23,177.34,12.57,158.86,151.1,130.28,172.14,84.77,176.95,160.5,
16,170.74,175.88,16.1,157.95,147.54,138.84,176.44,98.66,169.54,154.52,
17,165.32,176.12,20.17,154.73,143.69,149.92,177.99,109.72,167.53,154.84,
18,161.69,171.06,23.59,153.53,142.29,167.84,175.37,125.98,169.2,155.52,
19,165.25,175.12,33.92,149.64,139.7,170.2,173.35,143.31,172.09,156.81,
20,161.56,169.55,40.46,145.41,140.64,161.29,179.06,148.22,173.89,155.25,
21,154.2,178.15,42.88,144.97,148.25,160.78,175.33,149.53,175.92,155.23,
22,166.29,157.24,53.55,144.31,154.68,154.26,175.96,153.66,179.69,157.4,
23,163.52,154.59,53.54,147.89,163.94,165.64,157.57,153.44,174.6,161.67,
24,167.17,176.73,55.06,152.89,171.38,173.71,150.02,152.07,171.77,162.67,
25,166.84,177.6,58.35,155.15,175.52,158.95,161.46,163.94,171.81,160.42,
26,169.61,150.73,63.03,156.14,173.59,163.14,168.17,160.78,170.89,158.09,
27,170.79,162.72,69.22,155.17,170.41,133.92,141.34,127.51,168.93,156.36,
28,167.13,153.28,76.87,151.72,164.96,142.31,172.55,130.81,173.79,147.21,
29,164.19,164.72,84.54,142.91,155.67,177.3,119.95,159.17,172.85,145.1,
30,128.72,174.17,82.21,140.63,149.57,166.94,121.62,141.83,171.48,141.2,
31,105.78,174.22,61.34,140.23,144.38,143.46,102.21,121.01,172.93,141.69,
32,84.61,179.11,69.99,132.14,140.94,91.49,69.28,105.09,176.4,138.76,
33,76.61,174.8,67.53,129.99,139.78,52.78,115.56,73.02,178.9,138.27,
34,68.1,159.29,58.33,131.57,140.96,15.61,99.05,71.56,178.64,137.54,
35,70.65,148.75,47.38,133.72,143.19,24.89,84.45,59.3,178.14,138.96,
36,91.12,154.04,41.85,135.16,145.54,43.85,73.58,47.17,176.96,142.53,
37,113.58,146.45,36.5,138.44,149.51,89.12,8.13,37.25,174.44,144.74,
38,140.54,165.83,31.31,140.65,152.66,104.1,81.48,33.11,172.54,145.73,
39,159.4,175.17,29.66,142.69,154.68,93.33,88.67,29.27,173.38,148.19,
40,158.3,173.04,21.83,145.39,155.71,93.49,79.08,27.7,173.95,147.91,
41,161.51,179.98,16.51,147.34,156.04,98.65,61.17,22.9,173.26,147.84,
42,161.92,176.24,12.52,147.85,155.82,105.65,110.81,23.32,172.91,147.17,
43,163.11,179.11,9.24,149.15,155.43,122.13,114.01,20.92,172.11,145.76,
44,163.66,174.53,6.15,151.22,155.1,125.88,23.05,19.8,173.34,144.89,
45,164.5,175,3.8,150.85,154.15,148.03,148.19,14.54,173.25,143.53,
46,165.8,173.9,3.03,151.52,155.39,167.12,152.72,12.62,174.49,144,
47,166.84,173.93,2.49,153.77,159.19,172.53,169.97,7.61,174.5,143.02,
48,166.06,178.12,1.65,154.79,161.76,177.3,173.26,2.08,171.84,140.71,
49,165.49,179.25,0.58,156.86,167.5,175.34,173.06,1.27,169.73,140.94,
50,164.36,177.58,0.54,159.7,172.94,172,173.45,1.36,171.04,145.43,
51,163.54,175.52,0.79,159.85,170.93,170.74,175.83,0.37,172.81,150.21,
52,163.01,175.77,0.63,159.26,165.52,173.77,174.19,1.22,170.16,150.08,
53,162,175.64,1.37,159.67,159.1,175.92,174.12,1.45,168.11,151.97,
54,159.76,177.04,0.94,157.98,152.75,165.95,178.87,2.83,165.62,153.6,
55,158,178.95,1.26,159.9,146.3,147.93,177.8,0.33,166.32,155.6,
56,159.76,179.39,0.38,163.91,145.49,168.96,151.29,0.12,166.45,156.66,
57,157.81,179.38,0.45,167.12,145.36,161.28,174.59,0.4,170.03,161.21,
58,156.33,179.59,0.6,166.72,132.49,155.19,178.76,0.78,169.73,162.45,
59,155.69,177.39,0.1,166.01,124.65,159.48,176.17,1.47,167.19,161.67,
60,154.26,178.7,1.3,162.77,155.66,164.96,160.28,0.27,167.05,128.26,
61,154.27,179.43,0.78,163.29,166.97,162.42,178.61,0.18,171.66,132.92,
62,153.19,178.15,0.19,175.65,143.47,162,178.7,1.27,160.82,159.59,
63,153.87,179.78,1.69,176.68,145.9,164.22,178.12,0.39,155.86,160.85,
64,154.38,178.16,2.85,175.94,150.86,164.8,176.57,0.67,152.86,160.02,
65,154.59,176.9,2.77,174.81,152.59,164.43,177.65,0.86,151.35,160.05,
66,153.02,179.73,1.43,172.47,152.79,164.03,175.16,0.03,148.71,154.35,
