frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka
1,166.1,175.62,4.11,168.86,152.4,152.97,175.12,12.57,170.79,161.99
2,166.16,176.13,3.83,164.43,152.72,152.45,177.67,12.51,169.62,161.51
3,166.02,176.36,3.71,163.18,158.13,152.34,176.69,12.69,171.7,163.58
4,166.14,179.76,3.84,162.38,168.9,155.72,176.87,11.42,172.82,162.24
5,168.04,177.84,4.07,163.05,174.65,158.63,178.9,10.24,174.21,162.0
6,168.05,177.39,4.66,161.74,172.31,157.6,176.59,10.54,174.1,160.02
7,167.56,178.98,5.13,161.48,167.88,157.9,172.36,12.87,176.79,158.28
8,167.09,179.55,6.67,158.34,160.47,159.26,171.04,12.86,176.37,157.28
9,166.87,179.03,6.36,159.93,159.51,162.12,173.33,13.85,178.09,157.45
10,165.98,179.91,5.73,162.21,160.2,163.04,172.32,14.71,179.07,159.59
11,166.3,178.83,6.29,164.12,165.57,163.65,175.24,14.85,178.67,160.14
12,166.26,179.0,7.02,164.96,168.8,161.37,166.83,14.71,179.58,161.38
13,166.7,176.42,6.48,164.39,167.42,162.84,164.48,13.94,179.83,160.3
14,166.63,174.91,6.16,167.65,173.3,166.37,166.71,12.81,177.26,160.75
15,165.42,177.72,6.96,167.97,176.06,161.23,164.52,13.94,177.53,157.92
16,167.13,176.19,9.64,164.75,167.2,156.82,165.91,15.1,177.94,154.16
17,165.75,177.21,8.22,165.41,160.98,156.03,169.77,15.99,174.97,153.03
18,162.08,179.59,6.11,165.16,159.01,154.86,170.97,16.12,173.16,150.47
19,162.46,178.58,6.72,163.93,156.59,152.67,170.21,16.12,168.81,151.57
20,159.42,179.56,7.23,159.96,150.96,143.84,163.61,15.69,167.6,151.36
21,154.42,177.87,5.89,157.53,148.69,135.36,154.91,14.06,167.68,151.34
22,149.68,178.61,4.91,156.43,148.95,126.61,154.39,12.54,169.04,153.24
23,143.85,173.2,3.72,156.33,155.24,121.43,174.67,6.99,173.61,152.83
24,134.98,179.19,4.88,157.88,165.97,90.99,157.7,4.8,176.94,154.9
25,117.98,151.8,3.56,158.05,172.9,74.5,151.78,1.28,178.61,154.54
26,112.33,175.42,5.79,157.64,176.97,65.03,148.16,2.73,174.39,152.1
27,61.12,174.8,21.81,164.55,161.01,48.13,141.09,4.6,167.48,164.28
28,50.15,165.91,16.99,158.14,170.74,40.84,179.77,11.54,167.72,154.34
29,37.53,155.7,24.41,163.36,173.67,41.22,178.16,16.41,167.95,156.01
30,47.92,169.49,26.74,166.8,169.07,43.79,178.24,21.79,167.49,161.74
31,52.55,176.93,34.69,169.31,164.52,49.33,178.39,33.49,170.42,166.95
32,50.29,179.24,37.12,172.35,163.13,50.36,176.85,39.62,173.04,166.71
33,62.43,173.71,49.62,173.67,162.14,60.6,177.97,51.58,173.13,160.52
34,67.45,177.45,55.54,176.38,159.17,56.34,173.61,49.94,172.94,158.71
35,172.64,177.6,24.01,175.54,147.22,65.52,168.99,67.43,171.01,158.49
36,66.36,176.31,57.53,175.55,136.15,62.6,174.38,65.31,167.81,157.36
37,58.97,177.96,31.03,177.15,130.16,64.4,178.29,69.08,168.19,157.03
38,51.69,17.04,42.07,179.48,129.0,68.27,175.86,75.88,166.39,156.82
39,91.46,174.9,88.59,178.0,130.29,71.46,177.47,79.91,164.99,156.96
40,84.99,174.08,86.65,175.12,138.69,72.12,173.44,81.22,167.58,160.57
41,90.21,151.29,86.81,174.06,144.98,83.08,175.11,95.91,166.09,162.43
42,102.64,177.11,76.37,172.31,153.24,91.04,173.18,107.77,165.11,166.23
43,115.73,148.08,81.91,170.51,155.22,91.5,166.93,112.6,164.09,168.42
44,92.81,175.35,96.83,172.47,154.1,93.18,167.31,117.63,161.21,167.71
45,106.68,177.71,115.06,173.67,153.31,94.27,164.11,121.89,157.5,161.06
46,114.37,161.99,128.75,174.55,150.61,96.1,160.74,125.34,153.12,149.95
47,113.96,176.86,131.38,177.3,148.79,102.81,164.45,130.55,152.48,142.16
48,129.44,179.73,137.27,179.16,145.58,102.2,166.12,133.39,154.7,136.0
49,118.12,177.97,133.68,178.04,149.31,97.73,163.22,133.53,166.81,140.46
50,119.99,171.83,139.47,172.97,157.89,96.41,158.65,140.19,175.15,142.17
51,116.75,166.92,140.47,172.26,157.57,94.9,161.11,142.6,175.44,152.48
52,120.16,164.96,149.73,169.0,165.88,99.38,169.03,149.18,170.85,157.37
53,127.99,163.68,161.52,165.24,169.36,107.48,170.69,155.47,167.07,160.38
54,126.53,141.49,173.28,168.23,168.91,124.62,160.93,163.46,167.11,161.52
55,147.9,116.41,169.65,173.57,164.36,131.81,156.8,150.83,165.02,163.92
56,167.94,135.25,164.65,178.38,158.47,149.15,167.59,155.68,163.13,164.61
57,168.27,169.79,161.57,175.47,154.6,172.86,167.3,165.92,162.79,166.34
58,174.25,160.89,154.8,169.72,149.68,50.46,178.09,33.89,161.72,165.38
59,76.54,78.18,141.14,164.09,145.85,27.18,179.52,11.04,164.98,163.72
60,102.02,168.68,129.89,160.5,145.38,64.91,165.79,20.42,167.18,161.8
61,146.01,164.07,79.0,160.06,148.61,38.74,170.91,11.21,168.1,158.94
62,172.17,169.09,45.56,159.75,152.36,168.48,168.78,14.91,173.03,157.91
63,172.61,165.76,24.43,159.56,152.49,179.3,174.37,15.4,173.65,158.29
64,165.24,176.27,11.45,160.48,154.39,175.95,179.94,15.75,174.61,158.61
65,170.94,178.01,4.93,161.71,155.96,175.56,178.19,17.91,173.6,161.87
66,172.13,176.01,10.18,162.46,155.99,177.1,179.02,18.96,174.29,163.9
67,179.28,179.63,9.72,162.61,155.61,178.52,177.35,19.92,174.38,164.74
68,178.34,178.4,12.62,163.16,154.95,179.6,177.17,21.34,172.75,167.14
69,178.78,178.04,9.48,163.96,155.16,179.98,177.5,21.31,171.7,169.27
70,179.48,177.92,6.85,163.49,153.59,179.85,178.59,21.46,170.4,171.09
71,179.87,177.76,5.46,162.09,152.24,179.1,176.61,20.78,169.69,172.46
72,179.14,178.72,5.37,160.16,151.83,178.74,175.53,19.45,168.81,173.8
73,177.31,164.53,2.78,159.01,154.07,177.94,175.45,18.69,168.62,174.2
74,178.75,167.78,2.73,158.11,155.73,176.12,179.71,17.96,168.36,175.01
75,174.14,172.58,2.1,157.59,158.42,176.6,176.94,14.91,167.53,175.81
76,172.65,176.15,1.21,157.26,160.73,175.39,172.6,12.39,167.73,176.76
77,169.8,178.02,0.69,155.3,161.77,174.57,175.84,10.15,166.71,177.76
78,171.27,177.69,0.28,154.41,163.49,173.79,172.34,7.71,165.51,179.17
79,168.34,177.17,0.48,154.45,164.19,171.65,172.3,5.75,168.91,175.46
80,171.01,177.58,0.33,155.66,164.19,167.35,167.43,5.85,167.24,175.05
81,171.98,176.98,1.33,158.05,164.3,166.07,168.94,4.16,167.02,173.2
82,172.79,177.55,1.06,160.8,165.26,161.81,170.95,5.36,166.19,170.5
83,172.02,177.68,3.15,161.75,164.77,161.06,171.01,3.48,168.84,164.72
