frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka
1,169.56,75.37,21.96,176.93,170.13,106.08,179.43,3.73,170.9,170.55
2,6.64,168.53,23.01,176.87,170.72,107.77,172.12,4.23,171.17,171.44
3,8.06,177.92,24.18,175.97,172.31,111.13,164.9,5.26,170.65,172.42
4,12.43,174.27,26.44,174.7,172.16,109.67,172.96,6.43,170.06,173.33
5,13.89,156.92,28.27,173.22,171.65,113.84,172.44,7.67,169.56,173.47
6,20.58,170.59,29.67,171.41,171.3,116.66,175.63,9.15,169.08,173.36
7,28.4,172.42,30.15,169.58,169.33,118.45,173.76,10.29,168.61,172.85
8,28.5,173.74,30.11,167.92,167.01,110.07,162.11,11.18,167.62,171.54
9,36.61,176.54,32.77,165.49,166.05,99.64,151.2,12.2,166.58,170.21
10,39.6,176.73,37.31,165.66,164.27,97.47,158.0,15.76,164.42,169.62
11,41.24,178.44,39.84,166.9,164.27,84.9,164.88,18.86,163.2,170.35
12,40.17,178.54,40.32,168.31,165.13,65.36,169.58,20.45,162.45,172.82
13,38.44,175.15,44.4,168.36,166.86,61.19,172.22,23.05,162.1,176.18
14,45.01,171.29,48.75,170.2,166.85,48.66,157.37,26.84,161.56,179.61
15,49.59,176.64,58.54,171.89,169.88,49.35,171.26,35.28,160.25,179.7
16,53.05,178.81,61.68,173.28,172.32,53.41,173.59,43.32,161.6,178.03
17,54.77,175.5,63.29,175.35,174.36,60.59,171.35,53.32,162.05,179.07
18,60.97,172.88,69.86,176.59,176.59,65.85,165.19,62.96,164.57,179.71
19,55.5,175.91,62.42,176.38,179.11,78.61,168.2,75.8,168.55,179.16
20,51.74,173.62,58.4,177.19,177.52,93.66,168.79,91.18,171.74,178.85
21,47.91,171.07,55.66,176.05,174.37,107.63,169.57,104.41,175.28,179.58
22,44.84,176.06,51.45,176.68,173.01,119.9,165.44,117.75,179.53,177.27
23,40.27,179.82,44.79,175.98,170.08,135.9,168.4,132.35,179.16,176.66
24,37.24,177.98,40.39,173.05,165.35,149.08,167.62,143.89,176.31,173.13
25,36.41,175.36,37.11,170.51,160.7,154.1,170.72,148.32,175.38,173.83
26,30.3,168.97,28.2,167.38,155.37,156.78,171.45,151.48,174.08,169.58
27,27.96,171.24,25.19,161.92,149.88,159.88,174.32,153.68,174.63,169.9
28,27.51,170.66,26.24,156.88,146.65,165.94,172.27,158.63,175.59,169.02
29,19.34,173.57,11.88,153.75,143.77,172.91,171.37,162.39,176.87,168.55
30,168.36,178.29,5.76,151.28,144.98,175.8,171.76,164.57,177.22,166.53
31,161.69,147.53,3.13,150.8,148.82,177.09,170.75,165.32,178.6,167.8
32,1.84,149.27,3.49,150.37,152.49,179.3,171.08,167.2,179.39,167.88
33,174.71,163.73,5.45,152.11,157.52,177.38,170.64,167.95,178.26,167.58
34,176.38,178.67,8.58,154.86,164.63,175.22,171.95,168.9,176.06,167.89
35,177.76,170.85,7.37,157.14,169.12,173.28,171.62,170.02,174.3,165.64
36,178.49,168.48,8.96,161.56,174.06,173.51,173.37,170.59,171.53,164.8
37,177.35,176.63,8.32,162.25,168.99,175.71,169.92,170.92,170.02,160.23
38,178.37,172.83,7.33,163.53,162.39,178.47,170.92,169.69,167.12,151.55
39,177.16,175.56,4.33,165.45,159.53,178.54,170.37,170.17,169.78,137.06
40,176.07,171.18,2.86,167.03,159.69,173.96,170.45,167.85,172.22,131.38
41,175.71,170.68,2.26,168.78,161.42,168.37,166.38,165.64,171.79,138.23
42,170.13,167.52,8.72,173.16,166.45,161.58,162.74,163.09,171.14,160.95
43,176.11,168.82,1.56,177.82,172.87,158.82,172.79,158.89,169.82,174.69
44,5.12,35.96,16.18,179.37,176.32,134.69,169.7,141.74,170.2,176.92
45,27.48,59.47,66.23,178.45,178.38,83.14,154.55,101.47,169.22,176.79
46,108.05,140.2,113.75,177.22,179.56,42.33,151.79,70.04,166.25,177.3
47,157.0,177.67,136.2,178.43,178.88,32.91,155.15,61.88,164.09,176.89
48,165.66,160.04,146.46,178.57,178.58,33.07,156.74,61.58,162.6,175.55
49,162.37,159.05,148.26,179.05,178.07,26.69,160.48,52.59,162.07,173.46
50,159.49,178.43,161.88,179.0,179.0,30.31,165.73,49.44,163.05,168.43
51,164.92,108.65,172.81,177.4,179.97,38.67,172.97,57.9,164.19,163.01
52,131.71,170.95,165.49,177.78,179.11,35.8,170.83,56.32,164.92,159.62
53,150.35,147.18,147.42,179.23,179.2,47.46,175.54,69.87,163.09,161.86
54,115.84,162.43,15.6,175.41,176.54,53.13,176.53,66.23,162.22,171.52
55,100.99,156.65,10.79,174.78,179.89,42.91,177.63,52.93,162.65,179.86
56,122.45,165.05,5.35,173.52,173.55,39.52,171.53,45.0,164.97,176.77
57,112.62,172.04,3.06,172.41,173.24,41.02,179.35,38.13,167.53,172.94
58,125.35,163.97,0.44,173.35,174.42,26.13,177.29,31.98,171.29,174.38
