frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,47.52,134.6,18.86,173.39,160.93,85.61,167.27,2.15,170.64,167.61,1
2,150.78,145.89,18.37,173.44,161.49,90.95,176.39,3.37,170.89,167.99,
3,161.91,174.09,18.52,173.9,163.26,94.82,179.4,4.29,171.33,168.59,
4,172.59,167.88,18.61,174.89,167.52,103.16,171.35,4.79,171.6,169.41,
5,46.26,164.99,18.36,176.5,170.82,100.99,167.82,5.55,171.36,170.99,
6,15.17,172.73,19.65,178.01,172.38,96.71,168.97,5.96,171.17,173.37,
7,21.27,166.23,21.28,179.2,171.95,95.09,168.13,6.51,170.25,174.34,
8,24.59,169.95,21.18,179.05,171.3,92.94,170.04,7.48,169.53,174.04,
9,22.95,166.66,21.61,177.29,168.44,92.37,173.51,9.23,168.73,174.09,
10,24.55,168.3,21.87,173.01,168.88,83.11,178.2,10.63,168.15,171.8,
11,30.79,163.58,24.57,170.92,166.3,82.38,178.17,12.57,166.36,168.65,
12,29.52,170.54,26.66,168.38,164.29,83.37,178.24,15.66,165.71,166.55,
13,31.62,174.06,28.72,167.85,161.11,60.33,174.75,19.87,164.97,166.54,
14,34.25,179.68,30.68,167.64,160.52,55.42,171.23,21.94,163,165.84,
15,35.52,172.36,35.79,167.5,162.33,56.43,170.72,24.09,161.65,168.28,
16,33.09,169.57,36.06,170.13,163.37,49.96,172.21,28.8,161.29,172.63,
17,36.01,170.14,40.95,173.08,162.46,44.36,169.64,33.23,160.53,176.56,
18,40.92,172.52,45.91,174.33,162.81,44.51,173.04,36.78,160.69,179.16,
19,46.51,179.62,52.6,175.49,164.82,50.22,176.45,44.36,159.36,177.96,
20,51.38,179,59.75,176.63,166.85,57.16,179.07,55.21,160,177.85,
21,50.42,174.81,60.04,177.73,170.61,64.32,172.9,64.21,161.82,178.46,
22,49.88,172.08,58.47,179.07,174.42,72.55,173.82,73.17,165.05,177.59,
23,43.37,173.34,52.45,179.3,177.41,89.24,173.76,87.8,169.73,174.98,
24,39.48,173.28,46.04,178.5,178.25,95.92,166.38,97.99,172.88,175.28,
25,36.29,174.7,40.33,178.34,176.68,109.96,165.62,113.61,174.61,176.2,
26,33.64,177.22,37.1,177.65,178.41,130.33,170.97,129.9,178,175.82,
27,30.58,179.01,32.82,175.83,177.84,139.13,169.64,137.91,178.44,174.7,
28,27.63,176.74,26.43,173.95,176.74,153.01,171.38,148.99,175.93,173.59,
29,25.54,164.09,22.85,171.23,171.4,157.33,173.58,153.63,174.82,170.21,
30,24.69,172.34,21.94,167.72,167.38,163.17,174.58,158.57,174.26,167.53,
31,18.42,178.46,17.09,161.26,159.16,169.07,174.54,160.85,174.53,166.09,
32,15.04,177.48,14.26,156.5,152.05,173.32,169.87,165.82,175.07,163.23,
33,174.32,174.89,2.23,154.61,152.78,174.56,165.87,164.8,174.88,162.94,
