frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka
1,129.71,163.04,11.43,178.03,173.74,60.36,53.94,32.27,163.17,161.28
2,130.55,165.07,11.58,177.59,173.72,45.27,43.05,26.2,163.89,161.21
3,132.09,166.0,11.39,176.75,173.22,38.18,15.64,30.18,165.9,161.19
4,133.1,166.19,10.89,175.71,172.4,117.38,146.82,33.36,167.47,160.72
5,134.73,165.84,9.69,175.54,171.21,105.67,81.68,40.93,171.99,165.18
6,136.72,166.16,9.52,176.07,170.39,48.9,151.2,35.45,173.75,166.92
7,136.4,165.11,8.85,177.03,169.6,28.96,139.66,28.43,173.62,166.87
8,134.5,160.17,9.26,173.75,161.59,83.7,177.28,31.77,173.11,166.26
9,134.96,157.22,11.19,168.51,150.65,124.09,142.93,35.63,173.03,166.58
10,137.86,159.45,13.84,163.25,140.38,147.52,112.24,36.3,172.29,165.66
11,140.26,164.48,15.85,159.91,137.3,83.44,178.4,34.66,172.14,166.31
12,140.11,165.3,18.39,155.95,135.7,25.02,154.0,33.81,172.97,168.93
13,138.44,168.23,20.04,152.12,134.63,1.35,159.7,29.73,173.95,167.47
14,134.15,160.39,21.8,147.93,137.46,29.53,147.37,18.45,173.39,165.23
15,132.53,162.79,24.49,141.84,137.58,44.3,127.46,16.54,172.68,163.72
16,126.47,157.94,25.95,142.69,144.62,61.12,137.33,18.6,175.32,164.67
17,121.9,153.73,26.5,143.39,154.19,77.62,157.48,2.3,177.32,165.7
18,123.93,167.0,28.89,145.49,161.96,77.4,174.4,1.49,179.06,167.37
19,123.63,169.55,32.29,147.55,168.42,37.76,141.03,12.94,178.47,167.39
20,136.77,161.24,33.81,147.8,169.88,5.79,179.97,36.71,178.14,167.35
21,114.7,165.47,34.23,149.53,170.53,135.49,156.27,6.68,175.48,167.56
22,131.88,171.36,34.93,150.43,167.32,47.23,27.59,7.81,173.91,168.03
23,138.57,168.68,37.88,144.76,161.16,91.37,79.3,0.01,173.14,166.25
24,176.2,171.15,47.05,140.79,152.86,112.45,154.6,126.86,171.1,165.31
25,52.52,136.43,53.88,136.2,148.76,72.34,171.17,89.84,170.31,165.56
26,135.09,166.04,64.51,134.65,147.55,62.09,134.25,89.17,171.46,163.53
27,169.22,177.21,77.7,134.95,145.84,61.55,137.43,98.71,172.97,161.6
28,169.15,179.96,83.66,134.02,144.93,49.91,118.17,94.35,173.74,161.15
29,172.8,171.15,91.52,132.74,144.37,99.67,126.65,99.68,174.42,161.1
30,170.03,167.0,93.06,133.39,144.72,137.42,146.05,109.87,173.48,162.01
31,164.62,168.27,93.73,132.06,144.08,156.23,156.45,111.34,174.6,160.87
32,166.55,169.85,94.48,133.34,145.49,155.28,147.07,116.91,175.2,160.46
33,163.0,179.16,92.42,133.86,146.02,154.49,152.78,112.1,176.09,158.63
34,165.76,178.93,91.29,135.49,146.97,163.89,149.78,129.2,176.88,157.79
35,165.04,175.94,89.38,136.11,147.54,134.93,139.52,123.18,177.97,155.18
36,165.73,174.88,82.37,135.98,147.56,112.8,144.67,90.79,179.0,154.2
37,152.73,163.03,66.0,136.59,148.09,43.13,153.41,41.4,179.95,153.86
38,145.68,172.94,50.23,138.81,148.32,11.85,144.9,42.23,179.24,154.21
39,146.53,161.38,42.68,140.14,147.54,2.47,126.33,43.73,179.85,152.64
40,143.34,164.59,30.99,139.5,145.35,29.28,175.68,47.52,178.79,151.15
41,143.32,164.74,27.04,138.88,145.88,15.6,162.43,43.74,177.37,150.39
42,138.7,162.02,20.25,141.8,151.84,30.88,149.38,43.43,176.9,151.54
43,140.11,165.55,15.69,146.61,160.82,33.53,171.14,43.5,177.57,155.03
44,139.6,161.51,8.47,151.7,169.42,16.15,125.17,42.85,178.13,158.8
45,140.43,169.45,5.63,154.47,175.9,3.19,128.22,32.88,177.28,162.22
46,141.4,170.35,4.44,155.24,176.85,7.92,138.72,27.08,176.17,162.74
47,139.21,171.05,2.6,153.45,172.84,11.02,178.97,27.13,174.97,163.42
48,137.76,170.57,1.97,152.87,166.75,13.39,179.18,23.89,172.82,162.62
49,136.51,165.79,1.9,152.35,159.21,26.13,151.99,23.01,171.8,161.7
50,137.11,165.99,1.98,152.78,152.14,41.16,175.08,19.84,170.99,161.68
51,136.38,168.01,1.23,154.07,147.56,82.69,148.23,14.32,169.5,161.31
52,136.0,167.09,1.65,155.97,144.16,68.62,102.94,20.49,168.69,161.93
53,134.11,164.95,1.64,159.22,143.17,78.77,148.04,16.23,168.47,162.5
54,133.54,162.34,3.14,163.01,146.02,91.95,142.62,13.87,168.2,162.75
55,134.84,163.73,5.39,169.4,155.73,105.97,89.04,2.87,168.16,160.25
56,133.66,164.65,5.8,172.16,160.36,93.42,131.75,4.51,168.24,159.53
57,132.55,166.03,5.64,176.76,166.49,86.07,106.64,7.84,171.01,166.87
