frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,148.49,171.27,10.39,163.65,154.85,92.44,173.24,3.06,152.59,129.75,4
2,151.54,171,9.71,161.09,152.2,88.53,173.09,5.14,150.68,127.85,
3,155.15,178.94,10.04,158.74,149.28,81.58,160.02,5.96,146.21,122.2,
4,157.3,176.09,12.62,158.58,148.74,79.89,151.27,6.55,146.61,124.38,
5,156.3,176.27,16.78,162.61,153.99,91.35,169.73,6.8,151.21,134.79,
6,154.29,176.47,20.99,167.17,161.35,60.27,164.33,18.47,152.79,132.99,
7,148.82,177.45,23.54,170.8,168.4,69.32,143.96,19.38,156.81,138.3,
8,134.71,175.45,35.74,172.95,175.63,98.85,136.37,31.72,160.65,146.02,
9,127.83,178.37,43.67,174.76,177.99,85.45,145.93,48.61,163.84,154.39,
10,120.07,174.68,48.27,174.16,175.19,75.64,143.12,58.32,165.9,162.36,
11,119.06,179.24,50.27,174.96,172.95,28.68,148.29,59.66,167.35,167.21,
12,107.08,175.59,56.31,176.78,172.69,110.07,175.94,54.26,170.1,171.81,
13,94.85,161.07,53.63,179.38,172.04,11.91,151.46,61.08,171.6,173.85,
14,20.88,70.3,55.7,178.86,169.09,36.04,173.41,58.34,172.05,173.93,
15,2.47,175.27,59.09,178.03,166.75,42.59,174.3,60.97,172.18,173.92,
16,14.94,179.36,58.54,174.44,168.94,42.95,179.36,64.01,172.73,173.93,
17,24.03,167.26,63.76,171.81,168.29,40.75,173.48,65.61,172.63,173.68,
18,26.27,167.06,61.61,167.3,168.77,39.87,168.59,65.74,173.42,173.92,
19,30.63,167.51,62.57,162.42,173.09,49.02,173.47,76.24,173.33,173.9,
20,37.25,173.37,65.64,161.32,171.09,57.91,172.99,89.47,173.3,175.24,
21,40.22,179.39,65.59,159.5,172.39,60.95,168.49,91.11,173.02,176.34,
22,40.14,174.4,64.4,157.91,174.54,62.77,166.88,94.33,172.69,178.18,
23,41.77,175.88,65.74,156.33,178.22,62.5,163.52,93.93,173.6,179.17,
24,39.81,176.37,62.45,155.53,175.23,64.91,166.87,93.6,173.03,177.75,
25,42.06,173.3,62.19,157.3,171.71,70.04,164.98,96.09,170.36,177.89,
26,44.66,172.93,64.93,159.15,171.03,78.19,166.89,101.19,167.63,176.58,
27,49.62,171.88,69.47,159.83,169.21,86.73,172.54,107.38,166.62,176.45,
28,54.02,171.53,75.65,160.42,168.05,96.94,178.65,112.46,167.08,178.89,
29,61.05,173.75,81.95,161.12,169.53,100.88,179.61,115.78,168.81,178,
30,67.41,173.79,89.81,163.1,171.92,108.15,178.15,124.92,170.34,172.5,
31,80.95,176.86,105.38,166.04,177.88,115.52,174.85,134.17,171.17,167.94,
32,84.47,168.33,108.71,169.73,178.17,116.96,174.76,134.77,172.6,166.52,
33,115.34,179.5,126.54,173.3,177.39,124.82,178.09,139.8,171.88,165.43,
34,171.09,150.65,150.04,175.75,178,123.68,177.37,136.84,170.86,166.29,
35,164.1,166.09,164.1,178.38,179.14,124.39,180,135.87,171.95,169.58,
36,170.59,134.73,160.29,179.74,179.97,118.8,179.91,129.15,172.22,172.1,
37,172.16,171.25,176.59,177.22,178.75,115.04,179.66,126.33,172.82,173.52,
38,178,178.13,178.14,176.49,178.61,117.92,177.08,128.62,173.91,175.98,
39,161.51,167.21,178.92,173.11,177.01,114.58,169.22,124.41,173.84,177.64,
40,145.38,176.95,179.32,171.71,174.43,100.3,178.74,109.89,173.29,176.59,
41,135.06,167.19,111.58,167.39,171.03,73.43,179.06,75.12,165.36,157.23,
42,45.87,179.29,38.67,163.67,164.13,62.02,174.56,61.74,163.69,157.65,
43,64.61,169.41,58.53,154.97,157.82,53.9,164.41,45.67,159.98,155.7,
44,45.17,178.92,39.52,152.43,153.57,39.59,172.14,35.84,150.49,145.01,
45,108.7,146.52,15.76,150.34,148.53,44.5,168.94,32.11,149.75,144.95,
46,107.62,166.74,7.99,149.55,147.11,43.49,161.21,14.11,149.04,141.57,
47,107.95,152.86,2.84,148.69,146.06,76.68,152.76,7.39,147.46,138.23,
48,95.82,177.58,0.72,146.97,144.25,72.77,137.37,4.39,148.38,137.54,
49,95.16,159.65,0.79,147.63,146.84,126.23,154.35,0.77,151.5,138.94,
50,87.61,163.28,1.83,147.76,148.62,145.07,171.8,0.26,153.91,141.41,
51,90.95,150.69,3.43,147.97,151.32,149.74,176.54,0.83,156.87,145.58,
52,94.4,141.52,5.57,150.14,156.7,134.88,167.58,4.82,159.43,149.82,
53,93.11,141.75,8.02,153.48,161.61,137.56,176.66,2.3,163.85,153.06,
54,93.35,136.21,11.28,156.44,164.74,98.64,102.2,1.9,166.94,154.73,
55,97.38,138.01,11.72,159.31,165.56,56.05,139.19,0.35,169.19,155.45,
56,98.48,136.13,11.33,161.74,167.05,65.01,137.63,0.79,169.71,153.21,
57,103.02,138.2,13.4,164.57,166.77,47.51,150.48,1.78,172.28,149.5,
58,107.99,145.47,14.15,166.15,166.57,61.36,152.95,0.97,173.38,153.31,
59,112.42,147.62,13.95,166.82,165.18,79.35,144.33,0.16,171.34,152.53,
60,116.89,150.95,13.17,168.08,166.46,70.51,143.58,0.82,170.56,152.55,
61,121.41,156.67,12.47,170.12,169.4,87.78,168.14,1.71,170.32,151.68,
62,125.37,155.49,11.14,172.98,172.73,95.14,160.63,1.78,169.12,156.96,
63,129.35,155.92,10.23,174.91,174.24,93.51,159.41,2.26,167.53,159.1,
64,135.59,162.74,9.69,176.19,174.11,96.83,171.92,2.22,166.55,163.73,
65,139.9,169.2,9.46,178.28,176.66,103.86,168.69,3.66,166.91,169.39,
66,141.92,167.53,9.53,179.74,177.52,102.27,167.64,4.39,168.48,175.15,
67,144.04,163.98,8.43,178.1,178.23,138.57,81.58,4.86,169.67,178.37,
68,145.81,165.07,7.91,177.3,176.7,143.52,172.18,4.44,170.22,178.48,
69,147.44,166.7,7.9,177.06,173.58,116.06,176.61,3.93,170.95,177.19,
70,147.95,166.18,8.28,176.05,170.36,109.39,172.62,4,171.03,175.82,
71,149.7,167.58,8.25,175.78,164.2,101.45,162.19,3.03,171.16,173.81,
72,151.91,170.5,8.5,175.78,155.88,103.04,159.58,2.98,171.42,173.33,
