frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,167.04,177.45,2.23,164.99,169.5,163.31,141.43,2.55,179.19,176.8,2
2,166.68,176.09,2.03,165.54,170.29,169.87,172.21,2.81,179.92,176.6,
3,165.48,174.52,1.36,166.08,171.14,167.77,163.84,3.02,179.62,176.58,
4,165.47,174.19,1.02,166.7,172.14,170.92,175.65,3.17,179.34,176.53,
5,165.56,174.19,0.85,167.19,173.21,172.05,179.33,3.25,179.18,176.25,
6,165.84,174.83,0.97,167.47,173.9,170.3,178.11,2.11,178.31,175.35,
7,166.16,175,1.03,167.76,174.24,170.19,179.26,2.31,177.96,175.1,
8,166,175.28,0.93,167.75,174.46,170,177.08,2.34,178.08,175.21,
9,165.92,174.18,0.76,167.82,174.79,170.13,174.97,2.53,178.3,175.04,
10,165.35,173.75,0.65,167.53,174.24,170.86,176.9,3.01,178.13,174.98,
11,164.43,173.27,0.29,167.93,174,171.24,173.37,3.07,178.48,175.39,
12,163.84,172.83,0.18,167.84,173.65,170.77,171.66,3.37,178.58,175.66,
13,162.75,172.46,0.03,167.89,173.4,163.75,157.88,3.49,178.96,175.99,
14,161.63,173.13,0.17,167.29,172.06,158.13,147.82,3.3,178.97,175.41,
15,161.2,174.05,0.01,166.86,171.1,158.45,141.66,3.29,178.98,175.57,
16,161.26,175,0.46,165.85,169.53,167.92,179.81,3.15,178.49,175.23,
17,160.71,174.83,0.64,165.06,168.19,162.7,166.2,3.79,178.73,174.91,
18,160.1,176.17,0.75,164.64,167.16,161.42,155.19,3.23,178.96,175.14,
19,159.16,178.31,0.71,164.51,166.49,152.81,147.98,2.92,179.53,175.27,
20,157.79,178.63,0.6,164.34,165.95,124.84,88.62,3.12,179.74,175.21,
21,157.26,179.12,0.71,164.72,165.73,142.29,151.4,2.75,179.94,175.24,
22,156.46,179.58,0.87,164.52,164.77,145.23,169.18,1.56,179.81,175.24,
23,155.9,179.03,1.4,163.91,163.38,146.29,169.74,2.39,179.87,175.25,
24,154.65,178.23,1.37,163.7,162.64,147.24,137.53,2.36,179.4,175.61,
25,152.85,176.94,1.17,163.47,161.81,141.74,161.24,2.33,179.1,175.53,
26,150.74,175.49,1.05,162.51,160.27,58.73,177.29,3.65,179.45,175.26,
27,149.62,175.63,0.91,161.49,158.44,59.04,177.25,3.12,179.4,175.35,
28,148.25,175.96,0.66,160.39,157.35,59.83,172.79,0.72,179.96,174.18,
29,146.34,175.41,0.15,158.75,156.13,53.28,95.08,1.42,179.85,173.75,
30,144.91,174.91,0.09,157.03,153.69,67.02,175.81,0.56,179.61,173.52,
31,144.07,174.52,0.3,155.11,151.17,63.03,158.95,0.08,178.67,171.6,
32,143.97,175.78,0.14,153.09,149.82,50.58,172.39,0.04,177.33,169.13,
33,140.4,169.9,0.31,151.99,150.45,51.66,177.64,3.38,176.97,167.99,
34,138.73,165.05,1.04,153.04,155.05,54.73,168.43,7.11,177.65,168.06,
35,136.8,163.96,1.86,153.59,160.4,61.05,157.16,17.32,178.38,168.73,
36,136.01,172.9,2.29,154.75,165.22,164.94,154.43,1.27,179.85,169.76,
37,133.19,169.02,2.79,156.75,171.28,164.11,166.58,0.25,178.52,170.46,
38,131.28,165.45,3.48,157.43,174.62,169.33,171.28,2.15,176.93,171.74,
39,130.48,163.69,4.82,157.81,174.22,168.48,177.71,3.73,175.19,172.68,
40,128.89,159.54,5.73,158,171.6,171.36,173.18,2.14,173.34,172.7,
41,129.53,164.48,7.58,156.46,168.3,165.52,177.58,1.72,171.67,172.9,
42,130.37,172.14,10.43,154.05,164.05,107.91,157.9,2.34,171.42,171.21,
43,135.32,173.19,15.2,151.54,158.71,64.14,142.38,8.25,171.15,170.09,
44,143.22,174.02,19.22,151.53,156.67,74.72,126.95,11.55,170.3,169.23,
45,152.82,169.39,26.35,153.79,157.46,175.3,167.59,173.11,170.56,167.53,
46,154.23,153.46,36.36,155.4,159.73,166.17,170.95,179.75,169.58,168.94,
47,151.39,178.65,45.65,158.13,163.22,168.84,177.49,178.6,169.85,169.59,
48,150.32,172.8,60.85,158.62,165.09,162.8,179.87,174.39,169.86,170.14,
49,116.63,121.76,70.8,160.25,166.81,163.43,175.55,173.98,169.85,170.52,
50,101.84,147.51,74.73,160.76,167.91,157.55,168.89,172.12,169.67,170.5,
51,90.23,153.08,82.36,161.51,168.09,148.54,162.84,166.6,169.54,170.7,
52,92.1,159.74,90.24,162.13,167.98,146.01,162.34,165.29,169.21,171.21,
53,93.43,173.14,93.34,162.55,167.85,143.96,164.69,162.46,168.34,172.13,
54,88.84,173.01,96.25,163.74,168.3,139.66,166.01,158.39,168.06,171.27,
55,85.65,163.42,97.04,163.75,168.48,123.27,162.13,147.04,168.72,170.44,
56,77.64,166.51,87.31,164.27,168.78,117.06,162.14,141.18,168.5,170.45,
57,68.51,168.44,81.28,164.02,168.77,111.76,161.85,135.84,169.29,169.3,
58,60.69,160.52,73.64,163.49,168.44,99.61,165.41,122.06,169.83,168.62,
59,52.68,161.36,61.91,163.25,168.14,91.95,165.06,113.46,170.58,166.98,
60,51.3,159.39,55.03,163.92,168.49,86.21,165.6,106.23,170.07,166.33,
61,51,161.51,46.09,164.06,167.85,79.42,162.75,99.79,170.87,164.42,
62,59.29,169.5,36.68,162.34,165.32,28.68,114.8,92.84,173.09,161.84,
63,62.55,158.04,29.24,160.28,162.07,107.58,170.27,83.17,174.59,161.43,
64,78.72,168.99,24.29,158.27,159.94,64.47,146.18,49.9,175.16,161.3,
65,90.49,153.41,18.97,157.93,160.16,57.99,137.85,32.1,176.09,161,
66,100.56,144.96,14.15,158.68,162.27,145.58,167.04,2.69,175.86,162.46,
67,111.05,159.99,10.26,158.42,163.58,155.72,176.42,4.05,176.1,164.47,
68,122.82,167.61,7.42,160.87,169.6,145.37,160.79,1.8,176.8,165.43,
69,125.16,159.6,4.76,162.87,175.5,161.41,174.68,2.5,179.56,165.12,
70,130.03,158.63,2.84,162.87,176.44,169.66,174.2,3.37,178.21,165.57,
71,131.12,158.37,2.21,161.14,170.96,169.42,179.59,3.41,176.02,164.21,
72,129.71,156.68,0.86,160.46,161.48,160.08,179.11,1.07,173.81,161.95,
73,127.91,156.54,0.36,159.22,153.8,156.9,177.2,0.12,170.42,157.9,
74,126.9,154.69,0,158.83,145.31,160.01,146.39,0.17,168.78,157.04,
