frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,type
1,154.27,174.17,24.0,176.87,169.44,40.81,160.84,11.26,166.18,164.66,4
2,154.46,174.02,25.0,176.85,170.52,170.63,169.48,13.08,165.06,163.27
3,156.7,172.23,26.08,177.55,172.12,113.75,132.12,7.27,164.54,161.37
4,157.91,171.97,27.61,177.12,171.12,132.54,176.25,7.0,162.66,157.36
5,158.57,174.33,27.66,176.47,167.3,136.0,175.41,6.11,161.29,151.51
6,159.99,177.84,27.71,176.29,164.29,139.43,178.0,3.78,160.7,146.88
7,161.33,177.25,27.12,174.4,160.35,145.55,168.25,0.26,159.17,144.4
8,165.02,178.78,26.67,174.53,159.7,134.31,165.35,0.17,158.47,144.79
9,164.45,175.38,26.52,174.75,160.21,177.43,177.6,1.37,159.34,146.62
10,167.5,174.05,24.65,177.97,165.73,156.54,164.13,0.44,162.91,153.87
11,173.45,178.27,23.68,178.78,171.59,136.39,166.0,2.11,165.41,159.56
12,178.97,175.03,22.45,177.15,173.94,77.2,148.42,4.25,167.42,163.29
13,171.64,175.03,18.18,177.43,173.27,42.44,179.05,8.51,169.52,168.22
14,161.31,176.32,14.82,176.87,173.22,32.63,163.42,12.48,172.25,173.03
15,150.64,177.67,12.6,176.99,172.79,31.08,161.9,16.01,172.75,173.69
16,141.85,171.73,11.41,176.56,174.01,30.58,175.32,19.13,173.86,174.63
17,116.0,169.65,8.85,175.86,176.59,31.09,177.04,26.86,175.37,175.59
18,88.43,136.11,6.64,174.31,178.37,38.77,177.55,37.94,176.8,177.04
19,142.18,141.17,4.2,173.69,168.85,46.97,175.67,51.54,177.69,178.28
20,151.46,168.16,2.47,173.45,158.54,57.35,169.46,68.61,178.97,179.42
21,118.77,161.38,3.33,172.96,136.3,76.88,176.99,91.16,179.82,179.72
22,150.27,165.86,2.33,174.33,77.74,94.25,169.93,107.94,179.61,179.69
23,98.48,171.8,1.05,176.72,161.02,98.74,171.39,116.63,179.12,179.15
24,84.3,177.28,0.28,178.36,171.19,98.16,176.13,119.14,178.5,177.62
25,82.44,161.64,2.28,178.51,172.81,101.93,179.25,124.65,177.63,176.0
26,64.05,173.57,3.54,178.86,170.12,101.94,178.32,124.47,177.59,175.4
27,60.25,171.2,5.95,178.64,168.59,100.82,175.53,125.04,177.71,174.45
28,55.01,171.47,8.05,178.57,166.14,99.77,177.05,121.69,178.44,174.07
29,51.04,170.03,15.16,178.76,168.64,98.57,169.71,113.27,179.86,174.23
30,46.52,179.55,21.8,178.58,169.44,108.67,168.71,108.87,178.45,175.92
31,42.43,168.48,29.51,179.4,174.55,115.86,169.47,104.86,176.17,178.16
32,44.68,173.84,42.72,178.62,179.93,110.13,160.7,92.65,173.73,178.11
33,57.64,161.89,70.25,177.7,178.61,111.43,146.62,86.17,171.48,176.77
34,71.97,156.63,106.34,177.41,177.88,114.77,130.79,81.96,169.51,175.89
35,110.59,132.09,81.74,165.18,179.31,123.06,121.14,140.04,172.1,170.1
36,147.22,101.14,153.48,173.92,177.8,104.4,120.59,65.82,163.13,172.39
37,177.95,121.86,171.51,174.89,176.68,114.49,114.62,90.37,159.57,172.96
38,177.8,179.73,170.17,173.68,176.83,92.48,135.56,81.74,156.99,171.11
39,172.6,162.35,170.13,171.03,176.19,122.69,162.87,122.74,154.29,169.42
40,166.28,167.32,170.7,170.07,173.7,143.63,157.59,145.73,154.13,169.04
41,130.89,170.91,169.57,169.71,170.57,153.06,138.46,157.27,156.35,172.23
42,98.77,120.62,175.49,171.61,172.31,110.13,171.46,114.76,158.58,167.7
43,74.3,135.97,162.57,172.33,169.01,63.21,172.13,71.73,159.35,168.05
44,16.52,154.89,21.56,169.59,165.93,35.13,173.18,43.75,154.8,159.71
45,132.73,165.08,6.47,167.4,164.45,22.4,174.25,30.6,149.96,151.83
46,143.22,160.96,2.56,165.47,164.34,22.49,178.54,25.23,147.25,151.23
47,146.07,158.52,0.58,164.14,163.01,59.97,73.4,28.33,148.41,152.18
48,150.51,163.72,3.98,162.63,161.8,170.81,168.06,27.14,145.94,150.39
49,150.24,169.4,4.14,162.97,161.49,176.01,170.06,25.59,144.26,147.09
50,150.23,173.78,4.07,163.25,161.25,176.28,167.17,25.76,144.76,148.18
51,147.28,170.82,2.41,163.48,159.72,176.45,175.03,20.6,147.87,149.57
52,144.72,164.27,1.45,165.53,160.42,155.11,167.65,15.53,150.78,154.99
53,142.14,160.18,1.64,167.66,162.01,101.02,113.02,12.5,153.43,161.58
54,140.54,167.7,6.34,168.52,163.09,74.65,105.08,11.92,156.78,170.15
55,137.91,172.23,11.32,170.1,163.44,55.31,170.61,11.3,159.01,174.74
56,135.63,170.7,15.76,171.93,163.18,27.33,169.71,9.63,161.21,175.22
57,134.77,172.01,20.87,173.94,162.64,24.21,32.57,9.63,163.75,173.5
58,136.7,169.73,22.23,175.52,161.89,177.41,167.75,10.92,165.57,169.83
59,135.18,169.98,23.63,176.22,162.03,173.91,169.76,11.95,167.32,164.89
60,130.72,165.95,26.03,177.17,162.29,172.42,151.2,11.43,168.16,159.54
61,127.13,168.93,27.78,177.88,163.08,131.33,175.46,3.49,168.04,158.16
62,121.51,169.69,27.98,177.61,165.57,100.67,145.41,4.84,167.89,159.04
63,113.13,168.45,27.31,177.24,167.5,80.66,97.46,5.06,167.62,160.34
64,104.85,170.35,25.65,177.55,170.52,90.77,175.39,5.47,168.04,162.78
65,96.95,179.49,24.37,178.18,172.88,51.47,164.59,21.34,169.44,166.22
66,93.95,178.13,24.25,177.92,172.77,60.02,160.76,14.39,170.71,170.31
67,97.1,168.25,23.97,178.19,173.16,66.14,150.97,6.07,171.32,172.17
68,102.41,174.73,23.5,178.59,172.04,34.07,91.29,28.2,171.93,173.79
