frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,152.1,173.92,4.64,147.77,152.6,81.86,159.57,15.22,168.67,156.68,2
2,152.18,174.52,3.79,147.14,153.19,75.4,120.35,9.79,166.53,156.44,
3,152.61,175.63,4.13,147.02,153,76.88,111.66,7.03,165.05,158,
4,153.09,175.25,3.88,146.46,152.22,78.74,118.86,7.38,165.53,160.31,
5,152.84,174.5,3.42,145.14,151.78,136.15,174.12,4.6,166.06,160.78,
6,155.81,176.92,1.15,143.38,151.31,127.58,151.08,7.15,165.47,157.7,
7,157.28,177.11,1.27,142.09,151.39,115.44,102.77,9.02,166.68,157.63,
8,157.19,175.94,3.26,140.07,152.13,116.12,92.26,11.18,167.16,156.29,
9,158.05,177.63,5.47,135.79,147.05,167.02,179.05,4.18,167.82,154.14,
10,155.77,179.53,7.51,130.72,140.69,101.53,159.56,18.93,166.65,152.69,
11,155.99,177.08,9.4,125.97,133.1,161.14,177.56,12.97,168.78,155.45,
12,157.7,174.83,11.62,127.75,131.69,162.7,176.72,13.71,172.19,160.3,
13,160.77,176.32,11.87,134.22,135.16,104.2,165.57,51.27,176.7,165.51,
14,162.59,174.69,13.73,138.09,137.92,100.79,174.55,16.36,176.98,165.01,
15,169.24,175.23,16.47,144.08,141.22,138.46,179.72,82.25,174.49,160.45,
16,167.73,172.17,16.47,149.65,143.61,130.28,145.86,80.7,172.61,157.93,
17,173.54,177.14,23.89,147.3,140.39,146.11,171.85,94.46,168.46,155.93,
18,172.4,176.17,28.88,145.36,136.6,151.98,173.66,100.16,163.47,152.04,
19,172.86,179.51,34.91,143.68,135.54,175.79,172.93,129.79,164.28,154.71,
20,171.14,178.24,39.46,143.02,136,160.07,165.49,141.67,171.91,156.17,
21,171.06,179.22,45.51,140.98,140.92,150.09,167.33,151.39,172.35,154.99,
22,163.31,173.92,49.93,138.05,145.91,165.8,179.8,150.86,176.08,155.25,
23,163.76,167.4,51.15,140.23,155.54,164.7,175.66,157.8,178.76,157.23,
24,170.13,177.23,57.7,140.66,163.98,153.43,121.29,73.41,174.45,160.73,
25,174.45,179.31,60.5,145.28,173.25,128.28,136.17,89.57,168.46,160.98,
26,175.56,162.17,60.87,148.81,175.31,118.52,173.72,113.85,167.77,160.95,
27,155.57,145.84,56.72,149.47,171.56,136.45,174.82,128.9,167.22,159.61,
28,168.85,153.87,71,142.8,166.92,143.23,153.11,169.57,165.73,155.36,
29,169.68,149.72,78.65,137.88,158.66,66.39,75.21,149.88,167.39,149.35,
30,154.95,161.03,86.09,126.31,146.31,113.98,128.64,147.11,170.62,138.08,
31,123.87,160.4,86.5,116.28,137.12,105.39,161.22,134.72,173.11,137.11,
32,87.6,163.99,80.31,113.69,134.81,86.96,167.96,106.42,172.55,140.31,
33,70.09,160.91,74.21,112.34,132.6,53.75,168.8,92.54,174.53,139.2,
34,60.19,164.35,64.73,112.22,131.46,38.47,162.65,83.17,175.74,141.68,
35,57.2,177,60.72,112.36,133.84,6.01,120.49,80.72,178.92,142.88,
36,63.71,173.4,51.24,115.86,135.72,33.79,65.49,78,179.62,142.46,
37,82.46,159.53,44.26,117.85,137,66.55,65.85,72.93,175.87,139.94,
38,112.61,147.54,39.1,121.96,141.11,111.42,68.17,63.51,172.59,138.35,
39,138.87,168.15,34.63,126.17,144.94,149.72,167.78,55.87,172.85,141.72,
40,156.2,174.37,30.98,129.32,146.29,137.37,164.36,47.12,172.06,142.9,
41,161.13,179.65,23.58,133.44,148.47,105.8,107.58,41.68,172.82,144.41,
42,157.93,171.95,16.81,135.73,149.15,109.85,61.09,30.74,173.05,146.15,
43,157.27,177.75,11.37,135.62,148.59,103.14,75.3,23.27,169.24,143.22,
44,159.98,178.28,8.24,138.16,148.26,101.12,66.29,21.49,166.62,140.97,
45,160.35,173.99,4.72,142.27,148.51,145.44,107.37,19.17,168.11,142.37,
46,161.17,175.14,2.97,143.44,150.45,169.35,178.26,0.77,168.06,143.87,
47,163.65,176.2,3.81,145.79,156.53,174.61,175.97,5.89,166.19,140.18,
48,164.74,179.03,3.38,149.37,164.85,165.76,157.41,4.41,163.98,137.71,
49,164.83,179.99,2.2,153.03,173.67,166.15,177.14,3.35,160.47,133.8,
50,164.26,176.34,0.98,153.94,169.86,165.49,179.47,2.3,162.17,139.19,
51,163.61,176.96,0.35,154.68,162.82,164.52,177.66,3.58,163.47,147.25,
52,162.14,176.76,1.24,151.76,153.17,163.32,176.88,0.78,160.83,148.46,
53,160.82,177.48,1.12,149.67,143.44,164.97,179.18,1.61,159.87,151.3,
54,158.81,177.41,1.37,154.09,141.71,162.4,175.24,0.33,160.99,151.06,
55,159.8,178.57,1.64,159.81,143.08,159.86,178.57,0.34,162.88,155.21,
56,157.91,178.26,1.13,165.6,142.04,154.3,177.28,0.02,166.76,161.36,
57,156.36,177.2,1.24,167.55,135.03,145.55,173.67,3.62,167.21,164.28,
58,155.14,178.12,1.45,167.92,129.6,153.26,179.02,4.58,165.51,164.21,
59,153.8,176.74,1.45,169.88,129,155.5,179.99,1.8,162.98,164.38,
60,153.15,177.28,1.17,169.76,160.19,160.18,178.08,1.6,164.91,155.64,
61,151.72,176.45,0.58,167.39,173.68,145.56,165.96,8.22,173.62,140.74,
62,153.03,179.15,1.52,179.5,151.88,153.27,160.38,0.89,160.86,161.51,
63,153.3,178.12,3.3,178.03,151.49,153.89,160.94,3.58,154.63,160.35,
64,153.16,179.56,4.02,176,151.94,164.17,176.97,1.49,151.48,159.2,
65,152.39,177.5,4.96,171.59,149.75,163.2,177.57,0.4,146.96,153,
66,152.07,178.52,2.93,169.91,150.99,158.21,177.69,0.93,140.26,145.33,
