frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,119.72,153.61,15.42,174.51,171.79,9.21,83.5,29.18,164.46,158.56,3
2,121.59,153.78,15.08,175.79,172.45,45.93,55.04,34.48,165.24,160.08,
3,124.45,154.94,14.33,177.14,171.64,95.22,1.44,40.45,166.52,161.96,
4,130.36,158.15,14.32,176.5,169.59,81.67,32.61,42.29,167.92,163.28,
5,136.03,162.16,13.26,176.49,167.84,85.78,8.46,42.15,168.77,164.17,
6,138.22,165.07,13.53,173.66,160.55,45.14,91.54,42.96,168.85,163.66,
7,139.75,165.23,15.35,168.24,151.54,45.21,12.5,43.47,168.44,162.92,
8,142.55,163.41,18.31,164.43,145.36,68.55,41.88,44.66,168.58,162.49,
9,142.94,163.58,19.11,161.6,140.39,80.5,73.55,35.18,169.5,162.4,
10,140.41,160.9,20.22,158.84,139.32,91.73,50.14,37.32,169.58,163.64,
11,139.25,160.9,21.22,153.2,136.14,63.24,55.27,40.61,171.81,165.02,
12,135.33,160.47,21.49,147.64,137.26,108.8,37,39.51,171.94,164.35,
13,131.06,156.29,22.68,143.93,139.73,50.33,150.88,37.18,173.13,163.51,
14,133.88,156.21,25.11,144.45,146.41,46.33,46.5,36.34,174.33,163.32,
15,136.87,161.76,28.38,148.22,157.16,46.58,45.48,36,176.97,164.54,
16,137.54,167.54,30.33,151.49,166.81,32.01,157.67,43.2,179.61,166.07,
17,131.98,167.85,32.61,152.98,171.98,14.94,120.71,48.33,178.44,166.27,
18,128.98,168.44,35.19,154.26,173.14,54.23,60.64,51.36,175.52,166.63,
19,79,164.41,39.01,152.08,169.19,50.37,138.16,57.87,174.18,164.91,
20,51.22,157.6,45.86,150.19,161.59,4.85,114.16,43.22,172.21,162.68,
21,62.34,160.74,50.92,148.09,157.78,131.4,163.02,123.81,172.44,160.36,
22,44.23,139.2,56.92,148.92,158.11,75.97,166.17,94.63,171.57,158.7,
23,38.59,134.33,62.2,149.57,155.73,45.03,155.48,62.23,172.45,156.56,
24,47.72,130.47,69.26,148.15,154.02,73.02,163.8,81.78,172.78,156.82,
25,44.06,126.26,80.09,150.89,157.17,48.72,142.32,87.82,173.2,156.4,
26,145.1,158.21,87.2,152.5,157.8,60.97,158.97,100.65,173.15,157.2,
27,138.19,162.78,89.14,154.84,160.27,94.8,141.21,103.6,173.21,158.49,
28,162.27,147.36,104.85,156.55,161.78,129.21,178.55,100.07,172.6,159.35,
29,171.46,157.9,112.86,154.29,159.5,96.34,173.03,91.48,173.67,158.39,
30,171.32,159.01,116.68,154.78,160.51,120.71,158.63,96.34,174.12,158.31,
31,171.5,149.76,117.03,155.37,161.01,127.44,175.63,93.19,173.61,159.21,
32,171.2,154.39,115.4,155.35,161.03,125.28,172.13,92.8,173.39,158.91,
33,168.53,166.75,108.5,155.75,161.53,122.89,171.89,94.81,173.62,157.31,
34,162.58,165.98,102.88,154.93,160.88,126.95,165.37,93.93,173.6,156.04,
35,171.8,177.46,100.45,153.49,159.46,124.33,168.6,93.27,175.66,152.93,
36,157.86,179.84,82.71,153.2,158.29,70.07,175.26,62.86,176.78,150.57,
37,147.33,175.56,70.25,151.26,156.41,45.45,171.63,46.59,178.99,146.03,
38,143.48,171.77,59.72,151.48,155.79,48.04,144.23,54.03,179.28,145.1,
39,118.8,160.51,38.53,151.52,157.23,17.67,115.51,42.18,179.44,145.58,
40,113.1,151.04,27.18,153.6,161.28,13.21,101.08,28.46,178.34,149.78,
41,119.62,155.09,19.49,155.07,166.33,150.62,175.07,11.4,178.38,153.57,
42,130.67,166.85,16,157.26,170.52,139.42,162.55,1.91,179.21,157.95,
43,134.06,166.33,11.44,158.57,175.09,151.42,169.3,0.28,179.13,160.16,
44,138.83,164.97,9.64,158.72,175.58,16.84,161.18,32.63,176.85,160.23,
45,141.81,171.57,6.82,159.22,173.02,22.51,155.46,40.19,176.28,161.37,
46,142.49,171.16,5.55,158.79,166.85,11.79,114.06,18.58,175.84,162.53,
47,138.82,170.56,4.1,157.25,160.49,27.09,105.36,14.53,172.96,160.59,
48,135.93,167.4,3.24,156.83,154.83,104.23,167.75,2.98,169.63,159.46,
49,136.5,165.55,4.1,157.94,150.7,138.08,147.12,1.95,167.3,159.23,
50,131.91,163.07,3.53,158.75,147.44,96.48,155.18,4.75,164.36,157.81,
51,133.16,162.18,4.82,160.96,144.93,126.93,92.72,1.49,164.11,158.5,
52,133.86,160.47,6.77,164.89,150.14,121.42,165.5,0.95,163.45,156.16,
53,133.66,161.56,8.01,168.77,151.2,58.85,170.79,4.55,164,156.87,
54,133.08,161.13,9.02,171.53,150.99,49.54,175.55,5.37,168.31,164.16,
55,133.44,163.28,9.97,172.8,151.63,60.2,159.96,8.18,167.91,165.48,
56,133.95,163.35,11.93,175.63,157.15,57.05,131.54,11.04,165.72,165.24,
57,131.38,160.03,13.44,178.23,163.99,59.85,120.36,11.98,164.6,163.88,
