frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,116.57,161.97,18.76,176.39,159.04,149.9,173.74,10.7,172.57,176.15,4
2,117.63,176.94,19.41,176.2,162.57,157.09,171.39,13.39,173.21,177.37,
3,120.15,169.87,18.54,176.4,167.78,123.43,153.75,4.79,173.14,177.62,
4,126,175.96,18.54,176.03,171.35,120.41,170.69,2.82,171.28,173.88,
5,131.01,177.94,16.98,174.96,174.14,123.3,178.48,2.13,168.74,169.09,
6,121.74,175.83,16.37,172.62,173.02,104.43,170.99,0.4,164.96,161.74,
7,99.29,156.83,16.26,171.05,167.92,96.41,169.81,0.09,161.36,155.94,
8,74.99,133.39,16.91,167.2,159.3,85.64,179.02,0.64,159.83,151.74,
9,46.38,166.69,17.44,163.99,152.25,84.67,178.3,1.86,157.82,146.73,
10,36.23,154.82,18,161.48,147.99,82.46,164.53,3.19,156.2,143.8,
11,17.72,112.94,20.36,164.15,151.36,69.35,169.15,6.42,155.25,139.96,
12,0.72,150.01,19.24,166.13,154.95,61.94,146.19,12.57,155.49,140.08,
13,10.58,173.9,22.11,169.94,161.13,49.66,173.96,15.65,156.99,143.67,
14,21.95,178.57,34.66,174.42,169.92,34.49,175.26,19.88,157.94,145.36,
15,32.37,175.51,46.99,176.39,173.62,41.83,172.68,30.64,159.18,148.46,
16,35.58,176.57,48.23,176.65,174.29,44.43,173.75,44.55,161.58,155.97,
17,40.78,178.27,52.61,176.02,173,49.01,176.16,54.23,165.21,164.78,
18,42.89,177.21,53.71,176.54,172.91,53.3,173.32,61.47,168.78,170.91,
19,42.9,179.1,52.73,176.98,172.19,69.59,172.61,78.09,170.78,173.93,
20,44.42,177.57,54.26,178.57,172.99,88.22,173.19,96.44,172.2,175.21,
21,44.69,176.38,55.38,179.08,177.7,107.4,175.84,115.03,174.77,179.6,
22,45.27,177.51,55,175.64,175.33,119.84,174.49,128.13,177.79,176.58,
23,46.23,178.66,56.09,171.18,164.88,137.48,172.8,144.07,179.68,174.18,
24,46.64,179.4,56.44,168.58,158.98,150.98,171.34,154.44,178.21,173.75,
25,45.27,177.84,55.41,166.75,157.89,157.88,171.68,158.58,176.97,173.42,
26,43.15,179.23,52.83,165.66,159.53,162.21,173.02,161.86,176.42,173.55,
27,41.61,179.72,50.87,165.27,164.35,165.9,172.32,163.56,174.99,173.11,
28,36.72,178.49,47.64,164.95,168.14,170.31,171.04,165.01,174.27,172.96,
29,30.13,178.92,41.2,165.48,174.44,172.82,170.09,166.99,174.64,172.84,
30,19.1,180,28.65,167.31,179.63,174.9,173.09,167.22,174.9,172.29,
31,152.61,171.88,5.11,169.05,178.19,177.44,178.94,166.67,175.18,171.26,
32,122.19,154.23,6.66,169.36,179.19,177.64,174.29,165.57,174.98,166.86,
33,32.88,122.02,7.63,170.9,179.59,179.6,175,166.6,176.55,162.16,
34,167.29,178.85,2.38,171.03,177.16,179.27,177.12,167.28,175.73,152.76,
35,174.3,163.56,2.58,170.71,173.97,179.84,177.34,166.03,176.14,145.64,
36,172.64,168.98,166.65,170.78,170.36,178.61,177.95,165.96,177.71,139.53,
37,146.23,173.36,166.11,171.91,169.95,178.75,166.64,165.25,179.34,139.93,
38,2.49,178.32,24.06,173.1,171.6,173.1,169.9,153.93,178.17,150.05,
39,1.59,169.57,27.08,174.18,174.29,156.44,173.01,140.87,173.74,166.26,
40,11.9,165.74,43.87,175.41,176.24,134.39,175.34,125.05,167.65,177.32,
41,5.94,134.7,24.66,176.95,177.6,96.84,178.86,90.13,164.04,179.43,
42,142.07,146.92,156.8,179.44,179.98,71.05,176.99,68.22,160.19,174.75,
43,18.96,24.04,163.07,178.49,177.58,72.78,175.93,68.53,157.13,170.84,
44,170.2,167.56,164.77,175.85,174.29,67.99,177.27,55.5,156.97,167.75,
45,166.3,179.62,168.06,173.93,172.22,66.07,177.39,50.55,156.66,166.03,
46,167.95,173.89,177.55,173.29,167.91,85.81,144.1,39.46,156.18,164.38,
47,141.42,148.27,161.74,170,162.01,68.13,164.01,45.32,153.17,161.17,
48,110.57,177.41,39.88,167.4,159,60.95,164.3,36.83,152.82,158.72,
49,160.76,103.76,44.74,164.81,157.74,51.34,169.46,33.55,151.95,157.07,
50,163.72,169.79,28.82,162.84,155.91,62.36,164.35,28.53,152.71,155.93,
51,156.52,174.86,24.42,161.48,156.22,57.06,162.23,25.33,152.83,154.98,
52,161.28,170.15,21.18,160.45,155.85,69.03,157.58,24.95,152.95,155.59,
53,164.68,174.74,19.33,160.64,157.21,79.22,151.36,23.21,153.11,155.77,
54,160.14,175.69,14.6,159.22,157.63,82.85,160.32,21.06,154.54,157.89,
55,150.55,171.24,6.41,159.65,156.69,78.15,161.16,17.75,156.85,162.17,
56,140.11,166.4,0.34,161.44,155.72,55.82,174.55,15.78,158.58,165.84,
57,136.1,173.74,3.91,164.56,156.86,45.73,178.78,14.62,160.74,168.26,
58,135.77,174.52,6.9,166.35,157.4,45.12,177.87,12.63,161.7,165.31,
59,134.28,178.12,11.51,167.72,158.27,71.1,151.88,11.34,162.35,162.92,
60,133.62,167.99,13.51,171.28,162.4,98.54,130.16,9.6,163.34,160.31,
61,136.88,174,13.42,174.85,167.81,111.86,137.41,7.98,164.55,159.96,
62,136.88,175.37,13.83,176.33,168.5,109.84,164.36,6.18,166.34,162.28,
63,136.45,175.82,13.15,177.84,169.48,110.26,168.47,5.78,166.96,164.89,
64,135.35,177.39,10.93,179.96,171.91,110.62,169.19,4.98,167.66,168.03,
65,127.58,173.39,8.04,178.96,173.23,109.26,178.99,3.14,167.9,172.44,
66,130.16,166.91,7.04,179.47,173.9,121.11,176.67,2.12,168.28,175.38,
67,125.43,171.61,6.51,178.77,174.95,119.52,161.54,3.69,168.04,176.92,
68,127.5,168.82,6.53,179.31,173.42,127.88,164.89,4.42,167.67,176.93,
69,126.9,170.84,6.56,179.91,171.51,125.09,176.51,3.94,167.17,176.75,
70,123.76,174.5,6.39,179.57,169.13,131.96,160.93,6.72,168.14,177.86,
71,122.67,174.07,6.87,179.49,167.77,124.71,168.58,5.04,168.57,177.28,
72,122.05,172.23,7.59,179.04,162.14,116.88,177.91,4.05,168.84,176.57,
73,122.75,171.7,8.3,178.44,159.43,128.14,169.64,4.9,169.11,175.86,
74,122.29,169.69,9.19,179.06,157.14,135.47,172.92,7.46,169.6,175.61,
75,123.32,170.35,9.83,179.45,158.39,140.65,169.96,7.27,169.7,174.81,
76,122.76,169.15,10.01,179.54,162.94,141.72,171.39,8.4,169.97,174.42,
77,120.97,168.21,10.84,178.88,166.66,148.25,156.61,8.38,170.05,173.97,
78,119.17,165.56,11.59,178.71,169.48,148.92,154,8,170.01,173.91,
79,119.7,164.76,11.21,178.58,171.77,147.04,160.18,7.78,169.93,173.87,
