frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka
1,142.15,173.55,0.28,132.1,133.0,134.04,173.73,12.36,169.47,171.73
2,146.16,174.01,0.29,132.72,133.54,138.74,164.63,12.56,169.65,171.72
3,152.18,175.57,1.62,135.31,136.14,141.47,174.24,14.38,169.57,171.38
4,158.99,176.11,4.09,138.11,139.41,142.93,179.61,16.34,169.99,169.8
5,163.11,177.9,4.65,143.81,145.14,149.46,179.79,19.25,170.76,165.74
6,164.11,174.16,3.78,149.06,150.62,151.9,171.89,21.48,172.63,163.05
7,164.34,178.05,3.76,153.61,155.65,155.63,162.18,25.81,175.02,160.27
8,164.6,177.21,4.88,156.35,158.77,158.53,165.54,27.78,177.96,160.16
9,165.42,172.23,6.07,158.71,161.34,158.87,165.93,30.2,178.76,159.62
10,167.47,167.93,6.99,160.81,163.49,159.8,165.74,31.13,177.05,161.01
11,166.45,168.68,7.09,161.37,163.38,164.28,164.85,30.0,173.53,160.5
12,165.28,169.77,7.13,160.48,160.01,167.41,167.44,29.74,173.8,164.4
13,166.15,174.48,7.66,158.87,154.96,167.79,169.87,31.04,174.53,163.45
14,166.54,177.33,8.69,153.8,147.94,170.53,177.44,30.96,175.99,164.52
15,171.86,174.3,12.29,147.96,142.04,171.63,170.01,30.3,177.03,165.51
16,174.97,177.58,15.16,144.02,141.8,169.18,173.72,31.31,178.01,166.17
17,174.96,178.55,16.19,144.73,145.67,168.47,173.58,30.95,178.86,167.6
18,173.62,179.97,18.24,142.1,148.31,165.78,174.98,31.33,177.29,168.28
19,170.0,176.79,20.91,140.12,154.31,163.82,174.34,30.77,177.11,168.01
20,169.11,175.31,23.47,138.95,159.68,163.3,176.27,30.48,177.19,166.69
21,178.36,174.34,30.35,139.83,164.99,164.5,174.48,29.11,175.29,165.83
22,178.2,174.11,35.87,140.93,167.87,165.73,178.01,27.73,174.37,165.6
23,167.88,168.45,46.57,143.7,169.07,168.43,176.63,25.79,173.08,164.19
24,155.99,171.09,61.59,142.79,164.7,168.34,176.52,26.26,169.6,164.19
25,164.8,163.87,69.71,139.46,155.55,166.81,175.54,27.89,167.38,162.81
26,177.67,163.7,74.74,131.94,146.57,166.59,173.33,25.24,169.49,158.95
27,96.65,152.63,77.4,130.46,143.74,167.86,174.44,22.41,173.53,153.38
28,161.76,173.12,81.44,127.39,140.99,167.82,171.55,20.79,174.9,152.56
29,171.09,176.64,81.61,127.54,139.91,165.55,169.27,20.3,176.4,152.05
30,171.85,170.78,77.32,127.72,140.01,163.11,169.72,21.22,177.56,152.42
31,157.23,170.77,67.79,129.81,141.5,161.34,167.47,21.5,178.43,151.77
32,149.05,132.36,55.22,131.68,143.06,160.36,169.44,22.03,178.79,150.51
33,155.85,150.97,45.98,130.97,141.04,161.33,172.04,21.78,178.87,149.51
34,153.87,166.86,35.01,128.86,139.4,157.67,169.2,23.4,179.93,146.9
35,154.29,175.12,23.08,128.32,139.91,158.26,174.95,23.07,178.4,141.68
36,155.98,177.66,14.41,130.87,142.87,157.33,176.51,23.91,179.55,142.78
37,161.75,176.4,6.12,136.91,147.83,159.09,174.03,23.79,177.34,143.85
38,162.27,177.93,1.72,139.86,152.84,157.18,170.43,22.57,177.27,145.05
39,159.46,175.76,4.06,148.65,164.99,153.07,165.6,21.77,175.97,149.48
40,157.17,170.46,6.24,154.01,174.77,149.48,164.81,19.78,176.33,153.71
41,159.91,174.16,6.59,154.75,176.46,145.76,169.84,19.7,178.86,154.97
42,159.41,173.26,6.88,154.61,172.8,146.62,177.58,19.42,179.48,158.55
43,155.7,171.03,7.38,152.54,164.89,143.04,179.89,20.66,178.08,158.4
44,155.08,179.51,7.63,153.56,160.07,152.16,178.12,13.0,175.45,159.44
45,152.78,176.85,6.85,155.66,158.59,145.98,156.55,14.14,175.18,161.97
46,150.03,179.85,6.11,160.15,161.43,149.19,170.22,11.07,174.97,165.84
47,149.25,179.86,5.15,160.98,159.4,147.47,176.79,11.18,174.03,168.48
48,149.33,179.99,3.04,163.89,160.64,141.12,173.12,13.87,173.81,170.39
49,148.16,173.22,1.07,164.69,161.83,142.34,175.29,13.55,175.3,171.13
50,145.89,168.84,0.48,164.8,165.4,140.95,176.21,12.82,174.99,165.75
51,143.04,167.19,0.44,165.33,167.31,139.97,170.46,12.85,177.56,164.5
52,140.17,168.12,0.62,164.06,164.96,139.28,170.34,11.35,177.93,161.05
53,141.32,168.26,1.4,161.33,162.41,146.47,171.26,3.79,179.29,157.54
