frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka
1,166.14,173.74,4.03,166.94,172.58,149.93,175.04,9.63,174.67,174.47
2,166.0,174.44,4.06,166.96,172.57,149.95,175.52,9.87,175.47,176.75
3,166.9,173.76,4.31,165.87,170.52,149.98,176.15,9.79,175.47,176.66
4,167.35,173.43,4.06,164.83,167.71,152.29,178.05,9.1,175.21,174.49
5,166.68,174.76,3.29,165.23,167.28,152.59,177.4,9.37,174.4,176.44
6,166.3,175.1,2.53,165.94,167.3,153.35,177.36,9.76,173.71,179.52
7,167.31,174.55,2.11,167.18,167.98,154.63,177.13,10.83,172.81,175.89
8,168.46,174.24,2.7,166.89,168.5,156.46,176.81,11.25,174.68,169.85
9,169.84,174.23,3.26,166.84,168.77,155.78,176.51,13.21,175.67,170.69
10,170.2,174.41,3.41,166.73,168.74,155.61,174.72,14.22,176.25,171.36
11,170.02,174.57,3.47,166.79,168.94,156.47,174.93,14.51,176.26,172.94
12,169.76,174.86,3.34,166.84,168.65,157.48,173.86,14.47,175.6,174.23
13,169.73,174.12,3.46,166.72,167.74,158.97,173.51,13.43,174.85,174.5
14,169.89,173.6,3.87,165.97,166.18,159.14,174.05,13.42,174.73,174.1
15,168.43,174.99,4.21,164.85,164.28,161.59,172.7,12.53,176.58,172.8
16,166.23,177.29,4.2,163.51,162.14,164.45,173.25,11.48,178.29,170.98
17,162.94,178.36,3.37,161.6,160.41,164.75,174.03,10.79,179.66,170.13
18,160.82,179.53,2.94,160.68,160.12,165.56,173.88,10.39,179.57,169.5
19,159.89,179.77,2.93,159.21,159.52,165.71,173.69,9.88,179.03,169.79
20,160.07,179.93,3.17,158.42,159.25,165.74,173.36,9.07,178.1,170.12
21,159.88,179.73,2.86,158.35,158.16,165.5,173.64,8.81,178.58,172.09
22,159.47,179.65,2.25,158.79,156.01,165.72,174.65,8.61,178.85,172.85
23,158.86,179.84,1.71,159.93,153.7,162.29,173.63,7.84,178.89,173.02
24,159.2,179.78,1.7,160.52,151.01,159.03,174.97,7.3,178.78,173.15
25,157.4,178.03,2.36,159.47,146.75,154.91,176.24,5.86,176.94,171.26
26,153.62,175.85,2.19,159.95,145.29,149.8,176.28,5.69,174.81,168.77
27,150.4,175.07,3.39,159.63,144.23,142.61,175.29,4.78,171.13,164.48
28,147.32,176.78,3.9,160.84,142.59,134.81,169.31,1.59,169.89,162.19
29,138.28,174.99,1.07,161.33,142.86,123.39,165.3,1.53,168.55,160.87
30,168.68,164.51,2.52,162.0,145.28,105.33,173.8,3.35,167.76,160.92
31,136.37,162.24,1.94,163.94,149.73,90.71,179.23,4.49,168.55,163.26
32,125.2,171.29,1.47,165.38,151.48,73.79,177.47,7.41,169.29,166.54
33,88.66,132.45,0.11,166.96,152.35,56.14,174.39,8.84,170.3,167.43
34,137.26,149.81,2.41,170.82,158.23,53.64,179.0,14.47,171.37,169.14
35,154.53,171.58,4.06,170.33,160.4,51.82,169.61,20.56,169.43,167.98
36,171.93,147.41,7.07,172.11,166.77,50.48,172.23,24.21,168.53,166.47
37,176.94,165.05,8.31,171.71,168.56,47.99,175.59,28.41,170.08,166.47
38,168.73,160.49,10.05,171.43,167.42,49.0,174.13,36.57,169.23,165.35
39,108.58,72.76,2.01,170.85,166.73,47.58,173.6,39.94,168.29,165.12
40,30.64,143.11,10.83,169.91,164.18,46.46,169.56,45.37,165.91,163.51
41,28.88,160.23,0.82,169.29,162.64,49.11,167.66,51.68,166.44,163.79
42,30.53,153.65,9.41,172.43,165.71,56.02,172.5,57.87,168.02,163.11
43,2.03,159.18,19.6,174.27,163.2,55.91,179.46,62.47,167.27,162.51
44,8.41,151.42,25.1,175.03,159.87,60.65,178.32,69.89,166.87,160.85
45,8.9,173.22,33.94,176.55,159.24,62.18,175.67,74.16,166.61,160.03
46,2.29,135.63,36.72,177.99,158.29,67.1,173.22,81.35,166.68,160.27
47,15.86,138.1,18.88,179.43,160.83,72.44,167.79,89.52,167.57,161.72
48,18.79,156.28,14.86,179.9,158.94,74.02,167.23,92.66,169.96,165.53
