frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,140.32,165.97,10.31,164.54,158.21,142.39,168.65,2.44,167.15,157.46,4
2,140.22,167.2,10.2,164.72,157.71,155.25,171.49,3.25,167.57,159.39,
3,140.77,166.66,9.79,163.3,155.74,156.76,170.73,3.89,166.41,159.52,
4,143.01,168.72,9.72,163.23,156.78,158.25,174.52,4.11,164.73,158.29,
5,144.32,170.04,9.52,163.52,159.25,160.81,174.88,4.68,162.85,154.83,
6,142.91,165.28,8.67,164.21,158.71,163.2,174.28,4.65,159.64,148.7,
7,143.91,163.8,8.97,163.86,156.27,117.52,139.65,1.53,155.24,141.47,
8,145.34,164.75,8.61,162.7,153.83,102.42,161.24,1.43,150.69,134.45,
9,146.24,167.85,9.32,159.77,150.13,102.18,154.05,1.36,149.15,133.54,
10,146.17,171.18,9.91,158.91,149.96,89.99,160.7,1.27,150.43,136.02,
11,145.74,171.3,12.02,159.96,150.88,84.37,166.78,2.37,151.65,138.01,
12,142.78,173.06,16.49,163.9,157.75,77.87,165.82,1.8,154.97,140.39,
13,136.05,175.2,23.27,171.6,170.53,57.19,169.04,8.2,155.15,143.09,
14,126.42,174.11,30.81,175.74,178.13,54.86,173.99,23.61,158.72,149.52,
15,121.96,173.87,36.11,177.07,179.44,57.64,177.69,36.59,161.46,155.19,
16,118.92,175.16,38.75,177.52,176.4,54.68,173.56,38.89,164.02,159.22,
17,117.83,175.27,38.95,179.7,176.6,48.14,178.47,36.24,166.83,164.2,
18,110.6,175.79,41.05,179.96,173.79,44.55,173.88,36.87,168.22,168.51,
19,99.04,164.15,42.29,178.67,170.95,41.4,172.53,43.48,168.02,171.54,
20,78.2,172.47,43.26,176.32,169.45,42.35,168.25,47.44,167.98,175.13,
21,45.92,162.03,46.81,173.54,167.22,39.65,167.21,51.35,168.27,175.91,
22,19.36,179.63,49.64,170.28,166.54,39.56,178.09,56.53,169.17,175.76,
23,7.77,171.63,57.5,166.5,168.37,40.7,177.72,59.56,169.2,176.04,
24,25.19,167.91,57.42,162.88,169.67,42.69,174.08,64.09,169.53,176.65,
25,30.22,175.35,55.5,158.4,173.05,46.72,172.09,68.7,170.24,178.11,
26,33.08,177.86,55.74,157.01,172.63,51.63,173.66,72.77,169.84,179.31,
27,35.59,178.65,55.16,156.28,176.48,57.69,175.95,77.21,169.69,177.81,
28,36.04,177.72,53.61,155.4,179.01,58.89,177.15,76.88,169.54,174.36,
29,35.39,177.43,53.99,155.73,173.5,58.84,173.61,77.68,167.18,174.51,
30,40.33,172.75,55.61,155.68,167.97,59.15,170.01,79.2,163.95,175.87,
31,41.1,178.79,56.22,156.89,162.59,66.86,172.64,82.73,159.95,177.74,
32,49.83,172.33,65.91,157.24,157.5,76.08,179.79,91.44,159.43,177.9,
33,67.89,176.25,82.98,159.49,159.06,88.58,178.29,102.3,158.76,179.93,
34,76.55,178.3,91.08,161.35,159.14,100.1,176.56,116.15,160.57,179.8,
35,75.28,172.81,92.12,163.47,163.38,98.7,179.14,115.66,163.45,178.04,
