frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka
1,123.41,160.65,4.56,172.28,154.35,134.04,154.23,13.83,169.12,165.17
2,123.2,161.91,5.21,174.7,160.93,94.25,115.66,19.17,170.02,166.97
3,121.86,162.74,5.14,176.14,166.88,110.45,150.9,15.9,168.45,165.92
4,120.78,162.88,4.83,178.23,172.57,111.34,151.12,21.58,166.11,162.44
5,120.69,161.67,5.64,179.81,176.58,90.16,138.89,25.58,160.58,155.18
6,119.81,158.61,6.96,179.6,177.62,93.27,127.21,23.37,153.71,146.64
7,118.95,156.25,8.36,179.36,178.83,99.49,116.77,24.74,146.03,134.96
8,117.18,154.82,7.92,166.99,168.02,98.72,112.65,25.39,166.71,149.99
9,116.71,153.31,7.97,175.93,177.44,117.01,27.59,28.07,166.46,153.31
10,115.28,153.56,7.27,178.67,174.02,103.61,153.09,22.72,165.24,151.0
11,113.64,154.84,6.6,179.58,168.84,146.49,154.54,6.78,169.59,156.54
12,114.13,159.57,6.01,174.77,158.56,150.12,177.88,0.47,171.43,158.07
13,116.19,164.86,6.39,170.59,147.88,144.43,178.27,3.04,169.63,160.54
14,116.67,168.73,6.8,162.41,133.5,142.43,176.88,3.85,167.83,159.32
15,113.56,166.01,6.89,157.63,129.87,147.78,178.95,4.58,167.51,159.47
16,110.43,161.02,6.26,154.38,128.39,163.57,164.8,4.57,169.12,159.78
17,111.01,158.67,7.48,150.0,130.59,174.8,178.94,6.47,169.61,158.59
18,110.1,156.61,7.88,145.86,136.52,160.25,177.58,9.12,169.72,157.69
19,107.85,156.55,9.68,142.28,140.67,157.02,175.61,9.1,169.12,155.35
20,109.89,157.0,12.79,142.49,149.03,149.43,177.44,13.73,172.31,156.66
21,113.32,150.64,16.15,145.11,159.93,152.66,162.43,14.46,175.97,158.84
22,124.6,146.8,18.33,150.38,167.29,157.59,162.51,14.48,179.15,160.66
23,135.92,157.15,20.02,152.06,168.2,160.72,165.11,14.44,178.53,162.65
24,146.47,167.36,22.7,150.38,165.53,55.35,128.47,61.64,175.86,164.45
25,157.34,162.73,31.18,148.01,161.9,137.72,145.89,145.03,175.21,164.06
26,168.71,151.83,43.08,144.98,157.41,113.17,137.81,122.78,173.75,166.01
27,177.74,168.83,58.3,142.55,155.04,90.53,153.19,104.21,172.62,167.94
28,175.54,149.6,77.93,141.66,153.45,85.51,159.02,103.09,170.88,170.11
29,157.69,160.82,85.82,140.4,151.36,88.19,156.89,103.37,170.58,171.68
30,132.0,150.39,88.34,138.46,150.16,79.81,156.4,89.51,170.44,174.47
31,107.51,143.57,87.8,137.99,150.48,86.98,159.0,93.26,171.15,174.18
32,95.81,156.0,93.17,138.19,150.81,91.55,157.49,99.52,171.31,173.97
33,87.87,158.5,90.91,138.38,150.55,83.72,157.81,93.16,171.36,174.44
34,84.76,157.8,90.99,139.63,151.37,83.04,156.1,93.13,171.25,174.64
35,78.44,156.3,88.08,140.55,152.72,80.3,158.74,89.29,171.99,173.29
36,75.86,157.52,85.62,141.33,153.45,80.59,162.85,88.26,173.11,171.21
37,74.14,158.76,83.13,141.71,153.72,80.03,164.32,88.29,173.96,169.25
38,73.93,157.51,80.29,142.36,154.51,79.91,161.33,90.77,174.57,167.91
39,71.06,153.02,75.28,142.84,154.9,81.04,162.66,91.16,175.31,166.29
40,66.11,134.11,68.5,142.82,154.93,79.22,158.69,87.78,176.07,165.28
41,61.11,158.5,59.84,143.0,155.03,67.66,159.73,75.47,175.84,164.07
42,64.4,163.0,49.09,143.38,154.41,54.47,164.84,64.8,175.74,162.44
43,59.67,160.04,36.79,143.8,153.31,37.53,160.43,56.02,176.29,160.94
44,60.96,161.53,30.42,142.74,151.37,21.91,155.9,48.8,176.79,160.12
45,72.57,175.75,25.66,142.61,150.67,12.71,135.72,41.61,179.22,156.69
46,85.08,159.18,20.19,143.63,152.22,104.89,76.49,35.8,179.63,155.25
47,96.07,166.0,15.65,146.25,156.52,124.76,98.69,30.08,179.45,155.92
48,101.24,150.23,10.98,146.61,161.27,112.77,83.9,36.65,177.48,154.96
49,112.01,163.48,7.53,151.94,168.67,114.59,72.82,29.59,177.78,157.34
50,117.13,171.56,4.44,156.6,175.94,101.53,138.14,20.81,177.38,159.5
51,120.37,176.66,1.55,158.71,178.02,153.87,171.73,8.06,175.77,159.21
52,120.35,175.09,0.59,156.23,170.35,160.0,179.78,3.75,174.19,158.86
53,121.47,171.02,0.66,155.03,162.25,117.41,172.33,17.02,171.69,157.86
54,121.0,163.87,1.0,154.82,155.59,116.11,170.94,15.41,167.79,154.05
55,121.53,162.72,1.25,154.37,151.13,151.98,176.84,4.47,165.07,150.97
56,122.57,164.3,0.64,155.76,143.58,159.37,161.93,2.06,164.75,152.82
57,124.78,169.6,1.75,157.79,140.74,158.07,173.89,1.97,164.93,153.9
58,126.44,170.51,2.79,159.99,140.86,160.66,179.87,1.59,161.08,152.48
59,130.12,174.67,3.46,166.19,145.84,156.93,171.1,2.66,164.86,152.93
60,130.79,178.34,2.36,171.84,148.08,157.12,173.01,1.84,167.91,161.53
61,129.5,174.15,2.35,176.87,153.95,156.1,178.53,1.59,169.12,162.99
62,127.34,165.01,1.44,178.12,160.31,152.07,177.7,1.68,169.57,165.58
63,126.41,163.39,2.23,175.12,167.62,136.98,179.1,2.68,164.58,159.77
64,126.56,161.09,3.42,172.17,174.25,142.24,179.88,0.2,161.22,156.49
