frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka
1,160.38,173.97,2.61,174.29,165.87,118.41,165.14,29.06,177.62,159.99
2,159.63,177.63,3.96,174.32,166.3,129.69,163.07,30.33,175.25,152.42
3,164.41,177.48,8.04,173.3,164.68,137.51,159.64,31.48,173.76,149.31
4,166.15,178.23,9.84,173.8,164.66,144.46,158.51,31.17,172.64,145.16
5,167.79,175.53,9.82,176.13,167.1,147.61,160.89,30.09,175.01,149.88
6,170.4,175.64,10.58,179.21,169.27,149.73,164.66,30.75,178.42,158.38
7,173.59,174.7,11.0,178.24,169.35,155.52,171.41,30.13,178.19,168.05
8,175.66,175.27,11.67,178.55,153.16,160.12,169.36,29.3,175.72,176.38
9,175.56,177.04,12.07,176.14,134.09,167.86,173.82,28.28,172.79,178.23
10,174.75,179.74,12.9,173.73,120.97,176.27,167.66,25.88,170.21,177.84
11,175.87,179.28,14.42,170.62,99.08,172.81,164.52,24.96,167.99,179.65
12,178.29,177.92,17.96,168.89,97.42,160.6,157.14,27.6,166.7,177.45
13,179.07,179.02,22.78,163.66,114.44,35.3,151.49,31.98,164.62,178.87
14,177.98,177.96,26.08,158.92,136.72,7.22,179.71,37.12,161.71,179.59
15,178.71,172.63,29.2,152.6,145.35,7.72,166.92,42.2,160.7,179.14
16,178.78,175.57,32.52,146.72,148.56,12.5,163.6,46.33,158.8,179.32
17,175.84,177.52,38.8,144.12,153.84,21.94,166.52,51.25,156.9,176.44
18,175.5,179.45,44.18,143.86,162.6,37.51,164.88,59.49,156.67,173.0
19,170.99,174.94,53.54,145.0,169.84,67.05,175.54,63.7,154.54,173.26
20,163.7,171.88,64.8,145.54,170.25,105.64,173.45,68.47,154.0,171.21
21,167.35,167.58,76.88,141.59,167.27,133.3,178.54,80.6,154.25,168.98
22,178.48,160.21,88.07,135.17,159.01,150.53,175.42,91.17,155.76,161.18
23,173.62,159.57,101.35,125.87,147.86,163.54,166.54,100.51,161.24,124.82
24,165.0,161.56,107.21,119.07,141.86,169.91,152.57,95.74,168.5,100.85
25,166.35,146.94,111.3,116.35,138.93,173.5,160.09,90.01,173.45,73.66
26,155.21,121.97,105.75,116.45,139.59,159.5,169.92,80.89,178.87,74.89
27,165.05,136.14,93.36,115.15,139.43,154.37,170.41,70.65,176.27,78.1
28,173.18,166.99,74.98,116.53,141.13,158.84,168.03,53.77,173.46,80.63
29,178.59,172.76,59.52,121.79,144.78,164.96,159.72,40.55,172.8,85.9
30,176.18,149.32,45.2,125.93,146.58,164.23,169.34,34.25,172.4,125.6
31,173.86,179.78,37.59,129.78,150.27,160.94,162.14,30.91,171.8,143.15
32,177.93,172.96,26.2,135.35,156.94,155.35,167.6,29.04,172.69,152.19
33,174.23,171.8,16.51,142.47,162.52,150.83,174.59,25.15,174.57,157.85
34,174.44,176.04,10.53,151.59,170.71,148.2,178.78,20.12,178.58,162.99
35,175.5,166.68,6.29,156.55,177.24,127.68,167.51,16.81,177.3,162.66
36,85.34,125.71,6.49,161.4,174.29,98.88,176.4,16.58,177.94,165.19
37,84.18,140.72,6.8,163.19,173.96,77.08,160.9,16.07,176.8,169.42
38,69.07,167.38,10.31,163.6,177.3,68.04,179.97,14.1,173.91,170.1
39,73.76,165.68,7.66,162.84,176.51,65.43,173.28,12.9,170.96,171.39
40,73.98,158.52,6.07,163.65,172.11,68.5,179.95,11.78,171.3,175.91
41,79.45,172.86,5.26,163.47,166.55,75.52,178.41,13.77,171.27,177.91
42,71.27,141.61,3.57,163.58,161.37,90.8,177.66,15.29,170.99,177.78
43,116.94,160.98,5.24,164.98,154.96,105.35,174.53,17.69,170.72,173.36
44,167.59,174.86,5.29,164.77,146.58,112.85,149.03,17.35,167.87,164.71
45,161.39,178.04,5.35,166.24,147.28,123.9,163.11,19.5,167.44,163.07
46,162.25,176.98,1.34,169.07,152.78,130.77,170.41,25.09,165.19,160.91
47,165.48,173.76,1.19,168.87,146.64,145.19,171.3,23.86,164.2,160.8
48,164.66,172.9,2.29,165.61,141.03,151.72,164.54,25.43,161.6,158.93
49,163.88,172.86,1.78,170.28,150.51,148.85,159.19,28.57,158.68,155.79
50,164.51,172.06,2.68,170.88,155.92,145.05,156.19,32.63,157.84,157.95
51,165.22,173.72,2.27,173.47,159.25,139.53,159.37,37.96,159.92,163.75
52,164.74,174.06,1.55,173.98,163.17,131.3,161.37,43.63,161.46,169.86
53,165.0,174.14,2.06,171.82,161.31,128.53,163.84,44.81,163.12,176.23
54,166.3,174.16,3.57,170.89,162.59,126.73,163.97,45.19,163.95,178.29
55,164.58,172.69,2.88,168.49,161.6,126.36,163.52,44.65,163.39,176.63
56,164.95,171.35,3.51,168.84,163.1,127.25,162.05,41.03,163.83,173.9
57,162.07,171.46,2.2,168.09,164.45,130.48,162.39,33.64,162.0,167.99
58,161.49,174.92,2.5,167.18,165.47,130.9,164.53,30.32,164.46,165.14
59,159.1,179.9,1.06,167.2,167.29,129.84,168.68,24.53,166.43,161.59
60,152.86,179.9,4.18,169.0,167.73,122.2,167.17,23.03,169.61,164.76
61,160.92,172.92,2.91,168.82,166.95,115.68,164.86,21.57,173.32,167.01
62,160.02,179.61,2.24,167.78,164.63,112.44,166.71,20.54,174.39,167.17
63,147.13,168.92,4.95,167.75,164.13,106.42,171.7,19.02,175.76,164.24
64,146.97,165.45,5.24,166.67,162.32,103.54,179.97,18.94,176.86,163.25
