frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,158.94,175.16,3.59,166.31,156.21,128.1,165.3,30.15,178.02,151.56,3
2,161.93,179.73,6.56,166.28,156.75,133.71,162.9,30.7,176.08,148.3,
3,163.26,179.99,8.6,166.92,159.21,140.58,156.48,30.96,175.09,145.3,
4,165.76,178.06,10.11,169.56,161.63,141.83,164.42,35.72,177.07,149.33,
5,170.44,176.01,12.15,172.4,161.93,140.13,166.44,40.53,179.39,160.93,
6,174.34,175.58,13.69,174.04,162.29,141.67,168.78,41.91,177.81,172.65,
7,175.86,176.44,13.96,175.24,161.79,148.84,167.65,37.35,175.63,176.27,
8,176.76,177.75,13.79,173.65,148.27,153.38,168.49,36.14,172.88,169.2,
9,177.77,176.6,13.42,173.34,119.84,150.76,171.85,38.5,172.36,170.18,
10,174.32,178.81,12.25,169.45,83.04,152,169.59,37.13,171.89,172.29,
11,175.28,178.94,13.58,168.26,91.22,158.91,155.63,35.45,169.05,174.27,
12,176.58,177.27,14.66,167.01,115.13,53.12,97,38.69,167.23,174.54,
13,176.89,175.77,14.83,164.51,145.19,12.26,174.19,42.19,166.5,173.03,
14,178.47,175.5,16.31,159.13,158.95,4.56,178.63,45.86,165.5,172.07,
15,179.35,175.52,18.66,155.38,160.39,0.31,179.5,49.06,165.46,173.33,
16,177.23,175.31,21.15,153.9,165.41,161.82,141.22,50.93,163.99,174.23,
17,175.32,176.47,24.29,151.91,165.9,170.15,169.27,55.19,162.79,176.99,
18,173.12,177.35,28.38,151.95,170.95,163.81,164.94,58.72,162.35,179.84,
19,170.99,179.6,32.62,154.36,173.65,159.99,160.49,60.51,160.56,176.55,
20,164.76,178.15,42.87,154.06,173.86,173.36,170.62,70.89,160.34,169.19,
21,173.61,175.14,50.68,151.07,168.96,178.67,172.36,78.75,160.01,159.66,
22,166.47,168.62,61.44,146.03,160.84,178.14,170.22,84.83,160.29,139.08,
23,148.9,176.06,76.63,140.62,153.98,168.6,169.01,94.69,163.11,102.18,
24,145.55,176.76,93.4,138.72,152.88,160.59,178.79,97.74,167.75,86.85,
25,149.16,173.92,101.65,138.9,153.58,161.64,179.45,96.06,169.46,79.84,
26,160.24,167.43,106.6,141.49,154.98,159.45,175.02,90.05,171.37,82.58,
27,171.44,156.01,104.91,144.12,157.36,159.85,170.28,80.99,172.99,101.93,
28,179.42,172.11,97.42,146.71,159.75,166.64,176.9,67.65,173.89,114.57,
29,179.78,152.52,77.59,148.44,161.97,174.97,174.04,48.66,175.66,127.78,
30,160.29,177.95,64.11,151.37,163.98,175.53,174.69,38.04,176.09,148.24,
31,168.34,162.2,48.05,154.82,166.8,177.44,177.6,29.6,175.84,155.12,
32,170.62,175.84,34,157.97,170.05,175.87,177.35,25.37,175.38,158.37,
33,177.03,175.1,22.83,159.94,171.12,177.45,179.9,21.38,173.67,162.93,
34,177.86,175.6,14.06,162.7,172.76,177.82,179.48,19.17,171.6,164.23,
35,176.02,168.76,8.23,166.07,175.11,179.7,178.2,17.34,169.49,170.3,
36,179.8,175.16,4.46,169.85,178.62,178.72,177.1,15.55,168.05,167.81,
37,175.4,176.33,0.83,170.53,179.59,178.96,176.34,13.34,168.75,164.85,
38,179.28,169.85,2.87,170.61,177.71,175.68,179.23,13.5,168.47,164.92,
39,175.85,176.2,3.82,169.51,177.79,172.67,178.83,13.78,167.83,168.08,
40,175.29,179.25,4.06,169.11,177.06,170.22,178.41,13.79,168.16,170.47,
41,166.22,174.66,5.17,168.25,176.68,163.67,171.9,15.53,169.98,168.92,
42,169.41,164.23,3.37,167.14,176.17,157.94,167.54,16.51,172.09,168.99,
43,165.86,173.4,4.42,167.34,176.62,153.32,167.45,17.4,172.32,169.88,
44,165.58,176.44,3.73,168.47,177.84,147.08,162.66,18.35,173.65,169.73,
45,171.21,177.49,1,170.23,178.84,138.05,155.77,19.41,173.55,170.07,
46,170.06,176.19,2.02,170.61,178.34,133.1,155.34,20.06,173.83,170.09,
47,169.18,170.51,2,171.08,174.74,124.59,152.28,19.74,174.46,170.33,
48,167.39,168.89,1.71,172.34,172.2,116.33,147.33,19.36,173.8,172.03,
49,165.82,167.99,1.23,173.1,168.2,110.16,144.76,19.02,173.33,174.11,
50,158.54,158.6,2.36,175.12,166.94,105.56,146.11,18.56,173.27,175.41,
51,160.33,168.39,1.09,175.26,164.69,111.43,156,17.1,173.67,175.65,
52,169.76,175.75,0.8,175.58,163.43,115.19,161.57,16.1,174.6,176.49,
53,172.66,176.55,3.22,176.06,163.42,123.61,167.25,14.37,174.83,176.4,
54,171.48,175.96,4.93,177.56,162.33,133.54,163.25,13.16,176.03,175.07,
55,170.71,179.3,5.63,178.51,159.01,141.24,160.49,11.65,177.49,174.97,
56,169.8,178.78,6.44,178.35,164.36,148.47,159.68,10.33,179.29,173.89,
57,167.95,179.61,7.31,175.69,168.77,157.44,166.21,10.21,179.27,175.45,
58,166.25,179.89,8.8,174.96,173.08,162.88,171.97,11.11,179.63,176.62,
59,164.06,178.98,8.7,175.34,172.67,163.89,174.01,11.77,179.88,178.36,
60,162.26,176.47,8.44,174.92,175.78,166.15,176.54,11.86,178.54,178.27,
61,162.02,173.19,8.12,175.07,176.8,167.88,175.41,12.32,178.29,178.73,
62,162.13,172.96,8.49,177.64,176.59,169.54,170.91,12.8,178.3,179.48,
63,162.65,172.83,7.77,177.23,178.85,170.06,170.75,13.74,178.42,178.99,
