frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka
1,144.31,155.89,5.05,174.31,166.1,141.75,177.94,13.21,165.69,159.88
2,144.69,160.97,5.73,174.93,167.13,143.91,176.52,13.67,166.81,160.93
3,145.76,170.51,6.36,175.83,169.61,147.03,179.92,14.1,167.31,161.59
4,152.39,168.18,7.57,176.23,171.11,151.04,177.15,14.3,167.95,162.1
5,154.92,173.65,7.93,176.6,170.92,154.23,174.33,14.71,168.8,163.52
6,160.7,174.7,9.68,177.2,170.85,159.16,175.0,14.6,169.34,164.91
7,162.87,169.76,10.45,177.85,171.08,162.21,173.54,15.3,169.41,166.51
8,165.37,161.99,13.62,178.34,169.99,163.63,166.78,15.67,169.2,167.72
9,164.85,168.65,15.94,177.69,170.03,167.39,160.37,16.54,169.0,168.71
10,168.29,170.37,18.03,178.46,171.96,168.3,159.52,17.26,167.87,168.62
11,167.96,175.09,17.57,179.93,172.97,170.04,158.08,17.23,167.51,167.84
12,170.38,171.21,16.95,177.73,172.29,173.31,155.1,17.11,168.43,166.67
13,170.51,172.91,15.26,179.98,164.77,175.71,151.13,16.95,170.08,166.23
14,174.55,172.31,15.77,178.84,154.33,177.06,147.56,17.06,171.46,165.93
15,175.28,173.06,14.31,179.95,147.09,178.84,147.82,17.05,172.26,165.01
16,175.3,174.92,12.91,178.15,128.81,179.58,148.2,18.07,174.28,165.78
17,176.25,175.62,13.19,170.34,101.12,178.75,145.08,19.14,175.68,166.46
18,178.62,174.88,13.83,169.16,94.85,177.37,147.56,20.15,176.9,165.09
19,179.14,172.07,14.93,166.49,107.31,174.8,146.8,20.86,178.87,168.14
20,176.63,174.4,17.38,162.39,134.63,163.51,119.78,21.35,179.68,169.32
21,173.61,173.87,18.92,158.13,139.5,135.3,131.99,23.86,177.23,172.68
22,170.64,174.88,21.69,155.79,146.41,62.34,160.01,25.86,176.9,172.39
23,166.9,175.14,24.25,154.73,153.08,48.23,165.51,27.39,176.74,170.17
24,161.56,177.87,27.64,154.05,158.39,30.07,160.68,32.27,174.99,167.59
25,159.97,178.54,28.84,156.18,165.8,31.39,166.09,39.88,171.45,167.71
26,156.92,178.98,31.65,159.88,173.15,29.82,158.51,46.55,168.39,166.66
27,156.49,179.26,34.76,159.99,175.54,37.38,162.61,52.84,168.54,163.09
28,153.44,176.7,39.38,160.36,174.99,48.51,166.66,57.33,168.09,159.09
29,148.5,169.77,45.3,158.98,172.73,44.31,171.71,60.01,167.88,148.28
30,139.36,173.58,56.11,155.45,167.34,51.66,165.98,68.57,167.56,133.96
31,129.98,175.94,68.51,153.88,162.18,58.83,168.97,75.55,166.86,103.95
32,144.36,174.6,77.81,152.16,159.61,64.71,171.54,77.83,168.66,61.23
33,162.02,178.51,83.75,151.14,157.93,64.6,173.0,76.02,169.6,56.56
34,167.09,166.99,92.23,149.0,155.74,60.43,169.51,71.48,171.41,50.45
35,171.15,162.09,96.48,147.6,154.43,62.3,169.41,71.34,171.66,50.43
36,173.55,177.23,99.17,146.91,153.24,64.64,170.79,72.66,171.08,49.16
37,167.81,179.9,101.17,147.99,153.44,64.2,171.89,71.01,171.2,49.79
38,166.29,168.13,98.03,149.01,153.28,60.83,171.65,66.3,170.78,63.38
39,161.47,172.77,94.94,151.05,154.49,58.87,168.79,63.25,169.14,74.35
40,172.45,167.65,81.26,152.38,155.15,53.76,170.25,56.28,167.23,122.17
41,172.67,171.91,68.73,154.13,157.56,47.7,175.24,48.64,166.68,147.81
42,172.41,175.94,54.45,157.34,161.76,47.82,169.52,45.47,166.44,166.36
43,174.88,176.31,39.51,158.14,162.22,50.71,174.39,39.85,165.65,174.48
44,176.92,179.02,24.91,160.99,167.55,58.79,178.81,35.69,165.39,179.3
45,172.51,178.84,16.1,164.98,172.86,70.08,179.11,34.71,164.32,179.75
46,173.11,175.03,11.86,165.51,172.89,112.15,159.03,31.52,165.82,176.68
47,174.71,179.45,9.26,166.21,170.0,143.24,151.42,28.77,166.47,171.99
48,175.08,177.83,5.81,165.84,167.05,163.29,144.93,25.72,166.89,166.61
49,165.33,179.58,4.9,165.62,166.23,176.02,145.46,25.51,167.45,157.75
50,168.1,178.09,5.88,164.87,164.85,175.22,147.23,21.83,167.5,150.52
51,167.91,178.84,7.54,162.62,163.17,175.95,142.46,18.88,167.67,142.55
52,168.2,179.65,10.74,162.68,163.77,176.93,155.12,17.13,167.33,148.16
53,162.37,177.61,10.14,162.11,166.04,177.55,162.24,15.73,168.67,152.81
54,163.56,179.59,7.41,159.92,167.47,170.51,172.38,13.54,170.18,160.33
55,170.63,142.54,3.78,160.35,170.76,163.15,177.63,12.31,171.49,166.72
56,167.44,177.86,4.95,160.44,175.3,159.7,177.09,8.92,175.4,169.55
57,103.26,143.24,0.13,159.09,174.54,151.16,178.78,8.32,177.88,169.37
58,160.24,166.66,5.53,155.37,166.56,144.98,178.5,7.86,179.58,168.82
59,163.0,174.87,4.45,153.51,159.26,143.29,176.83,7.27,177.41,168.46
60,163.18,169.99,4.7,155.28,155.66,140.61,175.93,7.41,177.86,171.03
61,161.48,177.28,3.49,155.57,150.69,136.63,178.12,7.99,176.16,171.24
62,159.41,179.9,1.55,156.3,146.63,134.37,172.13,8.03,175.29,171.46
63,155.81,174.93,1.28,159.59,145.46,134.57,179.88,8.54,175.47,172.98
64,155.84,179.05,1.71,163.23,143.36,136.08,172.15,8.91,176.07,174.09
65,158.13,171.33,0.63,163.37,136.18,136.39,171.65,8.26,174.08,173.01
66,156.84,169.07,1.22,164.11,129.85,137.55,173.27,7.95,170.95,170.08
67,158.13,166.05,0.33,168.86,140.52,136.76,176.87,8.7,170.57,169.23
68,157.72,166.32,1.78,176.05,159.19,137.4,179.29,8.93,169.51,168.02
69,157.67,164.1,1.81,177.53,164.49,139.23,177.55,9.15,167.86,166.57
