frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka
1,164.91,178.52,3.24,146.34,143.28,144.93,154.78,12.56,171.09,166.85
2,165.65,177.98,2.86,151.33,149.94,137.22,152.01,14.75,174.95,162.74
3,165.1,179.3,3.26,155.2,154.97,129.85,146.07,17.24,176.59,162.66
4,166.16,179.82,3.77,158.29,158.44,132.84,161.11,20.83,178.57,163.45
5,165.67,176.79,4.49,161.21,161.53,135.88,169.61,24.61,179.94,164.4
6,167.58,177.82,5.24,163.14,162.74,140.26,167.56,29.38,176.66,162.75
7,168.49,176.47,5.8,163.43,161.11,142.47,161.43,33.06,174.73,164.83
8,167.16,175.73,6.17,162.28,157.57,142.79,163.53,34.81,174.4,166.48
9,167.32,173.93,6.41,158.98,151.46,151.92,168.69,32.83,174.94,163.51
10,168.32,176.1,8.41,153.8,145.04,160.35,172.25,30.09,176.94,165.24
11,170.55,176.03,10.01,151.0,144.32,170.14,174.89,26.58,179.78,167.8
12,171.68,173.66,12.13,145.37,143.8,168.46,176.23,27.79,179.88,167.57
13,174.58,176.79,14.99,146.89,150.94,170.35,179.39,27.88,178.51,167.38
14,175.74,176.81,17.35,145.14,156.07,168.17,173.47,28.82,178.25,166.91
15,173.26,179.25,19.23,143.38,159.8,164.72,168.99,29.26,176.82,167.44
16,174.66,179.61,21.56,144.0,166.48,163.49,172.48,30.21,174.64,168.65
17,177.1,179.45,24.54,142.25,170.16,167.19,174.57,28.35,173.46,169.92
18,177.31,177.99,29.29,142.6,173.78,163.84,174.76,30.75,171.27,171.1
19,170.54,177.13,35.65,143.24,174.37,163.74,168.71,30.47,168.39,171.52
20,163.7,175.14,45.08,144.29,170.58,165.33,170.6,28.85,167.47,169.82
21,154.78,179.63,58.8,144.76,168.72,168.92,175.93,27.29,164.98,169.8
22,159.94,177.89,69.34,136.29,156.6,173.38,176.23,24.96,164.93,166.72
23,173.13,170.04,75.06,134.3,151.7,173.61,174.7,22.21,168.28,161.45
24,173.95,166.35,81.21,131.7,148.15,174.67,173.47,20.89,171.44,156.14
25,169.11,172.76,85.11,129.39,146.52,171.03,174.38,21.29,174.03,153.26
26,175.11,174.32,85.68,129.41,144.25,170.68,177.99,21.41,175.31,152.6
27,163.12,171.35,77.63,130.1,145.11,170.3,179.15,21.02,176.14,152.3
28,151.9,162.94,69.62,131.2,147.07,169.46,178.74,20.91,178.86,151.97
29,146.49,160.85,60.52,132.73,148.01,169.23,178.11,21.1,179.91,152.07
30,157.69,155.06,53.39,134.0,149.72,169.82,174.93,20.79,179.01,151.73
31,162.76,149.65,45.74,133.99,149.09,172.55,177.03,19.12,179.62,151.72
32,169.65,168.02,43.08,134.14,149.7,173.41,177.36,18.24,178.77,149.77
33,171.34,174.41,30.93,136.27,151.46,174.42,177.04,18.26,179.66,149.35
34,165.26,176.73,19.11,136.8,152.43,173.93,177.61,17.81,179.43,150.75
35,165.52,175.86,9.69,141.65,155.46,166.02,175.4,21.62,176.79,150.23
36,164.86,177.42,4.12,142.48,156.15,163.0,173.14,21.47,174.63,152.85
37,165.32,178.27,1.68,145.95,165.89,160.04,166.35,19.2,173.7,155.21
38,163.98,178.29,0.63,149.96,174.52,157.36,166.06,18.9,171.61,161.86
39,165.56,177.65,1.77,152.18,179.94,153.87,172.99,18.12,174.17,162.76
40,161.58,175.76,3.29,150.13,175.35,145.99,176.7,18.31,179.11,160.76
41,158.7,173.46,5.07,150.38,169.58,144.43,178.6,18.88,178.01,159.46
42,156.99,176.38,6.19,151.31,163.94,143.97,179.38,18.55,177.6,161.86
43,156.37,175.07,5.45,154.33,161.67,145.67,173.88,15.83,176.97,163.74
44,155.69,178.74,4.53,158.67,162.8,143.57,177.45,16.77,176.75,166.19
45,155.44,178.11,2.87,161.52,163.25,147.11,179.56,15.4,175.7,167.9
46,158.33,178.61,0.65,163.31,162.18,143.77,177.68,15.21,175.71,169.03
47,157.12,172.33,0.76,164.99,162.78,146.53,179.37,13.1,177.38,170.08
48,152.85,172.88,0.9,164.57,164.82,147.57,177.66,11.34,177.52,167.43
49,149.24,174.65,1.38,163.34,164.72,144.68,175.65,11.96,179.87,168.07
50,146.43,174.9,1.16,161.22,162.92,143.03,176.0,12.38,178.96,164.63
51,144.55,178.31,0.26,158.94,160.29,145.52,172.73,9.09,177.02,164.5
52,140.54,177.5,0.15,158.0,158.41,138.17,175.81,9.98,174.37,164.04
53,144.71,176.75,1.8,153.28,152.88,139.21,164.17,9.33,174.12,162.5
