frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,158.68,178.83,1.41,170.35,170.14,107.55,170.61,25.29,176.83,164.66,3
2,160.53,177.98,2.96,169.5,169.27,111.87,163.77,27.14,176.76,164.8,
3,161.52,176.78,5.56,169.31,169.17,115.47,166.79,31.39,176.69,165.94,
4,163.3,176.43,8.23,171.85,172.16,127.94,170.3,34.64,176.04,163.94,
5,165.32,176.04,10.55,173.02,171.22,145.81,169.58,35.32,174.75,161.32,
6,164.98,175.5,11.15,175.98,169.18,157.2,168.83,33.67,175.69,164.18,
7,167.46,175.81,12.37,178.45,172.66,163.75,168.51,31.7,178.39,165.26,
8,170,175.61,12.29,178.74,172.87,166.41,166.66,30.55,179.99,170.43,
9,172.88,175.37,12.18,178.6,165.06,168.79,166.25,28.31,177.32,178.44,
10,175.69,174.81,12.37,174.76,147.14,168.36,167,27.93,174.69,176.43,
11,176.95,174.59,12.29,171.22,125.11,166.11,168.98,28.54,172.25,177.09,
12,176.2,176.1,12.17,167.61,105.85,165.86,174.59,29.46,170,179.48,
13,176.22,177.58,13.07,165.58,107.18,163.65,171.35,31.57,167.36,179.77,
14,178.34,176.89,14.38,164.74,125.59,169.08,1.2,32.05,162.8,178.05,
15,178.75,170.76,14.85,160.36,144.82,1.86,174.02,37.76,158.89,179.33,
16,178.99,168.75,16.33,155.01,151.38,1.84,174.99,43.19,156.54,179.77,
17,179.99,171.64,18.5,145.93,147.12,10.28,166.14,49.46,155.74,178.03,
18,178.38,172.9,20.83,144.3,150.01,17.15,170.98,52.53,153.13,176.88,
19,179.09,177.07,21.66,145.82,155.98,25.6,172.49,61.42,150.71,170.94,
20,179.41,177.6,22.96,144.02,158.74,55.2,173.31,73.23,148.64,171.06,
21,179.59,179.34,25.44,149.02,167.48,153.31,130.12,74.97,150.23,170.09,
22,176.76,179.31,30.03,150.84,171.35,147.03,179.63,73.87,148.69,172.71,
23,169.53,178.03,38.92,151.24,169.77,153.85,178.43,78.3,147.99,172.89,
24,168.52,174.96,48.76,147.38,166.86,167.07,170.24,91.06,148.29,168.96,
25,175.83,176.64,57.97,140.16,157.92,172.3,157.11,100.79,152.67,151.3,
26,157.43,173.32,69.54,133.9,153.72,171.03,140.05,100.16,161.46,75.89,
27,152.97,173.52,77.84,128.23,148.71,165.59,167.3,98.41,168.12,62.95,
28,158.96,169.48,85.11,126.13,147.33,158.27,167.62,93.16,173.89,63.67,
29,148.68,137.42,84.22,121.43,145.93,156.42,179.33,83.13,177.32,55.67,
30,167.22,161.46,78.09,118.31,142.78,154.95,174.09,71.44,174.46,54.62,
31,178.86,173.95,67.79,121.73,145.76,162.59,164.13,54.11,172.37,50.8,
32,178.3,174.01,54.64,128.32,149.65,164.88,164.89,43.92,172.82,53.53,
33,179.78,169.62,44.66,133.16,152.81,165.06,161.45,36.81,172.52,108.58,
34,170.11,173.71,38.23,139.35,157.96,163.32,167.73,33.72,175.03,145.01,
35,177.67,171.51,25.59,144.12,162.25,157.36,167.92,31.38,175.96,155.36,
36,177.88,171.38,15.64,149.51,166.6,156.75,172.92,26.95,179.11,160.73,
37,175.89,171.9,6.17,159.54,173.6,154.26,173.01,23.4,175.85,164.45,
38,173.8,177.95,1.05,162.68,178.32,145.05,171.23,20.77,178.04,163.28,
39,172.65,177.73,2.99,161.98,177.89,120.5,162.54,19.63,178.64,168.51,
40,153.08,175.37,14.21,163.84,175.49,100.94,163.82,18.38,179.48,172.19,
41,151.36,178.31,5.25,166.54,177.66,91.3,167.62,16.88,178.97,173.71,
42,161.34,163.91,3.92,166.23,179.02,80.53,166.84,16.59,176.46,174.84,
43,173.39,174.62,9,165.06,174.5,79.38,166.25,16.18,174.89,175.37,
44,161.25,177.51,4.62,164.36,166.56,87.5,173.47,17.55,173.88,177.29,
45,148.15,164.03,1.18,163.26,160.78,98.72,166.56,19.18,172.43,177.06,
46,154.73,179.5,1.25,165.32,157.88,107.8,162.9,21.44,172.5,174.59,
47,154.6,177.46,1.97,165.55,151.42,113.32,163.19,23.85,168.69,164.6,
48,161.5,177.01,1.72,166.3,153.42,119.62,162.57,25.54,166.37,161.25,
49,166.78,172.2,2.57,165.85,150.17,132.7,170.51,26.44,164,159.7,
50,164.93,175.27,4.39,161.35,145.31,143.58,170.08,25.28,158.45,155.82,
51,162.09,174.73,3.83,165.23,149.2,149.55,164.49,26.72,156.19,153.24,
52,163.56,172.57,4.7,167.35,152.44,149.77,162.17,29.51,155.21,155.42,
53,161.79,172.02,2.95,170.84,153.62,149.6,161.87,30.76,155.81,158.41,
54,164.5,167.56,2.84,172.39,157.36,148.48,160.76,31.88,156.85,161.9,
55,165.43,166.4,3.46,170.5,158.33,143.18,162.36,35.38,158.18,166.08,
56,163.34,168.14,2.08,168.89,156.57,140.2,162.27,36.19,161.13,173.46,
57,165.29,170.5,4.34,167.9,158.91,138.03,163.59,37.05,162.82,175.86,
58,162.29,172.53,2.55,168.33,160.81,137.98,159.75,34.48,162.72,174.6,
