frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,type
1,153.43,172.57,3.37,150.1,152.93,143.78,167.21,12.72,173.64,163.57,3
2,153.85,170.8,5.18,145.51,148.13,140.77,169.06,14.76,172.59,165.68
3,157.74,174.75,6.65,138.25,141.19,149.69,176.8,15.85,171.45,169.99
4,159.69,175.92,7.78,133.17,136.13,155.75,177.05,16.87,171.93,171.44
5,161.26,176.1,8.51,130.14,133.43,156.81,175.78,16.55,171.61,171.56
6,165.16,174.63,9.85,131.35,135.09,164.29,169.89,15.93,172.2,170.0
7,168.49,173.34,9.13,137.14,139.92,164.05,163.24,18.86,171.88,167.27
8,168.97,173.95,8.57,146.96,149.12,167.26,164.9,20.75,173.86,164.7
9,165.15,177.9,8.03,152.53,154.46,170.3,172.87,22.4,175.06,163.58
10,164.48,176.36,8.17,156.22,157.5,171.04,175.42,24.02,176.92,164.24
11,165.41,178.11,8.82,157.92,158.42,169.51,175.38,26.14,179.05,165.06
12,167.82,179.83,10.0,160.06,159.69,172.54,178.8,25.79,178.98,166.42
13,170.11,178.84,11.38,161.95,159.74,170.46,176.47,27.84,176.39,166.48
14,169.37,177.09,11.7,160.42,155.62,166.38,174.52,29.25,176.27,169.15
15,171.04,177.07,12.35,158.83,151.57,166.53,175.3,28.79,177.85,170.17
16,170.06,175.69,12.92,151.82,142.68,168.04,176.53,27.13,179.78,170.57
17,173.19,175.28,15.99,146.14,139.48,165.01,175.34,27.7,179.13,171.85
18,174.13,175.12,17.8,142.21,141.89,160.59,173.92,29.2,178.24,172.73
19,176.29,179.79,21.26,139.63,145.72,164.38,175.28,26.33,177.38,171.78
20,173.94,177.31,21.6,138.51,150.04,169.68,176.38,22.78,176.03,171.4
21,177.12,179.91,24.55,139.32,158.59,169.97,176.68,21.49,175.77,170.76
22,174.69,179.92,30.72,141.19,166.09,170.53,173.67,20.99,173.86,171.42
23,167.55,175.76,37.38,145.68,175.9,169.82,174.56,21.04,171.14,172.86
24,150.98,178.78,52.78,150.17,178.77,169.15,175.98,22.23,168.6,173.35
25,149.84,178.32,66.93,151.88,172.81,167.39,175.81,25.08,165.75,172.66
26,173.71,179.07,67.98,150.32,169.89,169.65,172.01,24.09,165.5,171.39
27,173.86,160.15,73.73,152.33,165.6,173.95,174.59,22.16,163.2,171.73
28,160.26,168.29,81.83,151.21,159.3,175.16,178.44,20.49,165.09,169.64
29,164.4,177.3,92.63,151.2,158.41,175.11,177.36,18.17,167.61,167.63
30,160.62,163.73,99.74,151.63,157.18,176.2,177.71,18.16,169.9,170.63
31,154.46,167.77,102.67,152.28,156.13,173.73,179.37,18.78,173.55,169.99
32,146.48,170.09,102.96,153.9,156.61,171.36,175.65,20.46,176.42,170.18
33,139.17,166.69,103.68,154.42,155.89,168.42,177.57,22.07,178.87,169.27
34,134.08,173.89,101.03,156.41,157.22,169.89,179.48,20.54,178.63,171.36
35,130.25,172.73,98.05,156.97,157.58,167.71,179.3,21.38,179.2,168.8
36,134.03,170.23,95.3,158.28,158.15,168.03,179.76,21.43,178.38,166.53
37,137.75,172.08,89.64,159.88,159.22,166.79,177.42,21.39,179.57,166.74
38,145.05,166.0,84.39,160.39,159.65,166.5,171.25,20.09,179.12,165.13
39,153.3,141.27,74.05,161.95,162.0,166.44,168.88,19.23,179.62,164.61
40,160.62,160.61,60.25,163.49,163.64,167.96,169.93,17.95,178.82,162.46
41,168.32,143.48,38.73,163.5,163.94,165.67,169.4,16.65,178.41,163.88
42,163.04,174.72,21.92,164.99,165.59,165.81,169.85,15.79,177.73,160.14
43,160.45,176.25,9.73,167.47,168.33,167.35,172.58,16.38,178.13,153.64
44,166.97,174.85,5.85,168.14,168.99,168.99,173.39,15.74,174.65,153.64
45,168.14,173.95,2.01,163.11,166.29,162.64,165.53,16.54,173.79,154.25
46,171.32,179.25,2.2,163.48,167.71,161.23,169.55,17.17,173.94,154.25
47,175.54,179.76,4.02,165.64,172.61,161.66,176.26,17.45,174.32,155.74
48,169.73,174.11,9.16,165.15,174.38,159.1,179.85,19.42,171.42,159.36
49,171.58,172.26,11.11,165.15,175.68,156.81,173.49,17.88,172.12,163.07
50,175.33,171.18,10.16,165.37,179.94,159.6,174.54,15.95,175.31,161.88
51,176.83,173.35,12.42,164.49,179.83,164.21,171.07,12.92,176.74,163.9
52,176.31,171.33,12.7,162.52,176.8,170.76,175.16,9.61,178.78,159.87
53,177.32,171.32,12.5,162.08,173.46,155.44,171.31,7.39,177.51,161.06
