frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka
1,142.5,172.49,10.68,164.27,167.0,84.44,167.53,12.41,168.9,159.71
2,142.21,171.48,10.54,164.37,166.95,79.64,164.13,12.53,168.61,159.71
3,142.84,172.54,10.6,164.54,166.86,84.81,168.46,10.11,168.07,160.59
4,143.63,169.5,9.78,165.0,166.67,83.87,168.99,6.31,167.8,161.42
5,141.1,171.72,8.48,164.15,163.35,78.96,153.41,4.32,167.92,162.39
6,143.57,170.05,9.07,164.42,160.49,76.13,147.86,2.4,167.88,162.64
7,145.15,134.47,8.29,163.46,156.33,76.15,148.5,1.76,169.17,163.52
8,127.72,102.89,8.09,161.18,150.4,72.78,152.89,4.95,169.52,164.24
9,135.35,106.03,8.68,162.04,150.42,72.43,160.25,7.55,170.46,165.4
10,154.13,162.57,10.7,162.52,149.8,69.6,160.9,7.63,170.58,165.23
11,161.7,148.13,11.25,165.15,148.15,65.98,156.98,8.76,170.2,164.56
12,159.59,138.08,12.43,162.82,143.45,53.73,148.67,8.11,168.7,162.7
13,157.16,143.05,13.76,164.56,144.76,49.44,139.81,9.06,168.31,161.98
14,149.75,134.0,13.21,165.81,147.44,44.02,139.01,9.6,167.76,162.22
15,144.13,132.88,11.84,167.6,150.66,39.76,143.99,10.88,168.74,165.85
16,97.87,176.14,10.17,168.01,153.12,34.54,149.66,10.35,171.15,172.84
17,72.51,158.65,13.49,167.28,155.79,35.69,153.44,10.95,171.83,176.02
18,45.55,83.67,11.76,167.52,157.84,35.29,160.44,11.14,169.38,170.25
19,43.91,162.39,15.83,166.64,157.05,32.56,165.18,12.82,166.59,161.57
20,52.26,165.71,15.44,165.36,154.48,27.33,152.12,15.01,167.67,157.91
21,54.98,154.34,8.55,165.73,152.55,25.08,152.16,16.71,171.62,158.25
22,109.96,145.98,3.36,167.99,153.55,26.04,159.92,20.46,172.92,157.9
23,35.8,171.81,2.08,169.47,156.28,24.55,164.56,24.47,175.27,155.14
24,24.33,166.08,8.32,170.98,158.99,28.26,163.35,29.4,176.04,153.18
25,0.05,176.66,15.65,173.22,162.65,33.36,165.36,38.66,176.04,155.25
26,9.86,138.9,15.05,175.41,164.98,38.05,166.49,44.95,178.11,162.07
27,4.1,178.43,18.54,172.61,160.48,43.62,163.02,55.08,178.42,165.9
28,33.43,169.75,21.13,171.97,158.78,52.73,165.81,66.6,177.71,165.1
29,17.95,153.3,24.92,170.77,155.8,67.08,161.42,86.42,178.14,164.53
30,15.77,150.76,28.49,175.28,164.34,84.5,157.05,105.48,179.62,166.19
31,23.14,157.17,31.68,174.11,165.93,99.82,160.44,119.98,179.39,167.15
32,19.25,156.19,33.22,171.6,164.4,117.79,162.63,135.88,178.93,166.36
33,21.36,159.33,32.53,171.03,163.04,127.12,162.53,143.34,178.25,165.65
34,22.13,164.37,32.05,172.18,162.93,134.86,167.85,146.14,179.11,165.48
