frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka
1,161.6,168.72,2.45,172.8,170.14,157.7,173.36,10.89,168.37,159.63
2,159.24,169.45,2.03,173.64,173.0,158.43,174.7,12.1,169.72,160.18
3,162.18,175.53,5.23,175.35,174.26,158.86,176.48,13.8,170.93,167.6
4,162.01,174.63,6.56,175.97,174.82,156.67,176.13,15.94,167.32,173.95
5,156.39,177.84,3.91,178.53,175.42,155.94,179.2,17.22,165.51,175.4
6,157.08,174.84,4.78,178.88,175.52,159.88,179.86,14.74,165.15,175.85
7,157.2,172.27,5.21,179.54,169.17,158.72,178.89,15.1,163.74,174.59
8,160.72,174.67,5.78,179.86,163.12,160.38,175.5,14.46,163.58,170.74
9,159.45,175.31,4.48,178.23,154.67,161.03,174.75,13.69,163.1,164.88
10,157.25,173.26,2.96,174.64,141.76,161.12,174.35,11.42,160.8,160.63
11,160.02,177.76,2.4,173.67,138.45,162.82,177.59,10.96,165.73,163.53
12,163.71,176.53,2.87,172.8,140.53,160.43,175.57,10.92,166.74,163.86
13,165.88,175.21,2.26,172.54,151.88,158.66,170.99,10.26,168.96,163.85
14,164.89,173.98,0.58,169.38,147.97,158.7,172.89,10.17,172.38,166.51
15,166.21,175.47,1.04,164.78,149.18,160.28,172.93,9.57,173.6,167.48
16,166.56,177.1,0.64,165.55,160.18,161.86,175.07,9.56,176.04,168.8
17,166.83,175.74,0.86,165.47,168.64,167.2,177.31,7.52,179.33,169.02
18,165.15,175.05,0.76,164.24,175.21,165.75,173.72,10.21,179.4,169.72
19,165.18,176.25,1.6,162.66,177.86,166.93,171.27,10.98,179.56,169.07
20,165.49,177.76,1.62,162.27,173.21,164.47,169.45,13.99,177.95,170.22
21,164.45,178.63,3.06,159.02,165.47,168.57,168.46,12.98,178.37,170.76
22,165.19,178.89,4.93,157.81,162.33,171.37,171.88,12.98,178.0,169.27
23,164.48,176.49,5.51,159.47,165.76,172.46,170.26,12.33,177.85,168.51
