frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,159.86,170.41,7.61,138.92,133.6,135.43,139.44,50.38,171.82,157.91,2
2,161.23,174.81,8.13,145.28,138.03,137.31,125.83,65.61,174.44,159.47,
3,163.24,176.32,8.83,150.94,143.1,117.55,149.69,67.27,174.41,160.86,
4,164.44,178.79,10.22,155.19,146.87,156.13,171.2,87.33,171.47,158.68,
5,168.17,178.94,12.76,157.43,147.58,162.93,174.61,92.72,170.83,157.54,
6,167.96,177.35,15.13,155.54,143.43,160.87,176.92,96.54,167.98,156.99,
7,167.53,174.77,19.32,152.65,141.39,165.83,177.67,108.83,166.07,157.97,
8,168.86,176.15,25.25,148.04,138.53,175.36,175.84,123.45,168.3,157.13,
9,166.77,171.89,29.72,144.13,138.43,170.15,166.68,137.4,168.84,155.15,
10,159.34,177.15,33.12,141.81,142.66,169.12,177.96,140.13,171.91,156.7,
11,169.28,173.22,48.32,137.37,145.35,165.33,170.33,146.25,175.1,157.86,
12,158.77,171.74,50.46,136.93,151.45,157.09,174.53,156.06,179.98,159.94,
13,165.4,154.68,54.38,138.25,156.31,158.23,173.85,161.59,174.51,161.6,
14,152.6,177.28,52.28,141.92,162.94,155.54,168.45,167.87,172.97,162.89,
15,163.26,168.62,52.93,147.7,169.02,164.61,159.03,169.23,172.53,164.01,
16,157.66,167.75,55.66,150.65,171.73,167.14,166.81,168.17,172.48,163.89,
17,147.62,172.44,54.5,152.81,170.61,159.35,164.41,176.64,172.31,159.79,
18,145.62,114.99,65.14,155.33,171.22,174.88,145.01,156.09,169.85,158.88,
19,152.68,179.55,60.43,154.24,165.43,172.25,57.12,58.76,168.77,157.88,
20,158.28,150.29,80.07,143.09,155.68,139.18,114.1,6.99,167.3,150.02,
21,125.41,155.7,81.9,140.12,148.77,41.74,40.19,111.32,168.5,144.52,
22,104.38,155.36,84.43,133.13,142.49,67.56,103.4,108.12,171.79,143.85,
23,84.81,160.85,80.6,133.19,141,58.22,122.92,95.17,171.95,147.66,
24,77.44,146.24,72.26,132.24,139.37,47.89,122.17,85.54,173.56,150.83,
25,77.76,174.61,59.93,132.25,140.26,20.97,79.24,71.56,174.78,150.52,
26,78.93,166.59,49.99,134.37,143.65,31.95,166.84,66.26,176.21,150.26,
27,92.89,168.11,42.17,136.82,146.46,56.59,78.95,47.85,177.98,151.15,
28,120.34,153.47,39.65,139.13,148.56,83.52,50.55,34.49,179.95,153.05,
29,142.85,161.61,34.11,142.43,152.76,100.79,39.59,36.34,179.89,156.26,
30,153.47,172.37,28.82,144.5,156.27,98.38,35.96,35.45,179.66,157.66,
31,163.84,173.07,25.06,148.32,159.14,115.21,148.95,32.89,178.89,161.9,
32,170.66,179.16,21.71,150.34,160.72,103.56,52.29,31.24,177.27,164.49,
33,171.93,178.13,16.6,152.43,161.44,97.34,38.4,25.51,177.28,164.65,
34,174.73,177.3,13.75,154.38,164.57,110.48,121.12,21.56,177.07,163.68,
35,174.56,179.38,10.26,156.02,166.24,105.02,42.34,17.11,178.03,162.11,
36,174.84,179.21,7.67,156.98,167.04,107.08,103.39,14.54,178.16,161.43,
37,177.02,178.64,5.89,160.87,168.37,148.08,169.51,12.55,179.62,159.72,
38,177.09,178.05,5.43,160.75,167.86,151.82,167.19,12.08,179.71,159.8,
39,176.29,177.08,3.76,161.66,169.5,147.01,168.78,13.63,179.83,159.66,
40,176.32,176.26,2.7,163.87,171.62,152.22,170.55,14.61,179.91,158.94,
41,174.47,173.71,0.83,164.5,171.51,161.27,176.36,10.35,179.33,158.17,
42,176.46,173.53,2.55,163.87,171.64,164.7,177.81,7.1,178.89,158.74,
43,176.17,173.35,2.57,164.3,172.55,171.76,179.26,2.78,179.31,164.33,
44,176.49,176.21,3.1,163.82,172.25,173.48,178.37,2.17,178.91,166.82,
45,177.1,177.07,4.84,163.77,174.8,173.15,178.63,0.62,179.95,166.77,
46,177.96,178.09,4.78,166.4,177.79,173.34,178.63,0.14,178.11,171.96,
47,175.95,177.05,4.4,166.36,178.49,174.76,179.01,0.82,177.38,175.23,
48,174.04,176.8,3.62,168.06,178.62,171.9,179.78,1.24,178.15,174.91,
49,174.4,178.93,3.99,167.64,174.61,171.26,147.73,0.91,179.69,172.15,
50,171.64,177.22,3.57,167.33,170.89,169.15,174.18,1.82,179.45,171.79,
51,170.53,178.1,3.26,169.16,167.93,164.63,178.91,2.36,179.58,172.33,
52,169.62,177.33,3.42,169.94,163.83,161.16,155.34,1.7,179.02,172.16,
53,169.69,176.61,4.17,170.23,157.39,167.46,179.71,1.74,177.5,170.06,
54,171.62,179.16,5.88,170.71,152.67,174.53,176.75,2.76,178.32,170.47,
55,169.82,179.89,5.56,173.95,154.91,169.19,176.28,0.54,179.64,171.38,
56,170.5,176.44,6.47,174.97,151.29,171.22,169.07,0.8,178.48,171.4,
57,169.92,175.82,6.9,176.93,149.25,171.08,162.7,1.16,179.32,168.99,
58,169.71,175.7,7.56,177.93,144.83,170.3,160.5,0.72,179.52,168.51,
59,170.12,176.18,8.34,179.96,142.79,172.18,155.78,1.74,178.22,171.35,
60,170.11,176.29,8.81,178.86,142.33,175.7,175.2,2.1,176.26,176.33,
61,169.42,175.53,8.99,177.73,143.79,176.25,174.76,1.97,175.27,179.74,
62,168.44,177.04,8.95,177.06,145.38,175.94,176.81,0.72,175.21,176.84,
63,166.66,177.7,8.48,176.61,150.94,177.92,178.16,3.64,175.48,176.49,
64,165.94,179.91,8.19,177.08,151.96,178.63,170.91,6.83,174.95,173.36,
65,167.3,178.54,8.39,177.65,152.14,178.01,170.06,5.59,175.91,172.41,
66,165.72,178.93,7.21,176.95,156.83,175.69,169.04,1.72,178.66,174.55,
