frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,170.26,175.56,10.43,154.25,153.96,117.45,165.11,26.84,175.03,148.97,4
2,168.25,175.73,9.75,153.37,154.86,95.62,152.36,25.74,174.56,145.75,
3,170.51,172.2,9.7,153.21,156.68,76.6,146.81,24.85,174.62,141.34,
4,168.54,174.4,7.02,155.25,161.92,65.16,179.14,22.85,175.26,140.54,
5,163.27,175.51,2.87,158.79,171.89,53.21,175.8,18.05,173.41,143.27,
6,155.83,171.97,0.23,161.33,179.12,40.48,177.49,12.66,171.02,147.74,
7,141.39,172.83,2.95,162.08,174.85,40.68,164.66,5.56,167.57,150.97,
8,58.31,178.54,0.37,160.77,177.89,34.87,163.83,1.39,164.22,152.73,
9,110.44,134.92,0.56,160.34,167.59,34.71,172.34,2.86,163.58,157.12,
10,155.81,174.98,3.39,164.29,164.11,32.84,171.05,4.68,163.94,162.61,
11,37.11,174.72,15.56,162.11,155.93,30.29,163.37,5.52,163.43,165.89,
12,28.67,138.47,19.36,162.48,153.64,29.86,157.46,8.96,163.06,164.38,
13,41.89,120.61,20.64,167.77,161.66,29.87,159.19,11.8,162.15,162.2,
14,84.68,169.9,22.2,163.65,155.92,29.16,160.62,13.75,163.63,160.99,
15,95.54,125.4,23.24,166.96,156.74,28.29,168.28,15.62,165.36,158.16,
16,112.49,163.71,24.55,170.57,157.9,27.45,164.5,17.88,167.87,161.14,
17,123.9,174.24,26.84,173.05,157.89,27.99,170.24,18.69,169.77,163.05,
18,113.7,179.69,23.32,174.38,154.12,28.01,159.21,21.99,167.58,159.6,
19,110.12,158.77,22.13,179.02,155.84,28.95,176.13,20.44,164.16,156.24,
20,96.94,166.81,20.6,174.11,157.26,27.41,174.9,16.5,160.63,153.17,
21,95.82,156.61,19.27,170.15,158.58,29.84,176.4,13.73,158.93,152.25,
22,104.87,90.42,17.91,169.54,158.25,30.94,172.73,10.74,156.82,152.81,
23,104.54,83.83,15.91,170.15,160.69,30.93,174.16,9.57,155.64,154.17,
24,87.22,96.93,13.69,173.73,160.38,32.99,177.54,9.49,154.51,157.84,
25,96.49,176.89,14.47,178.78,156.89,33.75,176.61,12.31,154.96,163.06,
26,91.73,148.73,14.71,179.83,157.51,29.39,173.67,17.53,155.75,165.29,
27,41.45,69.09,15.59,177.58,158.47,33.02,173.82,29.6,152.72,156.33,
28,7.43,163.34,25.42,179.47,161.2,61.96,172.78,64.22,150.41,140.34,
29,1.2,166.79,33.39,177.81,166.17,102.73,179.5,112.08,152.25,126.76,
30,11.49,169.79,31.58,175.21,172.94,116.07,175.81,126.99,158.11,117.37,
31,139.07,166.37,149.96,173.99,176.69,135.44,165.32,146.74,167.66,123.9,
32,78.95,178.2,75.41,174.22,175.11,136.5,171.74,144.04,173.38,127.54,
