frame,rea,rwa,rsa,rha,rka,lea,lwa,lsa,lha,lka,
1,160.94,168.39,3.64,165.06,178.79,58,178.04,26.59,178.37,161.84,4
2,159.97,175.7,4.97,163.54,178.47,57.16,172.65,28.09,179.45,161.54,
3,158.03,174.66,6.11,161.94,175.95,54.27,173.82,27.11,178,157.55,
4,156.95,173.32,7.08,160.55,170.83,50.62,155.53,25.05,177.26,155.18,
5,162.03,178.86,9.01,159.32,165.75,67.84,165.54,29.24,178.44,153.97,
6,165.57,176.1,9.28,157.03,160.61,58.95,149.97,25.3,175.4,149.26,
7,165.69,174.71,8.16,155.67,158.44,56.62,151,21.76,172.86,146,
8,164.13,174.01,6.59,157.2,160.77,50.99,177.31,19.15,173.57,148.64,
9,165.78,170.91,3.34,162.44,166.92,52.29,177.45,15.97,173.26,151.36,
10,162.47,161.9,2.8,165.36,179.69,42.65,173,11.13,169.29,151.29,
11,133.11,164.72,2.29,168.19,172.06,28.54,171.92,8.39,162.48,147.63,
12,131.67,173.8,2.72,165.95,179.73,28.96,174.57,4,162.45,156.06,
13,131.72,165.59,2.37,167.9,173.24,26.46,169.56,2.66,163.37,162.79,
14,46.21,169.2,4.54,166.8,165.66,26.61,168.14,1.26,162.18,164.81,
15,45.44,89.44,16.36,160.27,144.34,29.39,174.68,3.5,162.8,163.2,
16,110.63,162.15,21.84,164.91,156.46,30.68,173.2,3.67,163.57,161.99,
17,110,178.9,20.56,167.59,154.21,26.76,168.66,1.53,165.1,161.14,
18,112.92,144.74,19.42,167.07,146.54,27.05,168.67,4.11,165.87,160.06,
19,97.03,160.52,19.29,172.54,146.89,26.63,168.23,5.22,166.19,162.21,
20,103.87,161.7,19.23,178.35,152.89,27.63,167.28,6.09,165.18,162.69,
21,92.86,169.82,18.75,170.67,158.6,24.09,170.69,8.9,159.49,158.68,
22,79.15,178.17,18.85,164.43,162.34,25.12,173.47,9.47,157.43,156.49,
23,87.6,175.94,17.64,161.2,162.44,29.1,173.68,9.34,154.47,154.85,
24,94.83,164.52,17.84,163.83,162.16,29,168.62,10.51,152.38,157.53,
25,103.41,152.75,17.53,164.13,165.44,30.56,167.52,10.9,152.72,162.01,
26,93.97,166.36,17.94,169.92,164.12,25.99,162.21,14,151.39,166.85,
27,86.31,115.14,18.24,172.8,164.64,21,173.51,16.26,151.1,170.41,
28,26.23,169.76,19.94,175.02,164.84,49.61,168.68,47.21,146.52,158.49,
29,22.32,171.95,29.53,173.34,167.28,83.13,177.56,92.1,145.06,142.66,
30,3.02,21.9,33.91,172.71,171.36,129.45,179.55,138.84,149.97,133.73,
31,15.39,167.31,37.79,169.6,177.77,126.01,176.13,137.91,156.61,129.45,
32,38.19,169.21,45.86,171.86,176.96,124.98,174.76,137.49,166.53,133.7,
33,153.41,164.74,168.73,174.47,169.57,121.84,174.28,128.6,175.1,138.15,
34,139.05,173.09,159.45,175.68,164.59,103.24,177.86,106.13,179.21,143.58,
35,176.33,167.96,143.59,170.63,166.45,83.93,178.13,83.22,174.86,147.71,
36,89.6,105.25,67.34,167.23,173.12,45.02,178.84,41.31,173.06,148.2,
37,144.37,170.63,18.32,165.69,177.97,45.84,179.69,38.32,169.28,151.92,
38,38.83,159.34,176.61,166.77,175.41,42.19,174.16,25.4,168.78,153.91,
39,83.31,173,161.22,167.82,176.82,139.61,179.05,151.89,163.43,160.55,
40,133.79,172.91,156.98,170.62,180,135.91,175.34,139.25,163.4,165.53,
41,157.55,165.68,155.14,172.46,179.31,85.82,179.57,65.01,158.56,170.35,
42,158.63,176.44,142.38,178.68,175.74,104.23,178.08,79.27,156.97,172.6,
43,176.05,159.22,146.58,179.18,172.44,34.25,160.66,14.54,158.57,173.74,
44,160.59,119.03,119.4,174.19,169.49,39.7,162.41,20.12,157.66,174.65,
45,169.66,171.39,59.27,166.86,165.32,27.64,175.21,3.15,157.22,175.54,
46,76.9,160.57,92.19,160.97,159.86,24.83,174.28,3.25,156.99,174.5,
